指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0229,=4818.3600,=0.0375,=7.7197,=0.7893,=4.2457,=4.7359,=5.7958,=7.8973,=9.0746,=0.7224,=0.7293,=0.4429,=0.4987,=0.5836,=0.7380,=0.8283,=1.1818,=0.9893,=0.6036,=0.6746,=0.8774,=1.0367,=1.2312,=0.0601,=0.1613,=0.0497,=0.0610,=0.0729,=0.0879,=0.0947,,,,=85
="000934",中证金融,2009-07-03,=-0.0323,=5401.2600,=-0.1384,=7.7442,=0.3700,=5.7083,=6.8944,=8.0903,=8.8714,=11.5527,=0.7351,=0.2254,=0.6117,=0.7181,=0.9147,=1.1488,=1.5017,=2.0410,=0.7557,=1.1467,=1.4503,=1.8025,=2.0817,=2.6696,=0.0391,=0.6259,=0.0232,=0.0331,=0.0366,=0.0445,=0.0593,=0.0220,=0.0873,=0.0231,=1151
="000029",180价值,2009-01-09,=-0.0314,=3921,=-0.1195,=7.7812,=0.4660,=5.6894,=6.9075,=7.8870,=8.5069,=10.8138,=0.7664,=0.1001,=0.6666,=0.8034,=0.8603,=1.0653,=1.4433,=1.0506,=0.7491,=0.6198,=0.7825,=0.9448,=1.0702,=1.4032,=0.0428,=0.4944,=0.0290,=0.0388,=0.0429,=0.0522,=0.0634,=0.0228,=0.0896,=0.0243,=558
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0267,=3726.9500,=0.0367,=7.7925,=0.8198,=4.9972,=5.5519,=6.1658,=7.7509,=8.5526,=0.7473,=0.7680,=0.5264,=0.5924,=0.6336,=0.7574,=0.8375,=0.9261,=0.8433,=0.5404,=0.5946,=0.6682,=0.8660,=1.0234,=0.0490,=0.0919,=0.0450,=0.0524,=0.0704,=0.0775,=0.0871,,=0.0956,,=114
="H50040",上红低波,2014-03-21,=-0.0319,=10380.0859,=-0.0587,=7.8852,=0.6906,=4.6938,=5.9512,=7.0906,=9.6645,=14.3118,=0.7887,=0.3630,=0.5647,=0.6911,=0.8346,=1.3609,=1.8756,=1.5363,=0.9283,=0.6380,=0.8684,=1.2019,=1.4018,=1.6845,=0.0451,=0.4396,=0.0230,=0.0391,=0.0466,=0.0588,=0.0718,=0.0234,=0.0936,=0.0244,=361
="H30269",红利低波,2013-12-19,=-0.0258,=10492.7036,=-0.0665,=7.8892,=0.7000,=4.5638,=5.5488,=6.8835,=9.4786,=14.4342,=0.7977,=0.4858,=0.5386,=0.6570,=0.8016,=1.3872,=1.9670,=1.5247,=0.9213,=0.6111,=0.8850,=1.0980,=1.4166,=1.6703,=0.0458,=0.4083,=0.0246,=0.0406,=0.0503,=0.0605,=0.0732,=0.0236,=0.0946,=0.0236,=4376
="000992",全指金融,2011-08-02,=-0.0315,=5179.4300,=-0.1351,=7.9117,=0.3749,=5.9310,=7.1022,=8.2734,=9.0288,=11.6339,=0.7373,=0.2208,=0.6188,=0.7234,=0.9234,=1.1610,=1.5107,=2.0391,=0.7548,=1.1568,=1.4432,=1.8067,=2.0796,=2.6668,=0.0386,=0.6316,=0.0229,=0.0327,=0.0359,=0.0437,=0.0581,=0.0217,=0.0846,=0.0227,=2700
="931446",东证红利低波,2020-04-21,=-0.0249,=3196.2609,=-0.0716,=8.0346,=0.6690,=5.1478,=6.1772,=7.1440,=8.5363,=11.0216,=0.7710,=0.5247,=0.5884,=0.6956,=0.7651,=0.8718,=1.2481,=1.4335,=0.9141,=0.5909,=0.7548,=0.8890,=1.3253,=1.5979,=0.0443,=0.3235,=0.0325,=0.0415,=0.0486,=0.0565,=0.0651,=0.0224,=0.0895,=0.0240,=849
="000922",中证红利,2008-05-26,=-0.0216,=5316.6517,=-0.0340,=8.0561,=0.6386,=5.1762,=6.0245,=7.6580,=8.6158,=11.2156,=0.7776,=0.3663,=0.5911,=0.7110,=0.8511,=1.1086,=1.4999,=1.1912,=0.7474,=0.6332,=0.7726,=1.0442,=1.2311,=1.7101,=0.0449,=0.3997,=0.0309,=0.0399,=0.0471,=0.0596,=0.0693,=0.0233,=0.0895,=0.0228,=20103
="000151",上国红利,2012-07-20,=-0.0218,=1550.7000,=0.0151,=8.1704,=0.8747,=4.5075,=5.3657,=6.9511,=7.7702,=10.0345,=0.7156,=0.3836,=0.5268,=0.6189,=0.7532,=0.9661,=1.3272,=1.0096,=0.3498,=0.6026,=0.8953,=1.0830,=1.3107,=1.6854,=0.0458,=0.2802,=0.0346,=0.0446,=0.0513,=0.0650,=0.0754,=0.0218,=0.0803,=0.0258,=221
="399373",大盘价值,2010-01-04,=-0.0282,=7578.6700,=-0.1161,=8.2130,=0.4487,=5.4746,=6.8623,=8.3620,=9.1146,=11.9914,=0.8303,=0.2567,=0.6410,=0.8033,=0.9436,=1.1408,=1.5001,=1.1032,=0.7293,=0.5920,=0.7817,=0.9285,=1.1432,=1.4541,=0.0447,=0.5834,=0.0275,=0.0366,=0.0427,=0.0526,=0.0641,=0.0236,=0.0939,=0.0248,=328
="000015",红利指数,2005-01-04,=-0.0236,=3051.0900,=0.0044,=8.2328,=0.8434,=4.6646,=5.5108,=7.0887,=8.0494,=10.4439,=0.7818,=0.5348,=0.5525,=0.6398,=0.7661,=1.0179,=1.3875,=1.3856,=0.8508,=0.7277,=0.8913,=1.1376,=1.3387,=1.6890,=0.0433,=0.2357,=0.0330,=0.0425,=0.0514,=0.0644,=0.0757,=0.0233,=0.0885,=0.0212,=14196
="000821",300红利,2012-07-20,=-0.0220,=6293.7314,=-0.0567,=8.2715,=0.7421,=4.9998,=6.1944,=7.5620,=8.4656,=10.9286,=0.8043,=0.3243,=0.5725,=0.7140,=0.8682,=1.0796,=1.4919,=1.3145,=0.7878,=0.6098,=0.7993,=1.0658,=1.3209,=1.6963,=0.0460,=0.4483,=0.0319,=0.0420,=0.0472,=0.0563,=0.0673,=0.0235,=0.0916,=0.0239,=999
="000063",上证周期,2010-02-03,=-0.0270,=3560.9800,=-0.1224,=8.4219,=0.4400,=5.4761,=7.1362,=8.6043,=9.4385,=12.4946,=0.8684,=0.2798,=0.6668,=0.8368,=0.9601,=1.1068,=1.4831,=1.4508,=0.8080,=0.8113,=1.0636,=1.2496,=1.4463,=1.7571,=0.0393,=0.5422,=0.0252,=0.0350,=0.0385,=0.0518,=0.0626,=0.0245,=0.0975,=0.0256,=206
="930740",300红利LV,2018-12-04,=-0.0226,=6718.1747,=-0.0629,=8.4466,=0.7629,=5.4153,=6.8275,=7.5232,=8.6970,=9.6903,=0.8130,=0.3390,=0.6159,=0.7722,=0.8572,=0.9459,=1.0604,=1.4772,=0.7985,=0.6725,=0.8568,=1.0786,=1.5030,=1.9253,=0.0460,=0.5537,=0.0370,=0.0418,=0.0452,=0.0513,=0.0622,=0.0239,=0.0932,=0.0223,=620
="000824",国企红利,2012-07-20,=-0.0225,=2065.2007,=-0.0264,=8.4624,=0.8051,=4.8847,=5.9406,=7.3386,=8.4390,=10.7823,=0.8103,=0.4693,=0.5610,=0.6880,=0.8277,=1.0592,=1.4469,=1.2201,=0.7676,=0.5370,=0.7016,=0.9867,=1.2552,=1.6834,=0.0448,=0.3811,=0.0328,=0.0418,=0.0481,=0.0583,=0.0694,=0.0232,=0.0892,=0.0226,=942
="930955",红利低波100,2017-05-26,=-0.0203,=11046.6632,=-0.0632,=8.4634,=0.7649,=5.0805,=6.0718,=7.4256,=8.6138,=11.5013,=0.8314,=0.5057,=0.5792,=0.6662,=0.8279,=0.9895,=1.3722,=1.4326,=0.8668,=0.5888,=0.7784,=0.9907,=1.3590,=1.7525,=0.0467,=0.4725,=0.0270,=0.0430,=0.0471,=0.0562,=0.0683,=0.0234,=0.0928,=0.0257,=2197
="931644",800红利,2024-03-15,,,=-0.0023,=8.4647,=0.5311,=6.4729,=7.3375,=8.3693,=9.0523,=9.4757,=0.8139,=0.3223,=0.7001,=0.7714,=0.8600,=0.9072,=0.9431,=1.1854,=0.5513,=0.8423,=0.9262,=1.1365,=1.2954,=1.3602,=0.0457,=0.4103,=0.0416,=0.0431,=0.0473,=0.0579,=0.0662,=0.0236,=0.0906,=0.0231,=31
="000919",300价值,2008-01-21,=-0.0277,=4832.9084,=-0.0913,=8.5559,=0.5567,=5.9577,=7.3283,=8.4486,=9.2438,=12.2376,=0.8480,=0.1924,=0.6917,=0.8497,=0.9390,=1.1480,=1.5388,=1.0634,=0.7248,=0.6314,=0.7861,=0.9060,=1.1066,=1.3421,=0.0425,=0.6123,=0.0265,=0.0360,=0.0406,=0.0490,=0.0609,=0.0228,=0.0921,=0.0242,=4324
="931848",800红利低波,2024-05-21,=-0.0238,=3046.8648,=-0.0374,=8.5657,=0.2718,=7.4155,=8.2245,=9.0833,=9.4751,=9.7854,=0.8298,=0.0873,=0.7315,=0.8614,=0.9203,=0.9701,=1.0024,=1.5746,=0.9940,=1.1714,=1.2343,=1.3487,=1.3826,=1.6456,=0.0439,=0.5119,=0.0399,=0.0412,=0.0437,=0.0519,=0.0594,=0.0237,=0.0929,=0.0230,=149
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0389,=4009.5900,=-0.0015,=8.5853,=0.4720,=4.8859,=6.8728,=8.8763,=11.7234,=16.1208,=0.8125,=0.3777,=0.5567,=0.7305,=0.8668,=1.1675,=1.3660,=0.9237,=0.3989,=0.5555,=0.7802,=0.9873,=1.3582,=1.5178,=0.0583,=0.6584,=0.0276,=0.0359,=0.0529,=0.0664,=0.1028,,=0.0951,,=33
="931479",证券保险,2020-05-06,=-0.0409,=872.7726,=-0.1787,=8.6256,=0.0034,=8.4973,=11.8158,=13.4660,=15.5169,=21.1012,=1.1573,=0.1285,=1.0296,=1.2180,=1.3758,=1.5649,=2.2844,=1.5726,=0.6178,=1.0318,=1.2725,=1.4599,=1.7897,=2.2879,=0.0310,=0.9172,=0.0162,=0.0225,=0.0250,=0.0288,=0.0357,=0.0256,=0.1317,=0.0302,=36
="H30035",300非银,2012-12-21,=-0.0425,=9011.9815,=-0.1919,=8.7570,=0.0016,=8.6966,=12.9066,=15.1675,=19.3628,=26.3489,=1.1736,=0.0742,=1.0544,=1.3112,=1.6229,=2.0481,=2.4387,=1.5847,=0.3997,=1.0410,=1.4185,=1.7151,=1.9729,=2.3917,=0.0304,=0.9481,=0.0124,=0.0164,=0.0221,=0.0255,=0.0352,=0.0253,=0.1294,=0.0297,=1210
="000825",央企红利,2012-07-20,=-0.0243,=3232.9350,=-0.0638,=8.7604,=0.8710,=4.7369,=6.0940,=7.3096,=8.4005,=10.5687,=0.8386,=0.4837,=0.5507,=0.6915,=0.8598,=0.9983,=1.3929,=1.1657,=0.6984,=0.6009,=0.8548,=1.0656,=1.2189,=1.7357,=0.0438,=0.2810,=0.0330,=0.0421,=0.0473,=0.0555,=0.0713,=0.0224,=0.0902,=0.0228,=351
="399805",互联金融,2015-02-10,=-0.0165,=2868.0400,=-0.2548,=8.7872,=0.0977,=7.5943,=9.7293,=11.4201,=13.1628,=16.5816,=0.9159,=0.0902,=0.7644,=1.0445,=1.4116,=1.7248,=2.0317,=1.6894,=0.6477,=1.1667,=1.4082,=1.6147,=1.7935,=2.2636,=0.0372,=0.9184,=0.0145,=0.0183,=0.0234,=0.0333,=0.0507,=0.0238,=0.0940,=0.0248,=328
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0200,=8324.6200,=-0.1203,=9.0495,=0.4927,=5.7712,=7.9406,=9.0740,=10.2891,=13.0207,=0.9859,=0.2632,=0.7256,=0.9442,=1.0794,=1.2097,=1.5098,=1.6375,=0.7116,=0.9123,=1.1560,=1.4206,=1.7362,=2.4187,=0.0367,=0.4813,=0.0247,=0.0321,=0.0369,=0.0450,=0.0643,,=0.1051,,=270
="932305",智选高股息,2024-09-30,=-0.0204,=11164.2933,=0.0004,=9.0519,=0.6392,=7.0143,=7.4931,=8.3473,=9.4563,=10.9391,=1.0005,=0.3511,=0.8750,=0.9238,=1.0519,=1.0850,=1.1675,=0.4996,=0,=0.4996,=0.7268,=0.7805,=1.2744,=1.3342,=0.0626,=0.4262,=0.0457,=0.0594,=0.0644,=0.0686,=0.0723,=0.0253,=0.1000,=0.0324,=321
="000968",300周期,2010-05-28,,,=-0.0838,=9.1348,=0.4948,=6.1174,=7.8172,=9.1553,=10.2896,=13.3562,=0.9030,=0.2732,=0.7021,=0.8484,=1.0033,=1.1784,=1.5550,=1.5049,=0.8101,=0.8459,=1.0834,=1.2650,=1.4946,=1.8297,=0.0369,=0.5995,=0.0230,=0.0317,=0.0359,=0.0470,=0.0569,=0.0243,=0.0922,=0.0244,=99
="H30356",800价值,2014-06-09,=-0.0262,=6080.1606,=-0.0852,=9.1938,=0.5564,=6.4024,=7.6968,=9.0497,=9.9527,=13.4784,=0.8987,=0.2747,=0.7030,=0.8630,=0.9870,=1.1710,=1.6287,=1.0249,=0.7453,=0.5868,=0.7389,=0.8833,=1.0833,=1.3738,=0.0410,=0.6343,=0.0239,=0.0336,=0.0385,=0.0475,=0.0589,=0.0232,=0.0908,=0.0237,=32
="399966",800证保,2012-12-21,=-0.0380,=5476.1900,=-0.1719,=9.2868,=0.0025,=9.1408,=13.6790,=15.9948,=19.7375,=27.1945,=1.1851,=0.0762,=1.0619,=1.3088,=1.6071,=2.0408,=2.4366,=1.7265,=0.4565,=1.1634,=1.5249,=1.7815,=2.0457,=2.5211,=0.0291,=0.9547,=0.0122,=0.0160,=0.0213,=0.0240,=0.0329,=0.0247,=0.1256,=0.0286,=173
="H30588",中证证保,2015-02-02,=-0.0380,=929.8654,=-0.1719,=9.2913,=0.0025,=9.1443,=13.6398,=16.0870,=19.5891,=27.6808,=1.1840,=0.0676,=1.0752,=1.3083,=1.6137,=2.0366,=2.4238,=1.7293,=0.4578,=1.1673,=1.5178,=1.7655,=2.0128,=2.5500,=0.0291,=0.9559,=0.0121,=0.0160,=0.0213,=0.0238,=0.0328,=0.0246,=0.1254,=0.0286,=470
="932422",A500红利低波,2025-04-09,=-0.0209,=2881.2908,=-0.0715,=9.3028,=0,=9.3028,=9.8548,=10.0782,=10.2329,=10.5846,=0.9028,=0,=0.9028,=1.0178,=1.0415,=1.0563,=1.0978,=1.2854,=0.1246,=1.2431,=1.2995,=1.4201,=1.4711,=1.5336,=0.0453,=0.9965,=0.0388,=0.0403,=0.0411,=0.0428,=0.0455,=0.0241,=0.0948,,=335
="931722",国新港股通央企红利,2023-09-13,=-0.0290,=1302.5655,=-0.0144,=9.3397,=0.7773,=5.5040,=6.7014,=7.6904,=9.4636,=10.8173,=0.8479,=0.5855,=0.6213,=0.7319,=0.8254,=0.9096,=1.0298,=0.5818,=0.7271,=0.3100,=0.3816,=0.4718,=0.6111,=0.6918,=0.0544,=0.0900,=0.0469,=0.0573,=0.0620,=0.0690,=0.0823,,=0.0875,,=356
="000925",基本面50,2009-02-26,=-0.0265,=4094.9680,=-0.1133,=9.3489,=0.5703,=6.2635,=7.9688,=9.1195,=10.0957,=12.7955,=0.9599,=0.3185,=0.7306,=0.9013,=1.0545,=1.1921,=1.5728,=1.0307,=0.6395,=0.6037,=0.7864,=0.9668,=1.1046,=1.4866,=0.0393,=0.5958,=0.0256,=0.0338,=0.0374,=0.0468,=0.0563,=0.0227,=0.0882,=0.0241,=4556
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0206,=11499.9000,=-0.1047,=9.4169,=0.7021,=6.0524,=7.9180,=8.6590,=10.0571,=15.8114,=0.9822,=0.4232,=0.6924,=0.8975,=1.0076,=1.1579,=1.7191,=1.3223,=0.7254,=0.8066,=0.9998,=1.0906,=1.4384,=2.0876,=0.0360,=0.3303,=0.0200,=0.0332,=0.0385,=0.0446,=0.0600,,=0.1052,,=93
