指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=0.0035,=12446.6667,=-0.0264,=5.9116,=0.8071,=3.2016,=4.0674,=5.1869,=5.9035,=7.9938,=0.5571,=0.4453,=0.3790,=0.4563,=0.5670,=0.7145,=1.0569,=2.2189,=0.8433,=1.0856,=1.4299,=1.7418,=2.1231,=2.9053,,=0.0881,,=0.0494,=91
="H11146",港股通内地金融,2010-06-02,=0.0064,=1162.1408,=0.0558,=6.2487,=0.5837,=3.2759,=4.5177,=5.9760,=6.7500,=9.2347,=0.6341,=0.4167,=0.3797,=0.4938,=0.6747,=0.8765,=1.1859,=1.6142,=0.8168,=0.6692,=0.9478,=1.2808,=1.5976,=2.1885,,=0.0970,,=0.0463,=36
="930792",HK银行,2016-04-22,=0.0119,=4848.0525,=0.1007,=6.7407,=0.7929,=3.2659,=4.4645,=5.8224,=6.7741,=9.5632,=0.6560,=0.5745,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.5642,=0.9026,=1.0519,=1.5167,=1.8399,=2.3710,=3.1066,,=0.0901,,=0.0469,=750
="399986",中证银行,2013-07-15,=-0.0004,=7175.3700,=-0.0563,=6.8356,=0.7954,=4.1183,=5.2599,=6.2651,=6.8477,=9.0846,=0.6472,=0.3057,=0.4848,=0.5836,=0.7218,=0.8984,=1.2416,=2.5660,=0.8428,=1.4134,=1.7842,=2.1262,=2.4786,=3.3016,=0.0226,=0.0881,=0.0236,=0.0431,=9523
="H30106",H300金融服务,2013-05-21,=0.0077,=1637.6670,=0.0822,=7.0674,=0.5334,=4.0175,=5.3642,=6.9572,=7.7688,=11.1922,=0.7580,=0.5225,=0.4470,=0.5777,=0.7466,=0.9083,=1.2489,=2.0201,=0.8853,=0.8557,=1.1816,=1.4581,=1.8717,=2.3593,,=0.1014,,=0.0440,=17
="000018",180金融,2007-12-10,=0.0027,=5393.2500,=-0.0921,=7.3513,=0.4356,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7446,=0.2550,=0.5902,=0.6965,=0.8797,=1.0696,=1.4199,=2.2075,=0.8020,=1.2355,=1.5824,=1.9360,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0395,=769
="399809",保险主题,2015-02-13,=0.0067,=2377,=-0.1090,=7.3835,=0.3139,=5.4537,=6.8114,=10.6333,=15.0245,=22.8725,=0.7860,=0.2492,=0.6352,=0.7667,=1.2256,=1.4858,=1.9794,=2.1505,=0.9257,=0.5239,=0.8688,=1.0963,=1.4113,=2.3772,=0.0227,=0.1015,=0.0246,=0.0393,=1481
="000818",细分金融,2012-04-11,,,=-0.0899,=7.4783,=0.4323,=5.2356,=6.4974,=7.6854,=8.4810,=10.9951,=0.7577,=0.2550,=0.5930,=0.7010,=0.8969,=1.0928,=1.4303,=2.2651,=0.8065,=1.2689,=1.6354,=1.9763,=2.2598,=2.9111,=0.0231,=0.0956,=0.0246,=0.0387,=6
="931233",港股通央企红利,2017-06-28,=0.0034,=1254.6552,=0.0762,=7.4954,=0.8145,=3.6988,=4.9509,=6.3168,=7.4456,=14.0775,=0.7051,=0.6348,=0.3929,=0.5219,=0.6444,=0.8649,=1.8161,=1.0177,=0.5837,=0.4645,=0.6199,=0.9440,=1.3923,=1.7583,,=0.0906,,=0.0499,=443
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0030,=4473.2200,=0.1125,=7.5392,=0.9710,=4.1647,=4.6230,=5.6334,=6.9167,=7.8218,=0.7044,=0.9184,=0.4381,=0.4938,=0.5859,=0.6831,=0.7455,=1.0018,=0.9696,=0.5323,=0.5931,=0.7360,=0.9213,=1.0366,,=0.0921,,=0.0500,=234
