指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0063,=12764.8600,=-0.0015,=6.1039,=0.8802,=3.2016,=4.0627,=5.1844,=5.9001,=7.9938,=0.5898,=0.5604,=0.3790,=0.4560,=0.5675,=0.7150,=1.0569,=2.3233,=0.9236,=1.0856,=1.4295,=1.7397,=2.1112,=2.9053,,=0.0932,,=0.0485,=87
="H11146",港股通内地金融,2010-06-02,=-0.0009,=1141.9700,=0.0375,=6.2863,=0.6053,=3.2759,=4.5181,=5.9274,=6.7473,=9.2347,=0.6556,=0.4554,=0.3797,=0.4941,=0.6770,=0.8760,=1.1859,=1.6310,=0.8351,=0.6692,=0.9479,=1.2739,=1.5941,=2.1885,,=0.0962,,=0.0466,=36
="399986",中证银行,2013-07-15,=0.0036,=7366.5900,=-0.0311,=7.0303,=0.8414,=4.1183,=5.2599,=6.2559,=6.8392,=9.0846,=0.6790,=0.3997,=0.4848,=0.5836,=0.7230,=0.8987,=1.2416,=2.6757,=0.9077,=1.4134,=1.7842,=2.1212,=2.4657,=3.3016,=0.0685,=0.0932,=0.0729,=0.0421,=9500
="930792",HK银行,2016-04-22,=-0.0023,=4847.9000,=0.1006,=7.1044,=0.8754,=3.2659,=4.4645,=5.8065,=6.7595,=9.5632,=0.6922,=0.6420,=0.3905,=0.4964,=0.6259,=0.8010,=1.0771,=2.6726,=0.9704,=1.0519,=1.5167,=1.8355,=2.3477,=3.1066,,=0.0964,,=0.0464,=746
="H30106",H300金融服务,2013-05-21,=-0.0071,=1604.5900,=0.0604,=7.2116,=0.5948,=4.0175,=5.3653,=6.9404,=7.7687,=11.1922,=0.7838,=0.5689,=0.4470,=0.5779,=0.7470,=0.9081,=1.2489,=2.0394,=0.9080,=0.8557,=1.1817,=1.4567,=1.8627,=2.3593,,=0.1014,,=0.0444,=17
="000018",180金融,2007-12-10,=-0.0008,=5431.8800,=-0.0856,=7.4303,=0.4726,=5.2016,=6.4287,=7.4968,=8.3012,=10.8609,=0.7715,=0.2963,=0.5902,=0.6965,=0.8825,=1.0696,=1.4199,=2.2504,=0.8385,=1.2355,=1.5824,=1.9309,=2.2010,=2.8772,=0.0781,=0.0973,=0.0761,=0.0390,=768
="399809",保险主题,2015-02-13,=-0.0034,=2334.8800,=-0.1248,=7.4535,=0.3206,=5.4537,=6.8114,=10.6460,=15.0245,=22.8725,=0.8148,=0.3111,=0.6352,=0.7667,=1.2248,=1.4858,=1.9794,=2.1844,=0.9419,=0.5239,=0.8688,=1.0978,=1.3983,=2.3772,=0.0826,=0.1040,=0.0824,=0.0387,=1475
="931024",港股通非银,2017-11-06,=-0.0163,=4052.9700,=-0.0560,=7.5488,=0.0240,=6.7549,=8.7089,=11.3425,=13.3772,=22.4310,=1.0714,=0.5292,=0.6237,=0.8463,=1.0470,=1.2262,=1.7592,=1.2734,=0.8389,=0.5870,=0.8736,=1.0089,=1.2096,=2.2002,,=0.1136,,=0.0388,=186
="000818",细分金融,2012-04-11,,,=-0.0829,=7.5545,=0.4631,=5.2356,=6.4974,=7.6839,=8.4810,=10.9951,=0.7837,=0.2909,=0.5930,=0.7010,=0.9007,=1.0931,=1.4303,=2.3047,=0.8397,=1.2689,=1.6354,=1.9720,=2.2549,=2.9111,=0.0780,=0.0969,=0.0769,=0.0383,=6
="931233",港股通央企红利,2017-06-28,=0.0060,=1243.9500,=0.0670,=7.6608,=0.8526,=3.6988,=4.9459,=6.3113,=7.4310,=14.0775,=0.7386,=0.6884,=0.3929,=0.5217,=0.6433,=0.8652,=1.8161,=1.0373,=0.5972,=0.4645,=0.6195,=0.9406,=1.3927,=1.7583,,=0.0974,,=0.0495,=430
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0051,=4394.4300,=0.0929,=7.6818,=1,=4.1647,=4.6123,=5.6236,=6.9008,=7.6818,=0.7349,=1,=0.4381,=0.4928,=0.5841,=0.6785,=0.7349,=1.0168,=0.9958,=0.5323,=0.5919,=0.7336,=0.9195,=1.0198,,=0.0980,,=0.0498,=225
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0023,=3011.7200,=0.0823,=7.7738,=0.9902,=3.7550,=5.0437,=5.7969,=6.6529,=7.9027,=0.7994,=0.9884,=0.4590,=0.5776,=0.6380,=0.7323,=0.8175,=1.1826,=0.9823,=0.5101,=0.6872,=0.7934,=0.9018,=1.2126,,=0.1004,,=0.0487,=275
="987016",港股通红利低波,2021-11-18,,,=0.1273,=7.8594,=0.9991,=3.4544,=4.2898,=4.8759,=6.5978,=7.8983,=0.7419,=1,=0.4152,=0.4845,=0.5369,=0.6374,=0.7419,=1.2760,=0.9963,=0.5827,=0.6583,=0.7885,=1.0630,=1.2881,,=0.0953,,=0.0500,=124
="000914",300金融,2007-07-02,=-0.0017,=6144.7800,=-0.0853,=7.9114,=0.5319,=5.2769,=6.6022,=7.8280,=8.6017,=11.3863,=0.7809,=0.2864,=0.5962,=0.7048,=0.9220,=1.1336,=1.4919,=2.1675,=0.8587,=1.1210,=1.4310,=1.8124,=2.0810,=2.7052,=0.0748,=0.0919,=0.0740,=0.0379,=339
="H11140",香港红利,2009-07-23,=0.0113,=4147.7900,=0.1360,=7.9467,=0.7853,=3.0693,=4.4554,=5.9843,=8.3495,=13.9623,=0.7679,=0.7068,=0.3833,=0.5103,=0.6298,=0.8659,=1.1652,=1.2605,=0.7367,=0.5431,=0.7464,=0.9726,=1.5421,=2.1349,,=0.0985,,=0.0504,=29
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0036,=4743.5900,=0.0617,=8.0322,=0.9095,=3.5572,=4.6368,=5.9633,=7.1447,=9.5068,=0.7374,=0.7406,=0.3828,=0.4847,=0.5774,=0.8170,=1.1073,=0.9628,=0.5985,=0.4386,=0.6509,=0.8429,=1.4204,=2.0623,,=0.0887,,=0.0511,=1458
="H30270",红利价值,2013-12-19,=0.0032,=9913.2300,=0.0400,=8.1219,=0.7832,=4.4543,=5.4259,=6.7395,=8.7414,=13.0955,=0.8292,=0.6509,=0.5256,=0.6480,=0.7610,=1.2546,=1.7317,=1.6446,=0.9991,=0.5854,=0.8105,=0.9952,=1.2720,=1.6504,=0.0717,=0.0975,=0.0748,=0.0412,=179
="000934",中证金融,2009-07-03,=-0.0017,=5764.1600,=-0.0806,=8.2053,=0.5472,=5.7083,=6.8944,=8.0735,=8.8714,=11.5527,=0.7916,=0.2822,=0.6117,=0.7181,=0.9283,=1.1495,=1.5017,=2.1597,=0.8591,=1.1467,=1.4503,=1.8025,=2.0688,=2.6696,=0.0733,=0.0889,=0.0723,=0.0369,=1150
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0039,=1389.9200,=0.0897,=8.2610,=0.8704,=3.6777,=4.8612,=6.6084,=7.7806,=10.6953,=0.7747,=0.6673,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1993,=0.6629,=0.5013,=0.7008,=1.0661,=1.5005,=1.9871,,=0.0935,,=0.0502,=909
="931157",SHS红利成长LV,2019-04-25,=0.0046,=7643.7900,=0.0254,=8.2733,=0.7804,=4.1261,=5.5803,=6.8857,=8.3491,=11.5318,=0.8503,=0.6443,=0.5154,=0.6250,=0.8087,=0.9290,=1.5888,=1.6278,=0.9983,=0.5018,=0.7081,=1.0308,=1.3886,=1.6333,,=0.0965,,=0.0464,=306
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0065,=2804.5800,=0.1319,=8.2989,=1,=3.8979,=4.9448,=5.8353,=7.1406,=8.2989,=0.7541,=0.9517,=0.4277,=0.5163,=0.5750,=0.6771,=0.8197,=1.2862,=0.9787,=0.5333,=0.6960,=0.8699,=1.1134,=1.3442,,=0.0917,,=0.0492,=482
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0027,=3895.7400,=0.0837,=8.3614,=0.9840,=4.9972,=5.5345,=6.0781,=7.6149,=8.5137,=0.8215,=0.9988,=0.5264,=0.5913,=0.6294,=0.7457,=0.8235,=0.9975,=0.9741,=0.5404,=0.5925,=0.6618,=0.8465,=1.0198,,=0.0966,,=0.0463,=108
="930914",港股通高股息,2016-11-25,=0.0036,=5400,=0.0981,=8.3860,=0.8748,=3.4280,=4.4118,=5.8823,=7.7621,=11.1979,=0.8140,=0.7527,=0.3979,=0.5010,=0.6125,=0.8536,=1.1764,=1.3033,=0.8338,=0.5144,=0.6995,=0.9204,=1.2458,=2.2126,,=0.1000,,=0.0496,=677
="930992",沪港深红利低波,2017-06-28,=0.0070,=5827.3600,=0.0467,=8.3901,=0.9896,=4.0130,=5.1287,=5.8338,=7.5507,=8.5012,=0.7916,=0.9991,=0.4277,=0.5363,=0.5889,=0.7065,=0.7926,=1.2225,=0.8738,=0.4496,=0.5986,=0.8158,=1.1717,=1.3912,,=0.0942,,=0.0486,=26
="932596",港股通红利低波,2016-02-04,=0.0064,=4363.4000,=0.1249,=8.3934,=0.9514,=7.4451,=7.8127,=8.0973,=8.2919,=8.5745,=0.7911,=1,=0.6528,=0.6877,=0.7171,=0.7597,=0.7911,=1.3744,=0.9514,=1.2161,=1.2762,=1.3247,=1.3627,=1.4099,,,,=0.0480,=79
="000992",全指金融,2011-08-02,=-0.0017,=5524.0500,=-0.0775,=8.4252,=0.5653,=5.9310,=7.1022,=8.2463,=9.0288,=11.6339,=0.7943,=0.2851,=0.6188,=0.7234,=0.9374,=1.1616,=1.5107,=2.1415,=0.8496,=1.1568,=1.4432,=1.8067,=2.0672,=2.6668,=0.0720,=0.0851,=0.0697,=0.0363,=2698
="000029",180价值,2009-01-09,=0.0021,=4252.7000,=-0.0450,=8.5591,=0.8257,=5.6894,=6.9075,=7.8866,=8.5007,=10.8138,=0.8385,=0.3539,=0.6666,=0.8069,=0.8639,=1.0653,=1.4433,=1.1099,=0.8991,=0.6198,=0.7825,=0.9448,=1.0660,=1.4032,=0.0720,=0.0955,=0.0779,=0.0398,=554
="H30269",红利低波,2013-12-19,=0.0061,=11488.4900,=0.0221,=8.5602,=0.7932,=4.5638,=5.5488,=6.8318,=9.4786,=14.4342,=0.8766,=0.6110,=0.5386,=0.6570,=0.8017,=1.3872,=1.9670,=1.6534,=0.9988,=0.6111,=0.8850,=1.0980,=1.4136,=1.6585,=0.0718,=0.0970,=0.0686,=0.0427,=4011
="000151",上国红利,2012-07-20,=0.0129,=1634.3700,=0.0698,=8.5858,=0.9633,=4.5075,=5.3657,=6.9199,=7.6395,=10.0345,=0.7817,=0.5513,=0.5268,=0.6189,=0.7559,=0.9661,=1.3272,=1.0826,=0.4862,=0.6026,=0.8953,=1.0952,=1.3107,=1.6854,=0.0766,=0.0931,=0.0685,=0.0428,=204
="931446",东证红利低波,2020-04-21,=0.0069,=3494.0500,=0.0149,=8.5881,=0.8189,=5.1478,=6.1610,=7.0895,=8.5375,=11.0216,=0.8262,=0.7146,=0.5884,=0.6943,=0.7621,=0.8748,=1.2481,=1.5559,=0.9845,=0.5909,=0.7522,=0.8820,=1.3091,=1.5979,=0.0725,=0.0941,=0.0749,=0.0419,=794
="H50040",上红低波,2014-03-21,=0.0070,=11401.1700,=0.0339,=8.5924,=0.7960,=4.6938,=5.9512,=7.0459,=9.6645,=14.3118,=0.8679,=0.5855,=0.5647,=0.6911,=0.8376,=1.3609,=1.8756,=1.6706,=0.9988,=0.6380,=0.8684,=1.2019,=1.3962,=1.6758,=0.0737,=0.0983,=0.0721,=0.0420,=345
="000922",中证红利,2008-05-26,=0.0050,=5781.3200,=0.0504,=8.7450,=0.8368,=5.1762,=6.0245,=7.6580,=8.6057,=11.2156,=0.8643,=0.5122,=0.5911,=0.7110,=0.8576,=1.1086,=1.4999,=1.3011,=0.9151,=0.6332,=0.7726,=1.0442,=1.2191,=1.7101,=0.0673,=0.0937,=0.0683,=0.0415,=19880
