指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0016,=2960.1700,=0.0638,=7.5525,=0.9637,=3.7550,=5.0422,=5.7817,=6.6468,=7.9027,=0.7781,=0.9514,=0.4590,=0.5771,=0.6374,=0.7294,=0.8175,=1.1495,=0.9582,=0.5101,=0.6870,=0.7919,=0.8986,=1.2126,,=0.1004,,=0.0502,=273
="987016",港股通红利低波,2021-11-18,,,=0.1285,=7.5981,=0.9746,=3.4544,=4.2830,=4.8698,=6.5244,=7.8983,=0.7190,=0.9915,=0.4152,=0.4841,=0.5364,=0.6336,=0.7308,=1.2349,=0.9643,=0.5827,=0.6578,=0.7875,=1.0202,=1.2881,,=0.0953,,=0.0517,=120
="931024",港股通非银,2017-11-06,=-0.0088,=4117.4500,=-0.0410,=7.6066,=0.0260,=6.7549,=8.7336,=11.3706,=13.3832,=22.4310,=1.0797,=0.5395,=0.6237,=0.8457,=1.0452,=1.2264,=1.7592,=1.2829,=0.8454,=0.5870,=0.8722,=1.0069,=1.2023,=2.2002,,=0.1136,,=0.0385,=181
="H11140",香港红利,2009-07-23,=0.0055,=4046.9100,=0.1083,=7.6846,=0.7699,=3.0693,=4.4554,=5.9843,=8.4004,=13.9623,=0.7444,=0.6594,=0.3833,=0.5103,=0.6298,=0.8659,=1.1652,=1.2203,=0.6999,=0.5431,=0.7464,=0.9726,=1.5489,=2.1349,,=0.0974,,=0.0521,=28
="000914",300金融,2007-07-02,=-0.0135,=6036.6900,=-0.1014,=7.7170,=0.4619,=5.2769,=6.6022,=7.8196,=8.6017,=11.3863,=0.7621,=0.2526,=0.5962,=0.7048,=0.9249,=1.1351,=1.4919,=2.1139,=0.8282,=1.1210,=1.4310,=1.8124,=2.0755,=2.7052,=0.0748,=0.0919,=0.0740,=0.0389,=339
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0005,=4679.9900,=0.0474,=7.7796,=0.8759,=3.5572,=4.6342,=5.9579,=7.1220,=9.5068,=0.7160,=0.7203,=0.3828,=0.4844,=0.5764,=0.8173,=1.1073,=0.9333,=0.5812,=0.4386,=0.6504,=0.8407,=1.4243,=2.0623,,=0.0887,,=0.0527,=1442
="H30270",红利价值,2013-12-19,=-0.0081,=9693.2400,=0.0169,=7.9350,=0.7636,=4.4543,=5.4224,=6.7323,=8.7694,=13.0955,=0.8130,=0.6280,=0.5256,=0.6479,=0.7605,=1.2562,=1.7317,=1.6057,=0.9889,=0.5854,=0.8095,=0.9945,=1.2619,=1.6504,=0.0717,=0.0975,=0.0748,=0.0419,=172
="000934",中证金融,2009-07-03,=-0.0143,=5655.3800,=-0.0979,=8.0013,=0.4767,=5.7083,=6.8944,=8.0656,=8.8714,=11.5527,=0.7727,=0.2513,=0.6117,=0.7181,=0.9317,=1.1513,=1.5017,=2.1047,=0.8319,=1.1467,=1.4503,=1.8025,=2.0645,=2.6696,=0.0732,=0.0889,=0.0723,=0.0378,=1149
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0047,=1383.7500,=0.0849,=8.0134,=0.8461,=3.6777,=4.8612,=6.6084,=7.7563,=10.6953,=0.7533,=0.6344,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1645,=0.6154,=0.5013,=0.7008,=1.0661,=1.5005,=1.9871,,=0.0935,,=0.0517,=905
="931157",SHS红利成长LV,2019-04-25,=-0.0072,=7516.7500,=0.0084,=8.0137,=0.6996,=4.1261,=5.5726,=6.8779,=8.3497,=11.5318,=0.8270,=0.5826,=0.5154,=0.6243,=0.8077,=0.9299,=1.5888,=1.5786,=0.9671,=0.5018,=0.7045,=1.0287,=1.3809,=1.6333,,=0.0965,,=0.0478,=300
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0004,=2769.3800,=0.1177,=8.0517,=0.9798,=3.8979,=4.9412,=5.8242,=7.1230,=8.2754,=0.7330,=0.9337,=0.4277,=0.5163,=0.5747,=0.6739,=0.8197,=1.2490,=0.9501,=0.5333,=0.6959,=0.8685,=1.1113,=1.3442,,=0.0916,,=0.0508,=477
="932596",港股通红利低波,2016-02-04,=0.0035,=4259.0900,=0.0980,=8.1201,=0.5746,=7.4451,=7.7927,=8.0675,=8.2851,=8.5745,=0.7669,=0.9925,=0.6528,=0.6875,=0.7161,=0.7553,=0.7672,=1.3309,=0.5896,=1.2161,=1.2724,=1.3209,=1.3627,=1.4099,,,,=0.0496,=76
="930914",港股通高股息,2016-11-25,=0.0003,=5362.1800,=0.0904,=8.1242,=0.8483,=3.4280,=4.4109,=5.8663,=7.7461,=11.1979,=0.7905,=0.7464,=0.3979,=0.5007,=0.6114,=0.8548,=1.1764,=1.2639,=0.8162,=0.5144,=0.6968,=0.9202,=1.2407,=2.2126,,=0.1000,,=0.0512,=666
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0033,=3809.1800,=0.0596,=8.1318,=0.9413,=4.9972,=5.5316,=6.0645,=7.5590,=8.5137,=0.8011,=0.9613,=0.5264,=0.5908,=0.6273,=0.7394,=0.8235,=0.9709,=0.9488,=0.5404,=0.5922,=0.6605,=0.8415,=1.0198,,=0.0966,,=0.0476,=108
="930992",沪港深红利低波,2017-06-28,=-0.0022,=5721.0200,=0.0276,=8.1569,=0.9454,=4.0130,=5.1110,=5.8289,=7.5094,=8.5012,=0.7725,=0.9847,=0.4277,=0.5362,=0.5879,=0.7019,=0.7825,=1.1889,=0.8295,=0.4496,=0.5982,=0.8112,=1.1655,=1.3912,,=0.0942,,=0.0500,=17
="000992",全指金融,2011-08-02,=-0.0143,=5411,=-0.0964,=8.2095,=0.4907,=5.9310,=7.1022,=8.2392,=9.0288,=11.6339,=0.7748,=0.2505,=0.6188,=0.7234,=0.9408,=1.1658,=1.5107,=2.0846,=0.8191,=1.1568,=1.4432,=1.8067,=2.0642,=2.6668,=0.0720,=0.0851,=0.0697,=0.0373,=2698
="H30269",红利低波,2013-12-19,=-0.0074,=11316.1900,=0.0068,=8.3556,=0.7606,=4.5638,=5.5488,=6.8152,=9.4786,=14.4342,=0.8600,=0.5822,=0.5386,=0.6570,=0.8017,=1.3872,=1.9670,=1.6143,=0.9848,=0.6111,=0.8850,=1.0980,=1.4136,=1.6556,=0.0718,=0.0970,=0.0686,=0.0433,=3922
="931446",东证红利低波,2020-04-21,=-0.0098,=3428.5300,=-0.0041,=8.3838,=0.7658,=5.1478,=6.1588,=7.0785,=8.5361,=11.0216,=0.8106,=0.6529,=0.5884,=0.6934,=0.7607,=0.8754,=1.2481,=1.5197,=0.9659,=0.5909,=0.7519,=0.8811,=1.3010,=1.5979,=0.0725,=0.0941,=0.0749,=0.0425,=778
="H50040",上红低波,2014-03-21,=-0.0080,=11180.4700,=0.0139,=8.3843,=0.7750,=4.6938,=5.9512,=7.0349,=9.6645,=14.3118,=0.8513,=0.5410,=0.5647,=0.6911,=0.8376,=1.3609,=1.8756,=1.6306,=0.9843,=0.6380,=0.8684,=1.2019,=1.3942,=1.6750,=0.0737,=0.0983,=0.0721,=0.0426,=343
="000029",180价值,2009-01-09,=-0.0090,=4217.1200,=-0.0530,=8.4315,=0.7742,=5.6894,=6.9075,=7.8866,=8.4943,=10.8138,=0.8277,=0.2917,=0.6666,=0.8069,=0.8644,=1.0660,=1.4433,=1.0932,=0.8727,=0.6198,=0.7825,=0.9448,=1.0648,=1.4032,=0.0720,=0.0955,=0.0779,=0.0402,=554
="000151",上国红利,2012-07-20,=-0.0067,=1589.1200,=0.0402,=8.4652,=0.9547,=4.5075,=5.3657,=6.9092,=7.6185,=10.0345,=0.7712,=0.5336,=0.5268,=0.6189,=0.7559,=0.9661,=1.3272,=1.0718,=0.4701,=0.6026,=0.8953,=1.0982,=1.3113,=1.6854,=0.0766,=0.0931,=0.0685,=0.0433,=197
="931130",红利成长低波,2018-12-04,=-0.0096,=23958.5200,=0.0103,=8.5110,=0.7347,=4.4465,=5.5687,=7.7162,=8.7339,=11.5512,=0.8553,=0.3592,=0.5279,=0.6231,=0.9036,=1.0339,=1.5803,=1.8882,=0.7903,=0.3109,=0.8121,=1.3144,=1.9140,=2.5957,=0.0647,=0.0980,=0.0458,=0.0431,=138
="000922",中证红利,2008-05-26,=-0.0076,=5680.3400,=0.0320,=8.5912,=0.8006,=5.1762,=6.0245,=7.6580,=8.5901,=11.2156,=0.8512,=0.4858,=0.5911,=0.7110,=0.8584,=1.1090,=1.4999,=1.2797,=0.8912,=0.6332,=0.7726,=1.0442,=1.2165,=1.7101,=0.0673,=0.0937,=0.0683,=0.0421,=19818
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0048,=5095.6500,=0.0972,=8.6450,=0.9744,=4.2457,=4.7030,=5.7351,=7.5443,=8.9197,=0.7935,=0.9772,=0.4429,=0.4971,=0.5755,=0.7302,=0.8114,=1.0939,=0.9601,=0.6036,=0.6709,=0.8693,=0.9980,=1.1417,,=0.0936,,=0.0525,=81
="000821",300红利,2012-07-20,=-0.0058,=6749.2000,=0.0115,=8.7336,=0.8673,=4.9998,=6.1944,=7.5620,=8.3946,=10.9286,=0.8664,=0.4817,=0.5725,=0.7140,=0.8767,=1.0796,=1.4919,=1.4171,=0.9267,=0.6098,=0.7993,=1.0625,=1.3091,=1.6963,=0.0719,=0.0964,=0.0719,=0.0428,=980
="000015",红利指数,2005-01-04,=-0.0052,=3204.5400,=0.0550,=8.7645,=0.9588,=4.6646,=5.5108,=7.0887,=7.9881,=10.4439,=0.8497,=0.6069,=0.5525,=0.6398,=0.7661,=1.0182,=1.3875,=1.4862,=0.9588,=0.7277,=0.8913,=1.1260,=1.3221,=1.6890,=0.0627,=0.0940,=0.0675,=0.0408,=14105
="000824",国企红利,2012-07-20,=-0.0075,=2189.4000,=0.0322,=8.9426,=0.9436,=4.8847,=5.9406,=7.3386,=8.3466,=10.7823,=0.8751,=0.5748,=0.5610,=0.6880,=0.8280,=1.0592,=1.4469,=1.3114,=0.8805,=0.5370,=0.7016,=0.9867,=1.2342,=1.6834,=0.0686,=0.0944,=0.0718,=0.0420,=929
="931479",证券保险,2020-05-06,=-0.0229,=899.5800,=-0.1535,=8.9537,=0.0063,=8.7385,=11.9939,=13.5556,=15.5594,=21.1012,=1.2453,=0.2255,=1.0296,=1.2290,=1.3856,=1.5775,=2.2844,=1.6340,=0.6604,=1.0318,=1.2684,=1.4439,=1.7952,=2.2879,=0.1244,=0.1142,=0.0972,=0.0294,=17
="930955",红利低波100,2017-05-26,=-0.0085,=11873.0300,=0.0069,=8.9858,=0.8462,=5.0805,=6.0564,=7.3909,=8.5450,=11.5013,=0.9096,=0.6594,=0.5792,=0.6655,=0.8239,=0.9923,=1.3722,=1.3655,=0.8151,=0.5888,=0.7758,=0.9865,=1.3034,=1.7525,=0.0751,=0.0936,=0.0714,=0.0445,=1971
="931644",800红利,2024-03-15,=-0.0082,=2635.6900,=0.0327,=8.9979,=0.7535,=6.4729,=7.2791,=8.1798,=9.0454,=9.4757,=0.8900,=0.6774,=0.7001,=0.7673,=0.8567,=0.9087,=0.9431,=1.3174,=0.9319,=0.8423,=0.9210,=1.1070,=1.2741,=1.3504,=0.0715,=0.0955,=0.0722,=0.0430,=29
="000063",上证周期,2010-02-03,=-0.0105,=3801.6100,=-0.0631,=9.0084,=0.6696,=5.4761,=7.1362,=8.5583,=9.4385,=12.4946,=0.9363,=0.4293,=0.6668,=0.8368,=0.9660,=1.1073,=1.4831,=1.6025,=0.9526,=0.8113,=1.0636,=1.2496,=1.4265,=1.7571,=0.0797,=0.1019,=0.0808,=0.0369,=206
="399373",大盘价值,2010-01-04,=-0.0072,=8178.7800,=-0.0461,=9.0660,=0.7853,=5.4746,=6.8623,=8.3403,=9.1067,=11.9914,=0.9295,=0.4512,=0.6410,=0.8033,=0.9503,=1.1408,=1.5001,=1.1547,=0.8381,=0.5920,=0.7817,=0.9285,=1.1363,=1.4541,=0.0763,=0.0969,=0.0766,=0.0420,=325
="000919",300价值,2008-01-21,=-0.0078,=5122.3800,=-0.0369,=9.1213,=0.7487,=5.9577,=7.3283,=8.4444,=9.2359,=12.2376,=0.9211,=0.4260,=0.6917,=0.8497,=0.9439,=1.1495,=1.5388,=1.1171,=0.8372,=0.6314,=0.7861,=0.9060,=1.1020,=1.3421,=0.0752,=0.0968,=0.0773,=0.0396,=4308
="930740",300红利LV,2018-12-04,=-0.0056,=7254.0700,=0.0119,=9.1587,=0.9095,=5.4153,=6.8200,=7.4970,=8.5554,=9.6903,=0.9343,=0.7470,=0.6159,=0.7698,=0.8553,=0.9468,=1.0604,=1.3933,=0.7437,=0.6725,=0.8550,=1.0750,=1.5137,=1.9253,=0.0682,=0.0943,=0.0707,=0.0418,=593
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0002,=4256.2000,=0.0599,=9.2176,=0.5601,=4.8859,=6.8728,=8.8780,=12.1035,=16.1208,=0.8820,=0.5297,=0.5567,=0.7305,=0.8673,=1.1805,=1.3660,=0.9891,=0.5020,=0.5555,=0.7802,=0.9883,=1.3645,=1.5178,,=0.0950,,=0.0549,=32
="H30035",300非银,2012-12-21,=-0.0204,=9446.3700,=-0.1530,=9.2411,=0.0037,=9.0295,=13.0784,=15.1675,=19.3628,=26.3489,=1.2734,=0.1430,=1.0544,=1.3236,=1.6413,=2.0481,=2.4387,=1.6770,=0.4677,=1.0410,=1.4185,=1.7244,=1.9729,=2.3917,=0.1221,=0.1128,=0.0964,=0.0285,=1180
="000825",央企红利,2012-07-20,=-0.0063,=3585.2800,=0.0382,=9.3729,=0.9724,=4.7369,=6.0940,=7.3096,=8.3273,=10.5687,=0.9098,=0.6135,=0.5507,=0.6915,=0.8602,=0.9993,=1.3929,=1.2401,=0.8550,=0.6009,=0.8548,=1.0552,=1.2113,=1.7357,=0.0695,=0.0951,=0.0705,=0.0410,=305
="931848",800红利低波,2024-05-21,=-0.0090,=3251.9300,=0.0273,=9.4619,=0.7965,=7.4155,=8.1566,=9.0103,=9.4647,=9.7854,=0.9584,=0.6783,=0.7315,=0.8578,=0.9176,=0.9713,=1.0024,=1.3752,=0.7527,=1.1714,=1.2295,=1.3406,=1.3809,=1.5428,=0.0727,=0.0933,=0.0737,=0.0414,=131
="931069",中金300,2018-02-14,=-0.0095,=4850.3500,=-0.0308,=9.5681,=0.5680,=5.9518,=7.4915,=9.2656,=10.5141,=13.6164,=0.9774,=0.3286,=0.7377,=0.9201,=1.1017,=1.3587,=1.8328,=1.3864,=0.8540,=0.6656,=0.8602,=1.1119,=1.3142,=1.7542,=0.0767,=0.1056,=0.0771,=0.0395,=90
="399966",800证保,2012-12-21,=-0.0217,=5642.1200,=-0.1468,=9.6636,=0.0037,=9.4219,=13.7103,=15.9948,=19.7375,=27.1945,=1.2760,=0.1376,=1.0619,=1.3279,=1.6250,=2.0416,=2.4366,=1.8019,=0.5270,=1.1634,=1.5249,=1.7802,=2.0457,=2.5211,=0.1176,=0.1076,=0.0911,=0.0274,=171
="H30588",中证证保,2015-02-02,=-0.0217,=958.1700,=-0.1467,=9.6707,=0.0037,=9.4285,=13.6588,=16.0870,=19.5891,=27.6808,=1.2747,=0.1335,=1.0752,=1.3283,=1.6329,=2.0366,=2.4238,=1.8043,=0.5550,=1.1673,=1.5178,=1.7579,=2.0128,=2.5500,=0.1176,=0.1081,=0.0914,=0.0274,=463
="000968",300周期,2010-05-28,=-0.0114,=4325.4300,=-0.0491,=9.8037,=0.6984,=6.1174,=7.8172,=9.1556,=10.2896,=13.3562,=0.9741,=0.4162,=0.7021,=0.8484,=1.0124,=1.1812,=1.5550,=1.6145,=0.9506,=0.8459,=1.0834,=1.2650,=1.4679,=1.8297,=0.0764,=0.0962,=0.0777,=0.0350,=98
="H30356",800价值,2014-06-09,=-0.0087,=6481,=-0.0249,=9.8445,=0.7738,=6.4024,=7.6878,=9.0278,=9.9527,=13.4784,=0.9846,=0.4889,=0.7030,=0.8616,=0.9894,=1.1761,=1.6287,=1.0929,=0.8231,=0.5868,=0.7375,=0.8802,=1.0802,=1.3738,=0.0737,=0.0946,=0.0754,=0.0380,=30
="399995",基建工程,2015-03-12,=-0.0100,=4025.7100,=0.0305,=9.8624,=0.7437,=5.8673,=7.3439,=8.2803,=12.3371,=18.8590,=0.7131,=0.1343,=0.5815,=0.7341,=0.9079,=1.4591,=2.1834,=0.1953,=0.3931,=0.1368,=0.1788,=0.2061,=0.3577,=0.5478,=0.0444,=0.0704,=0.0520,=0.0254,=2684
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0079,=9051.8500,=-0.0434,=9.8985,=0.7027,=5.7712,=7.8950,=8.9868,=10.2891,=13.0207,=1.1056,=0.5857,=0.7256,=0.9400,=1.0759,=1.2097,=1.5098,=1.7468,=0.8184,=0.9123,=1.1438,=1.4025,=1.7209,=2.4187,,=0.1056,,=0.0343,=262
="950090",50AH优选,2015-12-10,=-0.0046,=6006.2800,=-0.0287,=9.9287,=0.8387,=6.3188,=7.9033,=8.6254,=9.7826,=13.5010,=1.0735,=0.6478,=0.7914,=0.9480,=1.0261,=1.1247,=1.5403,=1.3414,=0.9562,=0.6574,=0.8466,=0.9486,=1.0551,=1.4553,,=0.1029,,=0.0369,=1996
="399805",互联金融,2015-02-10,=-0.0233,=3320.8500,=-0.1372,=9.9311,=0.2167,=7.5943,=9.7864,=11.4995,=13.1858,=16.5816,=1.0285,=0.1640,=0.7644,=1.0544,=1.4355,=1.7343,=2.0317,=1.8394,=0.8546,=1.1667,=1.4082,=1.6147,=1.7831,=2.2175,=0.0834,=0.0942,=0.0809,=0.0330,=326
="000042",上证央企,2009-03-30,=-0.0087,=1726.4200,=-0.0469,=9.9786,=0.7792,=6.3284,=7.8863,=9.1359,=10.0321,=12.9577,=0.9901,=0.5010,=0.7230,=0.8871,=0.9896,=1.1154,=1.4812,=1.2930,=0.9712,=0.6569,=0.8569,=0.9755,=1.1286,=1.3891,=0.0740,=0.0970,=0.0773,=0.0364,=381
="399550",央视50,2012-06-06,=-0.0101,=8069.5200,=-0.0027,=10.0068,=0.7581,=6.8960,=8.2589,=9.2532,=10.1379,=13.0561,=1.0142,=0.1846,=0.8649,=1.0173,=1.2375,=1.4261,=1.8564,=2.0880,=0.8508,=1.3448,=1.6494,=1.8020,=2.0408,=2.5217,=0.0768,=0.1002,=0.0803,=0.0397,=2261
="000925",基本面50,2009-02-26,=-0.0104,=4376.1000,=-0.0525,=10.0135,=0.7866,=6.2635,=7.9688,=9.0663,=10.0569,=12.7955,=1.0040,=0.3815,=0.7306,=0.9013,=1.0593,=1.1921,=1.5728,=1.0809,=0.7573,=0.6037,=0.7864,=0.9668,=1.1028,=1.4866,=0.0747,=0.0947,=0.0771,=0.0376,=4539
="930723",沪港深F100,2015-08-05,=-0.0033,=5071.5800,=-0.0040,=10.0839,=0.7745,=5.4557,=7.5729,=8.9746,=10.1443,=13.1279,=1.0115,=0.5044,=0.6469,=0.8477,=1.0095,=1.1158,=1.4626,=1.2995,=0.8307,=0.6039,=0.8635,=1.0739,=1.2806,=1.6654,,=0.1086,,=0.0384,=151
="932422",A500红利低波,2025-04-09,=-0.0062,=3138.9700,=0.0116,=10.1233,=0.5331,=9.5190,=9.8710,=10.0895,=10.2482,=10.5846,=1.0475,=0.5950,=0.9943,=1.0285,=1.0430,=1.0596,=1.0978,=1.3113,=0.2066,=1.2431,=1.3099,=1.4383,=1.4753,=1.5336,=0.0682,,,=0.0407,=270
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0079,=12412.2200,=-0.0337,=10.1574,=0.8198,=6.0524,=7.8633,=8.6104,=9.9922,=15.8114,=1.0906,=0.6909,=0.6924,=0.8908,=0.9998,=1.1579,=1.7191,=1.4218,=0.7933,=0.7846,=0.9937,=1.0824,=1.4303,=2.0876,,=0.1073,,=0.0344,=91
="932305",智选高股息,2024-09-30,=-0.0103,=11785.0900,=0.0560,=10.1771,=0.9672,=7.0143,=7.4634,=8.3070,=9.2637,=10.4630,=1.0998,=0.8934,=0.8750,=0.9210,=1.0461,=1.0833,=1.1675,=0.8252,=0.5601,=0.7106,=0.7291,=0.7835,=1.2776,=1.3342,=0.0813,=0.1049,=0.0838,=0.0491,=250
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0075,=8611.8300,=-0.0339,=10.2079,=0.8218,=6.0524,=7.8671,=8.6163,=9.9981,=15.8114,=1.0947,=0.6949,=0.6924,=0.8904,=1.0013,=1.1595,=1.7191,=1.4275,=0.7941,=0.7849,=0.9946,=1.0824,=1.4330,=2.0876,,=0.1073,,=0.0342,=4735
="000806",消费服务,2012-02-10,=-0.0105,=8063.9900,=-0.0427,=10.2282,=0.2987,=8.8952,=9.9955,=10.8055,=11.8704,=17.0971,=1.1213,=0.0845,=1.0009,=1.2023,=1.3557,=1.5460,=2.0145,=2.2163,=0.6391,=1.6526,=1.9444,=2.1111,=2.3803,=3.0032,=0.0838,=0.1036,=0.0833,=0.0358,=414
="932431",300质量,2025-03-18,=-0.0076,=1989.1000,=-0.0280,=10.2428,=0.7354,=9.4685,=9.9524,=10.1326,=10.2810,=10.5369,=1.1183,=0.2607,=1.0727,=1.1130,=1.1304,=1.1461,=1.1853,=2.1985,=0.4747,=2.0194,=2.1516,=2.2025,=2.2448,=2.3259,=0.0794,,,=0.0357,=4
="931375",300质量低波,2019-11-25,=-0.0076,=16781.9900,=-0.0104,=10.2510,=0.4044,=6.4946,=8.1379,=11.5028,=13.5729,=22.0532,=1.3022,=0.4018,=0.8054,=1.0793,=1.5685,=2.0816,=3.3245,=1.7985,=0.6286,=1.0044,=1.3185,=1.6573,=2.0958,=2.5370,=0.0993,=0.1354,=0.0949,=0.0317,=109
="932153",港股通价值策略,2025-04-30,=-0.0004,=1114.6600,=0.0608,=10.3218,=0.7446,=8.1696,=9.5755,=10.0975,=10.3560,=10.9237,=0.9018,=0.8312,=0.7012,=0.8261,=0.8792,=0.8999,=0.9365,=1.0445,=0.6234,=0.8168,=0.9560,=1.0279,=1.0639,=1.1126,,,,=0.0414,=7
="399371",国证价值,2010-01-04,=-0.0064,=7216.9300,=0.0019,=10.3852,=0.8002,=6.4728,=7.8356,=9.0971,=10.3852,=13.0475,=1.0240,=0.5319,=0.7249,=0.8967,=1.0117,=1.2391,=1.5675,=1.0840,=0.7862,=0.5764,=0.7536,=0.8693,=1.0968,=1.3812,=0.0736,=0.0927,=0.0763,=0.0385,=118
="930608",中证基建,2015-03-31,=-0.0147,=8426.4500,=-0.0071,=10.4284,=0.4808,=6.6667,=8.6208,=10.5238,=15.7519,=25.2863,=0.7972,=0.1306,=0.6550,=0.8237,=1.1170,=1.5726,=2.2134,=0.2332,=0.2513,=0.1701,=0.2221,=0.3413,=0.4948,=0.7101,=0.0480,=0.0718,=0.0544,=0.0266,=645
