指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=0.0119,=12366.7500,=-0.0326,=5.8501,=0.7698,=3.2016,=4.0763,=5.2059,=5.9017,=7.9938,=0.5514,=0.4242,=0.3790,=0.4566,=0.5663,=0.7134,=1.0569,=2.1958,=0.8265,=1.0856,=1.4318,=1.7460,=2.1346,=2.9053,,=0.0881,,=0.0499,=97
="H11146",港股通内地金融,2010-06-02,=0.0076,=1111.5600,=0.0099,=6.0275,=0.5045,=3.2759,=4.5181,=6.0098,=6.7473,=9.2347,=0.6116,=0.3938,=0.3797,=0.4941,=0.6698,=0.8760,=1.1859,=1.5569,=0.7581,=0.6692,=0.9479,=1.2947,=1.5978,=2.1885,,=0.0970,,=0.0479,=39
="930792",HK银行,2016-04-22,=-0.0023,=4821.9600,=0.0947,=6.6873,=0.7800,=3.2659,=4.4645,=5.8465,=6.7741,=9.5632,=0.6508,=0.5625,=0.3905,=0.4964,=0.6259,=0.8010,=1.0771,=2.5439,=0.8811,=1.0519,=1.5167,=1.8523,=2.3908,=3.1066,,=0.0901,,=0.0473,=753
="H30106",H300金融服务,2013-05-21,=-0.0056,=1559.2400,=0.0304,=6.8110,=0.4639,=4.0175,=5.3653,=6.9681,=7.7687,=11.1922,=0.7305,=0.4672,=0.4470,=0.5779,=0.7442,=0.9081,=1.2489,=1.9468,=0.8379,=0.8557,=1.1817,=1.4626,=1.8843,=2.3593,,=0.1014,,=0.0456,=20
="399986",中证银行,2013-07-15,=0.0132,=7155.5000,=-0.0589,=6.8510,=0.8021,=4.1183,=5.2599,=6.2798,=6.8479,=9.0846,=0.6516,=0.3293,=0.4848,=0.5836,=0.7197,=0.8984,=1.2416,=2.5718,=0.8475,=1.4134,=1.7842,=2.1391,=2.4988,=3.3016,=0.0226,=0.0881,=0.0236,=0.0430,=9554
="000018",180金融,2007-12-10,=0.0086,=5224.9400,=-0.1204,=7.1946,=0.3685,=5.2016,=6.4287,=7.4972,=8.3012,=10.8609,=0.7317,=0.2486,=0.5902,=0.6965,=0.8743,=1.0696,=1.4199,=2.1604,=0.7663,=1.2355,=1.5824,=1.9467,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0404,=774
="399809",保险主题,2015-02-13,=0.0061,=2109.4700,=-0.2093,=7.2151,=0.2815,=5.4537,=6.8114,=10.5357,=15.0245,=22.8725,=0.7726,=0.2214,=0.6352,=0.7658,=1.2249,=1.4858,=1.9794,=2.1015,=0.9081,=0.5239,=0.8688,=1.0978,=1.4723,=2.3772,=0.0227,=0.1015,=0.0246,=0.0402,=1489
="931024",港股通非银,2017-11-06,=-0.0098,=3866.3600,=-0.0995,=7.2717,=0.0057,=6.7549,=8.6296,=11.1064,=13.3685,=22.4310,=0.9897,=0.3924,=0.6237,=0.8481,=1.0481,=1.2233,=1.7592,=1.2177,=0.7948,=0.5870,=0.8751,=1.0129,=1.2278,=2.2002,,=0.1344,,=0.0403,=192
="000818",细分金融,2012-04-11,=0.0072,=6485.1900,=-0.1217,=7.2833,=0.3392,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7408,=0.2481,=0.5930,=0.7010,=0.8917,=1.0928,=1.4303,=2.2060,=0.7568,=1.2689,=1.6354,=1.9841,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0398,=7
="931233",港股通央企红利,2017-06-28,=-0.0040,=1191.9000,=0.0224,=7.3446,=0.7622,=3.6988,=4.9551,=6.3329,=7.4458,=14.0775,=0.6909,=0.6045,=0.3929,=0.5222,=0.6448,=0.8612,=1.8161,=0.9972,=0.5555,=0.4645,=0.6218,=0.9473,=1.3906,=1.7583,,=0.0906,,=0.0509,=448
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0003,=4221.1500,=0.0498,=7.3793,=0.9042,=4.1647,=4.6262,=5.6494,=6.9865,=7.8218,=0.6895,=0.8097,=0.4381,=0.4942,=0.5902,=0.6872,=0.7455,=0.9806,=0.8920,=0.5323,=0.5950,=0.7408,=0.9329,=1.0366,,=0.0921,,=0.0511,=236
="987016",港股通红利低波,2021-11-18,,,=0.1345,=7.4722,=0.9158,=3.4544,=4.2997,=4.9218,=6.7626,=8.0054,=0.6903,=0.8796,=0.4152,=0.4874,=0.5385,=0.6569,=0.7529,=1.2170,=0.9086,=0.5827,=0.6594,=0.7929,=1.1061,=1.3012,,=0.0893,,=0.0516,=152
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0063,=2994.8000,=0.0762,=7.4914,=0.9369,=3.7550,=5.0474,=5.8141,=6.7505,=7.9027,=0.7508,=0.8366,=0.4590,=0.5786,=0.6398,=0.7386,=0.8175,=1.1388,=0.9285,=0.5101,=0.6879,=0.7966,=0.9104,=1.2126,,,,=0.0499,=278
="H11140",香港红利,2009-07-23,=-0.0006,=4001.8100,=0.0960,=7.5372,=0.7594,=3.0693,=4.4554,=5.9843,=8.1072,=13.9623,=0.7115,=0.5938,=0.3833,=0.5103,=0.6298,=0.8659,=1.1652,=1.1991,=0.6837,=0.5431,=0.7464,=0.9726,=1.5050,=2.1349,,=0.0912,,=0.0522,=45
="000914",300金融,2007-07-02,=0.0068,=5884.7100,=-0.1240,=7.6240,=0.4126,=5.2769,=6.6022,=7.8366,=8.6017,=11.3863,=0.7379,=0.2436,=0.5962,=0.7048,=0.9131,=1.1328,=1.4919,=2.0770,=0.7894,=1.1210,=1.4310,=1.8123,=2.0889,=2.7052,=0.0223,=0.0897,=0.0236,=0.0393,=342
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0034,=4571.6800,=0.0232,=7.7205,=0.8539,=3.5572,=4.6435,=5.9863,=7.1992,=9.5068,=0.6952,=0.6720,=0.3828,=0.4851,=0.5804,=0.8153,=1.1073,=0.9308,=0.5688,=0.4386,=0.6557,=0.8493,=1.4148,=2.0623,,,,=0.0522,=1507
="H30270",红利价值,2013-12-19,=-0.0002,=9609.2800,=0.0081,=7.7977,=0.7395,=4.4543,=5.4312,=6.7557,=8.7127,=13.0955,=0.7821,=0.5559,=0.5256,=0.6487,=0.7631,=1.2456,=1.7317,=1.5803,=0.9694,=0.5854,=0.8115,=0.9992,=1.2962,=1.6637,=0.0235,=0.0936,=0.0240,=0.0426,=195
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0045,=1319.3600,=0.0344,=7.8156,=0.7989,=3.6777,=4.8612,=6.6084,=7.8176,=10.6953,=0.7177,=0.5747,=0.4041,=0.5046,=0.6483,=0.9078,=1.1746,=1.1382,=0.5678,=0.5013,=0.7008,=1.0661,=1.5005,=1.9871,,,,=0.0522,=912
="931157",SHS红利成长LV,2019-04-25,=0.0013,=7207.9900,=-0.0330,=7.8641,=0.6546,=4.1261,=5.5886,=6.9124,=8.3396,=11.5318,=0.7872,=0.4409,=0.5154,=0.6254,=0.8085,=0.9250,=1.5888,=1.5383,=0.9234,=0.5018,=0.7112,=1.0378,=1.4074,=1.6439,,=0.0964,,=0.0483,=331
="932596",港股通红利低波,2016-02-04,=-0.0033,=4185.1500,=0.0790,=7.8755,=0.2312,=7.4451,=7.8456,=8.0686,=8.2851,=8.5745,=0.7387,=0.5318,=0.6528,=0.6978,=0.7302,=0.7596,=0.7956,=1.3157,=0.3642,=1.2161,=1.2816,=1.3293,=1.3605,=1.4099,,=0.0894,,=0.0494,=91
="000934",中证金融,2009-07-03,=0.0053,=5495.3400,=-0.1234,=7.8935,=0.4143,=5.7083,=6.8944,=8.0849,=8.8714,=11.5527,=0.7465,=0.2366,=0.6117,=0.7181,=0.9183,=1.1488,=1.5017,=2.0806,=0.8013,=1.1467,=1.4503,=1.8024,=2.0791,=2.6696,=0.0220,=0.0873,=0.0231,=0.0383,=1151
="930914",港股通高股息,2016-11-25,=-0.0012,=5242.4300,=0.0660,=7.9084,=0.8124,=3.4280,=4.4190,=5.9165,=7.8150,=11.1979,=0.7620,=0.7055,=0.3979,=0.5021,=0.6150,=0.8526,=1.1764,=1.2530,=0.7971,=0.5144,=0.7039,=0.9223,=1.2571,=2.2126,,=0.0918,,=0.0508,=703
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0021,=2735.7700,=0.1041,=7.9085,=0.9421,=3.8979,=4.9489,=5.8732,=7.2012,=8.4533,=0.7057,=0.8534,=0.4277,=0.5171,=0.5776,=0.6832,=0.8197,=1.2306,=0.9057,=0.5333,=0.6967,=0.8749,=1.1200,=1.3442,,,,=0.0509,=491
="930992",沪港深红利低波,2017-06-28,=-0.0021,=5569.3200,=0.0004,=7.9606,=0.8487,=4.0130,=5.1560,=5.8765,=7.7403,=8.5109,=0.7423,=0.8515,=0.4277,=0.5369,=0.5902,=0.7238,=0.7950,=1.1775,=0.7841,=0.4496,=0.6002,=0.8525,=1.1867,=1.3912,,=0.0878,,=0.0499,=46
="000992",全指金融,2011-08-02,=0.0044,=5264.6100,=-0.1208,=8.1220,=0.4411,=5.9310,=7.1022,=8.2655,=9.0288,=11.6339,=0.7494,=0.2329,=0.6188,=0.7234,=0.9269,=1.1610,=1.5107,=2.0666,=0.7906,=1.1568,=1.4432,=1.8065,=2.0769,=2.6668,=0.0217,=0.0846,=0.0227,=0.0377,=2701
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0114,=3912.9200,=0.0885,=8.1303,=0.8988,=4.9972,=5.5477,=6.1329,=7.7116,=8.5526,=0.7818,=0.8881,=0.5264,=0.5922,=0.6330,=0.7547,=0.8375,=0.9729,=0.9071,=0.5404,=0.5945,=0.6664,=0.8625,=1.0234,,=0.0956,,=0.0469,=112
="000029",180价值,2009-01-09,=0.0056,=4082.1900,=-0.0833,=8.2476,=0.6851,=5.6894,=6.9075,=7.8873,=8.5069,=10.8138,=0.7895,=0.1447,=0.6666,=0.8039,=0.8608,=1.0653,=1.4433,=1.0716,=0.8083,=0.6198,=0.7825,=0.9448,=1.0691,=1.4032,=0.0228,=0.0896,=0.0243,=0.0413,=558
="H50040",上红低波,2014-03-21,=-0.0015,=10954.4300,=-0.0066,=8.2732,=0.7461,=4.6938,=5.9512,=7.0838,=9.6645,=14.3118,=0.8256,=0.4687,=0.5647,=0.6911,=0.8351,=1.3609,=1.8756,=1.6119,=0.9674,=0.6380,=0.8684,=1.2018,=1.4000,=1.6845,=0.0234,=0.0936,=0.0244,=0.0430,=358
="H30269",红利低波,2013-12-19,=0.0026,=11017.4600,=-0.0198,=8.2755,=0.7374,=4.5638,=5.5488,=6.8733,=9.4786,=14.4342,=0.8348,=0.5449,=0.5386,=0.6570,=0.8017,=1.3872,=1.9670,=1.5994,=0.9687,=0.6111,=0.8850,=1.0977,=1.4163,=1.6703,=0.0236,=0.0946,=0.0236,=0.0437,=4299
="931446",东证红利低波,2020-04-21,=0.0011,=3345.4400,=-0.0283,=8.3892,=0.7560,=5.1478,=6.1750,=7.1292,=8.5363,=11.0216,=0.7943,=0.5909,=0.5884,=0.6954,=0.7643,=0.8728,=1.2481,=1.5207,=0.9502,=0.5909,=0.7533,=0.8871,=1.3220,=1.5979,=0.0224,=0.0895,=0.0240,=0.0426,=843
="931130",红利成长低波,2018-12-04,=0.0057,=23050.2900,=-0.0280,=8.4649,=0.7100,=4.4465,=5.5777,=7.8194,=8.7202,=11.5512,=0.8386,=0.3418,=0.5279,=0.6242,=0.9007,=1.0307,=1.5803,=1.8670,=0.7688,=0.3109,=0.8136,=1.3193,=1.9167,=2.5957,=0.0231,=0.0934,=0.0229,=0.0431,=147
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0126,=5105.5100,=0.0993,=8.4814,=0.8961,=4.2457,=4.7236,=5.7758,=7.7638,=9.0746,=0.7611,=0.8772,=0.4429,=0.4984,=0.5826,=0.7373,=0.8283,=1.0764,=0.8880,=0.6036,=0.6738,=0.8763,=1.0350,=1.1508,,,,=0.0527,=86
="000922",中证红利,2008-05-26,=0.0004,=5683.8500,=0.0327,=8.5162,=0.7762,=5.1762,=6.0245,=7.6568,=8.6145,=11.2156,=0.8195,=0.4291,=0.5911,=0.7110,=0.8529,=1.1086,=1.4999,=1.2592,=0.8475,=0.6332,=0.7726,=1.0442,=1.2281,=1.7101,=0.0233,=0.0895,=0.0228,=0.0425,=20065
="931479",证券保险,2020-05-06,=-0.0025,=864.4400,=-0.1865,=8.5466,=0,=8.5466,=11.8667,=13.4817,=15.5251,=21.1012,=1.1403,=0.1083,=1.0296,=1.2245,=1.3785,=1.5717,=2.2844,=1.5544,=0.6093,=1.0318,=1.2721,=1.4564,=1.7898,=2.2879,=0.0256,=0.1317,=0.0302,=0.0313,=35
="000821",300红利,2012-07-20,=0.0021,=6663.3900,=-0.0013,=8.6386,=0.8384,=4.9998,=6.1944,=7.5608,=8.4494,=10.9286,=0.8381,=0.3895,=0.5725,=0.7140,=0.8701,=1.0796,=1.4919,=1.4018,=0.9031,=0.6098,=0.7993,=1.0658,=1.3196,=1.6963,=0.0235,=0.0916,=0.0239,=0.0434,=995
="000063",上证周期,2010-02-03,=0.0018,=3614.8300,=-0.1091,=8.6557,=0.5231,=5.4761,=7.1362,=8.5934,=9.4385,=12.4946,=0.8846,=0.3186,=0.6668,=0.8368,=0.9615,=1.1068,=1.4831,=1.5395,=0.9027,=0.8113,=1.0636,=1.2494,=1.4440,=1.7571,=0.0245,=0.0975,=0.0256,=0.0383,=206
="000151",上国红利,2012-07-20,=-0.0024,=1700.1800,=0.1129,=8.7130,=0.9703,=4.5075,=5.3657,=6.9418,=7.7433,=10.0345,=0.7607,=0.5210,=0.5268,=0.6189,=0.7535,=0.9661,=1.3272,=1.0767,=0.4885,=0.6026,=0.8953,=1.0835,=1.3107,=1.6854,=0.0218,=0.0803,=0.0258,=0.0429,=216
="000015",红利指数,2005-01-04,=-0.0015,=3302.1900,=0.0871,=8.7206,=0.9423,=4.6646,=5.5108,=7.0876,=8.0440,=10.4439,=0.8263,=0.5956,=0.5525,=0.6398,=0.7661,=1.0179,=1.3875,=1.4677,=0.9349,=0.7277,=0.8913,=1.1353,=1.3340,=1.6890,=0.0233,=0.0885,=0.0212,=0.0409,=14183
="H30035",300非银,2012-12-21,=-0.0016,=9025.9400,=-0.1907,=8.7463,=0,=8.7463,=12.9589,=15.1688,=19.3628,=26.3489,=1.1586,=0.0585,=1.0544,=1.3137,=1.6273,=2.0481,=2.4387,=1.5845,=0.3986,=1.0410,=1.4185,=1.7205,=1.9729,=2.3917,=0.0253,=0.1294,=0.0297,=0.0305,=1203
="399373",大盘价值,2010-01-04,=-0.0002,=7958.3500,=-0.0718,=8.9283,=0.7110,=5.4746,=6.8623,=8.3615,=9.1146,=11.9914,=0.8925,=0.4068,=0.6410,=0.8033,=0.9452,=1.1408,=1.5001,=1.1402,=0.7943,=0.5920,=0.7817,=0.9284,=1.1424,=1.4541,=0.0236,=0.0939,=0.0248,=0.0427,=328
="000824",国企红利,2012-07-20,=-0.0027,=2216.2300,=0.0448,=8.9379,=0.9328,=4.8847,=5.9406,=7.3386,=8.4161,=10.7823,=0.8518,=0.5379,=0.5610,=0.6880,=0.8278,=1.0592,=1.4469,=1.3007,=0.8561,=0.5370,=0.7016,=0.9865,=1.2531,=1.6834,=0.0232,=0.0892,=0.0226,=0.0420,=941
="931644",800红利,2024-03-15,=-0.0024,=2647.9200,=0.0375,=8.9547,=0.6983,=6.4729,=7.3136,=8.3101,=9.0523,=9.4757,=0.8637,=0.5512,=0.7001,=0.7706,=0.8599,=0.9074,=0.9431,=1.3095,=0.8603,=0.8423,=0.9257,=1.1301,=1.2933,=1.3602,=0.0236,=0.0906,=0.0231,=0.0433,=30
="930955",红利低波100,2017-05-26,=0.0008,=11668.6000,=-0.0104,=8.9604,=0.8347,=5.0805,=6.0692,=7.4175,=8.6106,=11.5013,=0.8769,=0.6224,=0.5792,=0.6661,=0.8270,=0.9899,=1.3722,=1.3526,=0.7991,=0.5888,=0.7774,=0.9904,=1.3537,=1.7525,=0.0234,=0.0928,=0.0257,=0.0449,=2151
="000919",300价值,2008-01-21,=0.0025,=5024.4200,=-0.0553,=8.9692,=0.6966,=5.9577,=7.3283,=8.4471,=9.2438,=12.2376,=0.8822,=0.2980,=0.6917,=0.8497,=0.9399,=1.1480,=1.5388,=1.0969,=0.7741,=0.6314,=0.7861,=0.9060,=1.1062,=1.3421,=0.0228,=0.0921,=0.0242,=0.0406,=4321
="930740",300红利LV,2018-12-04,=0.0022,=7043.3000,=-0.0175,=8.9788,=0.8652,=5.4153,=6.8259,=7.5191,=8.6586,=9.6903,=0.8956,=0.6285,=0.6159,=0.7715,=0.8572,=0.9462,=1.0604,=1.3684,=0.7116,=0.6725,=0.8563,=1.0776,=1.5016,=1.9253,=0.0239,=0.0932,=0.0223,=0.0429,=618
="399805",互联金融,2015-02-10,=-0.0052,=2941.8900,=-0.2357,=9.2021,=0.1410,=7.5943,=9.7470,=11.4463,=13.1628,=16.5816,=0.9326,=0.0960,=0.7644,=1.0456,=1.4168,=1.7263,=2.0317,=1.7219,=0.7127,=1.1667,=1.4082,=1.6147,=1.7903,=2.2175,=0.0238,=0.0940,=0.0248,=0.0356,=328
="399966",800证保,2012-12-21,=-0.0036,=5414.5100,=-0.1812,=9.2088,=0,=9.2088,=13.7001,=15.9950,=19.7375,=27.1945,=1.1661,=0.0573,=1.0619,=1.3119,=1.6097,=2.0408,=2.4366,=1.7119,=0.4427,=1.1634,=1.5249,=1.7816,=2.0457,=2.5211,=0.0247,=0.1256,=0.0286,=0.0294,=173
