指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0020,=12106.2239,=-0.0530,=5.7442,=0.7210,=3.2016,=4.0755,=5.1978,=5.9035,=7.9938,=0.5414,=0.3798,=0.3790,=0.4566,=0.5666,=0.7135,=1.0569,=2.1561,=0.8105,=1.0856,=1.4316,=1.7453,=2.1332,=2.9053,,=0.0881,,=0.0508,=97
="H11146",港股通内地金融,2010-06-02,=-0.0088,=1110.1500,=0.0086,=5.9912,=0.4980,=3.2759,=4.5177,=6.0059,=6.7500,=9.2347,=0.6079,=0.3893,=0.3797,=0.4938,=0.6719,=0.8765,=1.1859,=1.5476,=0.7522,=0.6692,=0.9478,=1.2910,=1.5980,=2.1885,,=0.0970,,=0.0482,=40
="930792",HK银行,2016-04-22,=-0.0035,=4806.7200,=0.0913,=6.6309,=0.7652,=3.2659,=4.4606,=5.8387,=6.7741,=9.5632,=0.6453,=0.5406,=0.3905,=0.4962,=0.6246,=0.8015,=1.0771,=2.5224,=0.8660,=1.0519,=1.5163,=1.8491,=2.3874,=3.1066,,=0.0901,,=0.0477,=751
="399986",中证银行,2013-07-15,=-0.0032,=7000.9700,=-0.0792,=6.7319,=0.7508,=4.1183,=5.2599,=6.2769,=6.8477,=9.0846,=0.6403,=0.2954,=0.4848,=0.5836,=0.7201,=0.8984,=1.2416,=2.5270,=0.8131,=1.4134,=1.7842,=2.1331,=2.4895,=3.3016,=0.0226,=0.0881,=0.0236,=0.0438,=9548
="H30106",H300金融服务,2013-05-21,=-0.0051,=1595.8600,=0.0546,=6.8546,=0.4753,=4.0175,=5.3642,=6.9687,=7.7688,=11.1922,=0.7351,=0.4789,=0.4470,=0.5777,=0.7453,=0.9083,=1.2489,=1.9593,=0.8475,=0.8557,=1.1816,=1.4617,=1.8799,=2.3593,,=0.1014,,=0.0453,=20
="000018",180金融,2007-12-10,=-0.0071,=5158.4600,=-0.1316,=7.1233,=0.3412,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7245,=0.2401,=0.5902,=0.6965,=0.8766,=1.0696,=1.4199,=2.1390,=0.7500,=1.2355,=1.5824,=1.9448,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0408,=771
="399809",保险主题,2015-02-13,=-0.0163,=2141.4300,=-0.1973,=7.1321,=0.2611,=5.4537,=6.8114,=10.5809,=15.0245,=22.8725,=0.7637,=0.1898,=0.6352,=0.7661,=1.2256,=1.4858,=1.9794,=2.0773,=0.9026,=0.5239,=0.8688,=1.0963,=1.4501,=2.3772,=0.0227,=0.1015,=0.0246,=0.0407,=1488
="000818",细分金融,2012-04-11,=-0.0080,=6431.7100,=-0.1289,=7.2238,=0.3243,=5.2356,=6.4974,=7.6854,=8.4810,=10.9951,=0.7348,=0.2422,=0.5930,=0.7010,=0.8937,=1.0928,=1.4303,=2.1880,=0.7417,=1.2689,=1.6354,=1.9833,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0401,=6
="931233",港股通央企红利,2017-06-28,=-0.0127,=1199.7800,=0.0291,=7.3050,=0.7484,=3.6988,=4.9516,=6.3261,=7.4515,=14.0775,=0.6872,=0.5975,=0.3929,=0.5221,=0.6448,=0.8640,=1.8161,=0.9918,=0.5511,=0.4645,=0.6207,=0.9457,=1.3913,=1.7583,,=0.0906,,=0.0512,=447
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0178,=4275.1400,=0.0633,=7.3539,=0.8992,=4.1647,=4.6252,=5.6440,=6.9483,=7.8218,=0.6871,=0.8025,=0.4381,=0.4942,=0.5875,=0.6854,=0.7455,=0.9772,=0.8869,=0.5323,=0.5942,=0.7383,=0.9252,=1.0366,,=0.0921,,=0.0513,=233
="987016",港股通红利低波,2021-11-18,,,=0.1215,=7.4482,=0.9153,=3.4544,=4.2989,=4.9140,=6.7409,=8.0054,=0.6881,=0.8780,=0.4152,=0.4871,=0.5382,=0.6527,=0.7529,=1.2131,=0.9089,=0.5827,=0.6592,=0.7912,=1.0982,=1.3012,,=0.0893,,=0.0518,=144
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0072,=2957.0900,=0.0627,=7.4516,=0.9318,=3.7550,=5.0463,=5.8084,=6.7327,=7.9027,=0.7470,=0.8245,=0.4590,=0.5783,=0.6395,=0.7376,=0.8175,=1.1329,=0.9246,=0.5101,=0.6878,=0.7960,=0.9091,=1.2126,,,,=0.0502,=276
="H11140",香港红利,2009-07-23,=-0.0095,=4004.6600,=0.0968,=7.5260,=0.7576,=3.0693,=4.4494,=5.9820,=8.1638,=13.9623,=0.7104,=0.5922,=0.3833,=0.5103,=0.6294,=0.8661,=1.1652,=1.1973,=0.6818,=0.5431,=0.7455,=0.9723,=1.5089,=2.1349,,=0.0912,,=0.0523,=42
="000914",300金融,2007-07-02,=-0.0085,=5842.2300,=-0.1303,=7.5657,=0.3890,=5.2769,=6.6022,=7.8376,=8.6017,=11.3863,=0.7323,=0.2347,=0.5962,=0.7048,=0.9146,=1.1328,=1.4919,=2.0611,=0.7748,=1.1210,=1.4310,=1.8121,=2.0875,=2.7052,=0.0223,=0.0897,=0.0236,=0.0396,=342
="931024",港股通非银,2017-11-06,=-0.0087,=4053.1002,=-0.0560,=7.5939,=0.0270,=6.7549,=8.6509,=11.2020,=13.3698,=22.4310,=1.0335,=0.4715,=0.6237,=0.8475,=1.0487,=1.2241,=1.7592,=1.2716,=0.8311,=0.5870,=0.8751,=1.0119,=1.2232,=2.2002,,=0.1344,,=0.0386,=191
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0056,=4570.8000,=0.0230,=7.6823,=0.8521,=3.5572,=4.6390,=5.9826,=7.1888,=9.5068,=0.6918,=0.6652,=0.3828,=0.4850,=0.5790,=0.8159,=1.1073,=0.9262,=0.5639,=0.4386,=0.6537,=0.8472,=1.4164,=2.0623,,,,=0.0525,=1499
="H30270",红利价值,2013-12-19,=-0.0070,=9487.4300,=-0.0047,=7.6843,=0.7159,=4.4543,=5.4286,=6.7519,=8.7312,=13.0955,=0.7707,=0.5195,=0.5256,=0.6486,=0.7626,=1.2496,=1.7317,=1.5573,=0.9627,=0.5854,=0.8112,=0.9976,=1.2953,=1.6637,=0.0235,=0.0936,=0.0240,=0.0432,=192
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0083,=1341.8500,=0.0520,=7.8314,=0.8037,=3.6777,=4.8612,=6.6079,=7.8103,=10.6953,=0.7191,=0.5785,=0.4041,=0.5046,=0.6481,=0.9078,=1.1746,=1.1408,=0.5707,=0.5013,=0.7008,=1.0654,=1.5005,=1.9871,,,,=0.0521,=910
="000934",中证金融,2009-07-03,=-0.0089,=5487.3800,=-0.1247,=7.8558,=0.4010,=5.7083,=6.8944,=8.0859,=8.8714,=11.5527,=0.7429,=0.2306,=0.6117,=0.7181,=0.9218,=1.1488,=1.5017,=2.0707,=0.7933,=1.1467,=1.4503,=1.8022,=2.0757,=2.6696,=0.0220,=0.0873,=0.0231,=0.0385,=1151
="931157",SHS红利成长LV,2019-04-25,=-0.0064,=7215.7900,=-0.0320,=7.8646,=0.6566,=4.1261,=5.5871,=6.9068,=8.3407,=11.5318,=0.7872,=0.4398,=0.5154,=0.6253,=0.8090,=0.9266,=1.5888,=1.5386,=0.9259,=0.5018,=0.7112,=1.0363,=1.4046,=1.6439,,=0.0964,,=0.0483,=325
="932596",港股通红利低波,2016-02-04,=-0.0092,=4216.3200,=0.0870,=7.8797,=0.2530,=7.4451,=7.8406,=8.0758,=8.2919,=8.5745,=0.7391,=0.5482,=0.6528,=0.6961,=0.7248,=0.7602,=0.7956,=1.3164,=0.3735,=1.2161,=1.2814,=1.3321,=1.3627,=1.4099,,=0.0894,,=0.0493,=87
="930914",港股通高股息,2016-11-25,=-0.0058,=5266.6200,=0.0710,=7.9225,=0.8153,=3.4280,=4.4190,=5.9074,=7.8006,=11.1979,=0.7634,=0.7088,=0.3979,=0.5021,=0.6147,=0.8527,=1.1764,=1.2553,=0.7999,=0.5144,=0.7034,=0.9220,=1.2553,=2.2126,,=0.0918,,=0.0508,=699
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0082,=2745.2400,=0.1080,=7.9303,=0.9468,=3.8979,=4.9485,=5.8701,=7.1796,=8.4533,=0.7077,=0.8595,=0.4277,=0.5169,=0.5772,=0.6822,=0.8197,=1.2340,=0.9127,=0.5333,=0.6964,=0.8733,=1.1187,=1.3442,,,,=0.0507,=490
="930992",沪港深红利低波,2017-06-28,=-0.0063,=5617.3100,=0.0090,=7.9704,=0.8570,=4.0130,=5.1452,=5.8717,=7.7249,=8.5109,=0.7430,=0.8561,=0.4277,=0.5368,=0.5899,=0.7216,=0.7950,=1.1790,=0.7911,=0.4496,=0.5999,=0.8458,=1.1848,=1.3912,,=0.0878,,=0.0498,=45
="000992",全指金融,2011-08-02,=-0.0094,=5264.1500,=-0.1209,=8.0897,=0.4286,=5.9310,=7.1022,=8.2725,=9.0288,=11.6339,=0.7463,=0.2273,=0.6188,=0.7234,=0.9306,=1.1610,=1.5107,=2.0584,=0.7797,=1.1568,=1.4432,=1.8063,=2.0759,=2.6668,=0.0217,=0.0846,=0.0227,=0.0379,=2701
="000029",180价值,2009-01-09,=-0.0064,=4020.4900,=-0.0972,=8.1281,=0.6279,=5.6894,=6.9075,=7.8866,=8.5069,=10.8138,=0.7781,=0.1126,=0.6666,=0.8044,=0.8616,=1.0653,=1.4433,=1.0560,=0.7661,=0.6198,=0.7825,=0.9447,=1.0677,=1.4032,=0.0228,=0.0896,=0.0243,=0.0419,=556
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0106,=3955.7200,=0.1004,=8.1685,=0.9100,=4.9972,=5.5474,=6.1206,=7.6877,=8.5526,=0.7856,=0.8992,=0.5264,=0.5921,=0.6321,=0.7538,=0.8375,=0.9776,=0.9208,=0.5404,=0.5944,=0.6655,=0.8600,=1.0234,,=0.0956,,=0.0467,=111
="H30269",红利低波,2013-12-19,=-0.0066,=10916.5400,=-0.0288,=8.1741,=0.7207,=4.5638,=5.5488,=6.8680,=9.4786,=14.4342,=0.8230,=0.5309,=0.5386,=0.6570,=0.8015,=1.3872,=1.9670,=1.5798,=0.9616,=0.6111,=0.8850,=1.0969,=1.4160,=1.6703,=0.0236,=0.0946,=0.0236,=0.0443,=4240
="H50040",上红低波,2014-03-21,=-0.0073,=10909.0500,=-0.0107,=8.1769,=0.7310,=4.6938,=5.9512,=7.0775,=9.6645,=14.3118,=0.8143,=0.4381,=0.5647,=0.6911,=0.8356,=1.3609,=1.8756,=1.5932,=0.9587,=0.6380,=0.8684,=1.2011,=1.3992,=1.6845,=0.0234,=0.0936,=0.0244,=0.0435,=354
="931446",东证红利低波,2020-04-21,=-0.0073,=3336.5700,=-0.0308,=8.2862,=0.7313,=5.1478,=6.1727,=7.1219,=8.5375,=11.0216,=0.7831,=0.5583,=0.5884,=0.6951,=0.7640,=0.8731,=1.2481,=1.5021,=0.9368,=0.5909,=0.7532,=0.8860,=1.3190,=1.5979,=0.0224,=0.0895,=0.0240,=0.0431,=836
="000922",中证红利,2008-05-26,=-0.0090,=5527.1600,=0.0042,=8.3602,=0.7471,=5.1762,=6.0245,=7.6564,=8.6145,=11.2156,=0.8043,=0.3985,=0.5911,=0.7110,=0.8542,=1.1086,=1.4999,=1.2362,=0.8131,=0.6332,=0.7726,=1.0438,=1.2261,=1.7101,=0.0233,=0.0895,=0.0228,=0.0433,=20036
