指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q2),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q2),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0381,=4013.2400,=0.8681,=174.0238,=0.8129,=70.4245,=117.4508,=135.1579,=171.4152,=348.7588,=10.3772,=0.8889,=2.8469,=4.8039,=5.5819,=7.1399,=17.6268,=23.3371,=0.8908,=7.2923,=10.9960,=13.0654,=15.8979,=37.4011,=0.0010,=0.4756,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0401,=0.0371,=0.0180,=155
="931743",半导体材料设备,2012-12-21,=0.0399,=9161.8000,=0.7793,=129.2887,=0.9028,=30.1973,=40.3366,=61.6151,=92.4160,=224.0742,=10.3041,=0.9078,=2.5588,=3.4564,=4.3422,=7.2653,=17.1334,=16.3827,=0.9230,=2.5903,=3.1826,=3.8694,=11.4590,=25.3851,=0.0013,=0.0795,=0.0009,=0.0020,=0.0028,=0.0045,=0.0073,=0.0498,=0.0706,=0.0390,=308
="931144",通信技术,2019-05-30,=0.0740,=3805.8300,=0.6347,=63.0999,=0.8992,=22.8153,=30.5283,=37.2593,=52.8029,=113.1406,=10.7110,=0.9587,=2.5671,=3.1138,=3.7512,=4.8431,=15.3977,=6.4517,=0.9547,=1.6428,=2.1096,=2.5106,=3.4286,=9.4991,=0.0031,=0.0442,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.1157,=0.1354,=0.0739,=260
="931865",中证半导,2019-03-20,=0.0336,=8062.9400,=0.6292,=144.7958,=0.8728,=32.8138,=46.1432,=74.1712,=132.3126,=255.0466,=10.6601,=0.9204,=3.3892,=4.1537,=5.3128,=8.6342,=15.8034,=18.8593,=0.9204,=6.4190,=7.7170,=8.8364,=15.3725,=28.9040,=0.0010,=0.1340,=0.0006,=0.0010,=0.0020,=0.0024,=0.0032,=0.0432,=0.0580,=0.0301,=221
="000685",科创芯片,2022-06-13,=0.0329,=3826.7400,=0.4643,=149.1263,=0.5689,=42.1555,=71.3843,=119.9161,=181.3574,=335.4323,=10.1834,=0.9204,=3.1235,=4.1011,=5.2149,=7.8423,=15.4697,=19.7635,=0.9223,=7.4796,=10.1020,=12.3520,=15.9936,=31.9311,=0.0009,=0.1379,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0456,=0.0415,=0.0173,=522
="931079",5G通信,2019-04-25,=0.0621,=2666.1000,=0.3829,=47.2597,=0.8568,=21.0709,=27.7474,=33.8311,=44.7756,=103.6981,=7.5512,=0.9569,=2.3623,=3.0521,=3.6482,=5.3937,=10.5199,=2.9639,=0.9536,=1.1916,=1.4940,=1.8914,=2.3749,=4.2354,=0.0061,=0.2707,=0.0036,=0.0056,=0.0081,=0.0121,=0.0152,=0.0942,=0.1398,=0.0637,=2292
="H30184",半导体,2013-07-15,=0.0289,=12639.5600,=0.3735,=88.7128,=0.5798,=33.2056,=51.9470,=79.3785,=107.9511,=186.6477,=8.2169,=0.8742,=2.5082,=3.4505,=4.9231,=7.5118,=12.7528,=12.6137,=0.9526,=1.3963,=2.6456,=7.0594,=9.6939,=20.0377,=0.0016,=0.1159,=0.0010,=0.0017,=0.0024,=0.0034,=0.0070,=0.0588,=0.0527,=0.0230,=3415
="932066",半导体行业精选,2023-11-10,=0.0289,=5472.6900,=0.3473,=73.9246,=0.3095,=50.1901,=65.4730,=83.3331,=99.6683,=142.8699,=8.0781,=0.7241,=3.1655,=4.1687,=6.8235,=8.4332,=12.2533,=12.0180,=0.6978,=6.6489,=8.4255,=10.9323,=12.6126,=18.4956,=0.0018,=0.3022,=0.0012,=0.0017,=0.0022,=0.0028,=0.0034,=0.0665,=0.0794,=0.0376,=8
="H30318",科技传媒通信150,2014-04-15,=0.0462,=4120.7600,=0.3402,=53.5384,=0.8478,=19.8534,=28.8631,=38.1291,=50.1292,=90.7292,=8.9029,=0.9670,=2.0037,=2.4801,=3.5037,=4.4294,=13.0479,=4.6737,=0.9575,=1.2409,=1.8640,=2.3034,=2.8559,=6.8164,=0.0045,=0.0384,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.1033,=0.1091,=0.0497,=50
="931688",中证算力,2022-07-21,=0.0478,=4168.4200,=0.3262,=35.7563,=0.8925,=18.0036,=20.8447,=24.0956,=32.7018,=44.9092,=3.8795,=0.9135,=1.6529,=1.9037,=2.2903,=3.3887,=4.7747,=2.7114,=0.8986,=1.3731,=1.5969,=1.8243,=2.5195,=3.3716,=0.0153,=0.0742,=0.0131,=0.0190,=0.0261,=0.0299,=0.0338,=0.0631,=0.1011,=0.0578,=111
="931160",通信设备,2013-07-15,=0.0586,=20386.5500,=0.3186,=47.8461,=0.7163,=19.3231,=27.7990,=36.6958,=54.9602,=91.1971,=8.8526,=0.9724,=2.1520,=2.8712,=3.4260,=3.9732,=12.1269,=2.9978,=0.9641,=0.9706,=1.2833,=1.5072,=2.4398,=4.3558,=0.0067,=0.3967,=0.0028,=0.0053,=0.0077,=0.0150,=0.0221,=0.1127,=0.1280,=0.0660,=1318
="990001",中华半导体芯片,2019-03-18,=0.0264,=15911.7000,=0.3163,=91.3456,=0.5653,=33.1780,=61.6190,=86.5943,=116.8442,=187.5449,=8.1467,=0.8579,=3.1429,=4.2935,=5.3672,=7.5269,=12.4905,=12.3348,=0.9510,=3.3238,=6.1004,=7.1396,=9.6368,=19.5120,=0.0013,=0.0804,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0564,=0.0410,=0.0254,=1391
="931406",5G 50,2020-02-20,=0.0545,=2799.5100,=0.3152,=31.3506,=0.6962,=15.2657,=20.6215,=24.1398,=34.6304,=51.5506,=3.5409,=0.6730,=1.5292,=1.9719,=2.5973,=3.8170,=5.3757,=2.3528,=0.9566,=0.9155,=1.4089,=1.5885,=1.9373,=2.9469,=0.0163,=0.4101,=0.0042,=0.0068,=0.0204,=0.0276,=0.0387,=0.0653,=0.1023,=0.0580,=708
="399363",云科技,2009-08-03,=0.0475,=12248.8400,=0.3110,=33.9348,=0.1237,=25.0041,=35.9408,=41.4758,=48.6818,=74.9161,=4.0662,=0.2454,=3.0187,=3.9514,=4.6369,=5.5540,=10.4646,=2.7830,=0.4367,=1.6015,=2.2265,=3.0194,=3.6979,=4.3638,=0.0143,=0.9765,=0.0046,=0.0055,=0.0070,=0.0104,=0.0160,=0.0735,=0.1037,=0.0278,=289
="H30007",芯片产业,2012-12-20,=0.0275,=4135.3200,=0.3059,=82.3950,=0.5810,=24.2382,=40.3144,=72.1609,=113.4115,=186.5687,=8.2343,=0.9047,=1.9412,=3.6288,=4.5690,=7.3206,=12.9184,=12.0945,=0.9641,=1.5871,=3.7206,=6.5766,=8.4374,=19.5328,=0.0013,=0.0652,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0667,=0.0446,=0.0267,=548
="000682",科创信息,2021-08-16,=0.0277,=2603.5900,=0.3058,=130.2032,=0.7546,=41.6131,=61.7349,=93.7673,=137.0627,=255.5918,=9.4729,=0.9320,=3.3247,=4.3633,=5.4084,=7.3497,=13.8809,=14.1139,=0.9320,=5.5790,=7.3298,=8.9485,=11.5986,=21.7670,=0.0016,=0.0506,=0.0011,=0.0020,=0.0029,=0.0038,=0.0070,=0.0461,=0.0432,=0.0205,=108
="980017",国证芯片,2015-02-17,=0.0335,=16509.2400,=0.3013,=87.7320,=0.5552,=30.3742,=55.9621,=81.9395,=109.1194,=227.4136,=8.9642,=0.9345,=3.1638,=4.1087,=5.8245,=7.5661,=13.5798,=13.2478,=0.9515,=3.6283,=5.7981,=6.7019,=8.2161,=20.9165,=0.0013,=0.0795,=0.0008,=0.0016,=0.0020,=0.0027,=0.0044,=0.0673,=0.0397,=0.0271,=2628
="931696",科技50策略,2021-07-12,=0.0381,=26092.8100,=0.2953,=44.0664,=0.7733,=23.0047,=27.9828,=34.1117,=47.5293,=71.4621,=8.0280,=0.9106,=3.0567,=3.9327,=4.5151,=7.1901,=11.2899,=4.4272,=0.8260,=1.9010,=2.3701,=2.6987,=4.3012,=6.7093,=0.0061,=0.1628,=0.0042,=0.0063,=0.0097,=0.0121,=0.0167,=0.1061,=0.1271,=0.0618,=15
="000690",科创成长,2022-11-04,=0.0565,=2425.0100,=0.2934,=68.9663,=0.2972,=26.4295,=46.7854,=83.1738,=154.1337,=288.8500,=11.5657,=0.7511,=3.7827,=4.8680,=6.5077,=12.3275,=18.2315,=11.5724,=0.6781,=2.7510,=4.0187,=8.4939,=14.5314,=20.0971,=0.0016,=0.1170,=0.0011,=0.0020,=0.0033,=0.0053,=0.0127,=0.1346,=0.1043,=0.0615,=155
="931271",通信设备主题,2012-12-21,=0.0572,=4584.0200,=0.2701,=69.5778,=0.7604,=25.8971,=33.2333,=36.4721,=79.2363,=113.3155,=10.2684,=0.9009,=2.2261,=2.9098,=3.6211,=8.2571,=14.2344,=6.6008,=0.8822,=1.5689,=2.0600,=2.6033,=5.7272,=9.3619,=0.0035,=0.1245,=0.0022,=0.0043,=0.0081,=0.0099,=0.0129,=0.0994,=0.1175,=0.0626,=16
="970070",创业板人工智能,2024-07-11,=0.0515,=7513.8500,=0.2672,=53.4136,=0.0534,=48.3861,=70.3733,=80.5484,=93.4816,=119.1606,=10.9135,=0.8359,=3.3467,=5.1582,=6.6418,=10.3300,=15.2749,=8.5122,=0.6889,=3.4016,=5.0274,=6.3568,=9.2707,=12.0918,=0.0040,=0.3321,=0.0027,=0.0035,=0.0050,=0.0065,=0.0096,=0.1387,=0.1206,=0.0470,=247
="000698",科创100,2023-08-07,=0.0308,=1845.8800,=0.2661,=89.3260,=0.0762,=60.6995,=126.7920,=210.5774,=251.9517,=337.2511,=6.4315,=0.8583,=2.7397,=3.6365,=4.2210,=6.0423,=8.5061,=6.8989,=0.6163,=4.0312,=5.1281,=6.4292,=8.3979,=10.0837,=0.0031,=0.1591,=0.0025,=0.0033,=0.0053,=0.0064,=0.0089,=0.0429,=0.0369,=0.0143,=598
="931087",科技龙头,2019-03-20,=0.0401,=6647.8200,=0.2647,=46.6731,=0.6575,=22.2848,=33.7123,=40.7987,=52.4348,=78.0359,=7.8157,=0.9476,=2.8190,=4.2349,=5.3298,=6.5583,=11.1808,=6.8143,=0.9691,=2.0316,=3.3123,=4.0081,=5.0262,=9.7717,=0.0056,=0.2819,=0.0037,=0.0053,=0.0064,=0.0086,=0.0172,=0.1100,=0.1080,=0.0526,=2100
="931461",电子50,2009-07-22,=0.0361,=7449.5600,=0.2637,=46.7430,=0.7546,=20.3357,=30.2775,=36.3459,=49.0359,=76.5790,=6.5692,=0.9616,=2.5323,=3.1789,=3.7075,=5.3381,=9.2899,=3.1853,=0.8033,=1.1588,=1.7975,=2.0684,=3.1651,=4.5428,=0.0063,=0.1489,=0.0046,=0.0066,=0.0091,=0.0111,=0.0147,=0.0739,=0.0884,=0.0404,=445
="000936",中证电信,2009-07-03,=0.0441,=12547.4000,=0.2623,=28.8590,=0.5740,=14.1836,=20.2178,=26.5906,=41.2993,=123.1725,=2.7430,=0.7551,=1.2149,=1.7612,=2.3409,=2.7951,=3.6232,=2.6595,=0.9806,=0.7463,=1.0370,=1.2772,=1.8414,=3.0800,=0.0211,=0.5835,=0.0019,=0.0063,=0.0097,=0.0319,=0.0507,=0.0572,=0.0913,=0.0557,=343
="399389",国证通信,2011-12-02,=0.0471,=10505.0200,=0.2596,=31.2343,=0.3951,=15.1336,=21.7733,=46.0719,=65.1875,=153.7967,=2.8523,=0.7225,=1.3245,=1.8461,=2.4671,=3.0267,=3.8815,=2.7239,=0.9744,=0.9743,=1.4589,=1.6822,=1.8999,=3.2843,=0.0197,=0.6165,=0.0026,=0.0050,=0.0071,=0.0294,=0.0420,=0.0553,=0.0855,=0.0549,=63
="930652",CS电子,2015-06-05,=0.0362,=12293.8500,=0.2533,=52.0357,=0.7835,=21.2056,=33.8173,=43.2207,=53.1100,=86.1406,=6.5589,=0.9674,=2.2039,=3.1461,=3.6532,=4.8266,=9.3375,=3.5555,=0.9443,=1.4014,=2.0216,=2.3075,=3.0882,=5.0793,=0.0056,=0.0503,=0.0040,=0.0063,=0.0077,=0.0104,=0.0141,=0.0673,=0.0838,=0.0386,=489
="950162",科创芯片设计,2024-07-26,=0.0168,=2317.3600,=0.2456,=118.4428,=0,=118.4428,=219.2978,=262.0600,=380.4992,=687.1301,=12.5916,=0.6920,=4.2582,=7.8618,=9.9068,=13.2756,=20.2102,=19.3443,=0.6121,=8.7765,=14.5074,=18.0105,=21.6820,=32.5243,=0.0016,=0.6101,=0.0010,=0.0012,=0.0015,=0.0018,=0.0029,=0.0858,=0.0713,=0.0289,=69
="000994",全指电信,2011-08-02,=0.0452,=13807.5100,=0.2397,=29.2617,=0.4070,=17.6024,=21.7761,=33.5340,=52.5075,=109.2407,=2.8090,=0.6697,=1.3865,=1.8410,=2.5290,=3.0199,=3.7766,=2.6646,=0.9736,=0.9155,=1.2459,=1.5520,=1.9062,=3.1271,=0.0205,=0.6107,=0.0022,=0.0055,=0.0085,=0.0296,=0.0398,=0.0579,=0.0895,=0.0556,=235
="000858",500信息,2013-11-06,=0.0381,=13047.2800,=0.2380,=86.8791,=0.7530,=25.3805,=43.9766,=64.2121,=90.8890,=209.3531,=6.0136,=0.9674,=2.1626,=2.9041,=3.3886,=3.9443,=8.5146,=6.3883,=0.9753,=1.1229,=1.9074,=2.6868,=3.6743,=9.1355,=0.0033,=0.0392,=0.0022,=0.0045,=0.0059,=0.0072,=0.0110,=0.0403,=0.0505,=0.0256,=355
="931165",新兴科技100,2019-04-25,=0.0220,=10505.8500,=0.2345,=40.9517,=0.8177,=17.0055,=23.4889,=29.8724,=40.2875,=67.3989,=9.3023,=0.9508,=3.5721,=4.3447,=5.5210,=7.6753,=13.6689,=8.5942,=0.9480,=3.0368,=3.6612,=4.8730,=6.5037,=12.4159,=0.0068,=0.2058,=0.0047,=0.0067,=0.0091,=0.0149,=0.0264,=0.1525,=0.1919,=0.0958,=523
="399990",煤炭等权,2015-01-21,=-0.0169,=3545.6400,=0.2344,=18.9884,=0.8672,=5.7123,=8.6087,=10.6436,=15.4144,=144.9606,=1.8000,=0.9662,=0.8179,=1.1204,=1.3777,=1.6184,=2.0135,=1.8197,=0.9452,=0.6732,=0.9175,=1.1213,=1.4627,=2.2100,=0.0320,=0.0953,=0.0074,=0.0368,=0.0548,=0.0638,=0.1003,=0.0521,=0.0912,=0.0456,=242
="000998",中证TMT,2011-11-08,=0.0238,=3628.7700,=0.2340,=38.1603,=0.5984,=18.9989,=27.6163,=34.6442,=43.2880,=58.6698,=4.3832,=0.8862,=1.9674,=2.4618,=3.2922,=4.0444,=5.6742,=3.0881,=0.9604,=1.2505,=1.8092,=2.1803,=2.6573,=3.9991,=0.0117,=0.5827,=0.0048,=0.0068,=0.0093,=0.0185,=0.0284,=0.0650,=0.0900,=0.0493,=568
="399296",创成长,2019-01-23,=0.0571,=7653.4100,=0.2280,=34.7980,=0.2819,=22.4911,=31.0204,=43.2850,=63.6786,=104.6935,=7.7390,=0.6023,=3.9463,=4.9643,=7.1060,=10.6438,=14.9802,=4.8994,=0.3712,=2.5417,=3.4818,=5.8112,=11.8672,=17.3385,=0.0081,=0.6910,=0.0016,=0.0028,=0.0063,=0.0105,=0.0200,=0.1410,=0.2040,=0.0851,=1085
