指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=0.0078,=12294.5100,=-0.0383,=5.7743,=0.7358,=3.2016,=4.0755,=5.1994,=5.9035,=7.9938,=0.5443,=0.3910,=0.3790,=0.4566,=0.5664,=0.7135,=1.0569,=2.1673,=0.8141,=1.0856,=1.4316,=1.7455,=2.1336,=2.9053,,=0.0881,,=0.0505,=98
="H11146",港股通内地金融,2010-06-02,=0.0033,=1110.0400,=0.0085,=5.9942,=0.4980,=3.2759,=4.5177,=6.0059,=6.7500,=9.2347,=0.6082,=0.3909,=0.3797,=0.4938,=0.6708,=0.8765,=1.1859,=1.5483,=0.7534,=0.6692,=0.9478,=1.2913,=1.5980,=2.1885,,=0.0970,,=0.0482,=40
="930792",HK银行,2016-04-22,=0.0063,=4821.2500,=0.0946,=6.6419,=0.7689,=3.2659,=4.4606,=5.8405,=6.7741,=9.5632,=0.6464,=0.5471,=0.3905,=0.4962,=0.6246,=0.8015,=1.0771,=2.5266,=0.8672,=1.0519,=1.5163,=1.8517,=2.3897,=3.1066,,=0.0901,,=0.0476,=753
="399986",中证银行,2013-07-15,=0.0118,=7164.6100,=-0.0577,=6.8365,=0.7958,=4.1183,=5.2599,=6.2786,=6.8477,=9.0846,=0.6503,=0.3234,=0.4848,=0.5836,=0.7199,=0.8984,=1.2416,=2.5663,=0.8428,=1.4134,=1.7842,=2.1382,=2.4932,=3.3016,=0.0226,=0.0881,=0.0236,=0.0431,=9551
="H30106",H300金融服务,2013-05-21,=0.0035,=1587.9100,=0.0493,=6.8454,=0.4720,=4.0175,=5.3642,=6.9687,=7.7688,=11.1922,=0.7342,=0.4769,=0.4470,=0.5777,=0.7445,=0.9083,=1.2489,=1.9566,=0.8451,=0.8557,=1.1816,=1.4622,=1.8836,=2.3593,,=0.1014,,=0.0454,=21
="000018",180金融,2007-12-10,=0.0082,=5236.1900,=-0.1185,=7.2052,=0.3717,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7328,=0.2488,=0.5902,=0.6965,=0.8746,=1.0696,=1.4199,=2.1636,=0.7690,=1.2355,=1.5824,=1.9452,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0403,=773
="399809",保险主题,2015-02-13,=0.0012,=2147.8800,=-0.1949,=7.2216,=0.2830,=5.4537,=6.8114,=10.5394,=15.0245,=22.8725,=0.7733,=0.2219,=0.6352,=0.7660,=1.2256,=1.4858,=1.9794,=2.1034,=0.9092,=0.5239,=0.8688,=1.0963,=1.4620,=2.3772,=0.0227,=0.1015,=0.0246,=0.0402,=1490
="000818",细分金融,2012-04-11,=0.0073,=6513.0600,=-0.1179,=7.3024,=0.3465,=5.2356,=6.4974,=7.6854,=8.4810,=10.9951,=0.7428,=0.2479,=0.5930,=0.7010,=0.8931,=1.0928,=1.4303,=2.2118,=0.7636,=1.2689,=1.6354,=1.9836,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0397,=6
="931233",港股通央企红利,2017-06-28,=0.0122,=1208.5800,=0.0367,=7.3545,=0.7662,=3.6988,=4.9518,=6.3275,=7.4512,=14.0775,=0.6918,=0.6073,=0.3929,=0.5221,=0.6448,=0.8636,=1.8161,=0.9985,=0.5569,=0.4645,=0.6212,=0.9465,=1.3910,=1.7583,,=0.0906,,=0.0509,=450
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0140,=4292.4300,=0.0676,=7.3966,=0.9091,=4.1647,=4.6252,=5.6477,=6.9733,=7.8218,=0.6911,=0.8195,=0.4381,=0.4942,=0.5878,=0.6864,=0.7455,=0.9829,=0.8996,=0.5323,=0.5942,=0.7398,=0.9295,=1.0366,,=0.0921,,=0.0510,=235
