指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0266,=4194.7655,=0.9526,=242.0624,=0.9409,=70.4245,=117.3661,=131.4409,=166.8807,=348.7588,=12.1214,=0.9409,=2.8469,=4.7878,=5.3827,=6.9623,=17.6268,=26.2146,=0.9409,=7.2923,=10.9606,=12.9252,=15.4770,=37.4011,=0.0009,=0.3605,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=140
="931743",半导体材料设备,2012-12-21,=0.0250,=9648.6862,=0.8738,=161.6942,=0.9675,=30.1973,=39.8765,=60.8353,=88.9005,=224.0742,=12.2776,=0.9675,=2.5588,=3.4273,=4.3021,=6.9673,=17.1334,=18.3221,=0.9662,=2.5903,=3.1610,=3.8435,=11.0243,=25.3851,=0.0012,=0.0390,=0.0009,=0.0021,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=283
="931865",中证半导,2019-03-20,=0.0174,=8602.4159,=0.7383,=189.1155,=0.9663,=32.8138,=45.6766,=73.6949,=127.8536,=255.0466,=11.6771,=0.9514,=3.3892,=4.1492,=5.2562,=8.4008,=15.8034,=21.4350,=0.9663,=6.4190,=7.7039,=8.7775,=15.1052,=28.9040,=0.0009,=0.0446,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=216
="931144",通信技术,2019-05-30,=0.0134,=3608.4323,=0.5499,=74.5984,=0.9450,=22.8153,=30.4640,=37.0437,=51.7623,=113.1406,=11.0954,=0.9696,=2.5671,=3.1120,=3.7120,=4.7982,=15.3977,=6.7853,=0.9673,=1.6428,=2.1074,=2.4954,=3.4136,=9.4991,=0.0030,=0.0333,=0.0021,=0.0043,=0.0065,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=255
="000685",科创芯片,2022-06-13,=0.0123,=3967.1100,=0.5180,=242.3075,=0.9692,=42.1555,=70.0534,=118.5569,=179.9364,=335.4323,=11.1914,=0.9623,=3.1235,=4.0884,=5.1590,=7.6505,=15.4697,=23.1857,=0.9692,=7.4796,=10.0697,=12.2787,=15.7641,=31.9311,=0.0007,=0.0308,=0.0005,=0.0011,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=502
="H30184",半导体,2013-07-15,=0.0158,=13232.8031,=0.4380,=134.5278,=0.9637,=33.2056,=51.7038,=78.3907,=107.5736,=186.6477,=9.1859,=0.9415,=2.5082,=3.4316,=4.8769,=7.4668,=12.7528,=14.4487,=0.9839,=1.3963,=2.6456,=7.0104,=9.4617,=20.0377,=0.0014,=0.0322,=0.0010,=0.0018,=0.0024,=0.0036,=0.0070,=0.0203,=0.0527,=0.0094,=3386
="932066",半导体行业精选,2023-11-10,=0.0105,=5765.1048,=0.4193,=105.5317,=0.8688,=50.1901,=65.2489,=83.2602,=99.1049,=142.8699,=9.0050,=0.8808,=3.1655,=4.1445,=6.7491,=8.3743,=12.2533,=13.6650,=0.8989,=6.6489,=8.4006,=10.7487,=12.5221,=18.4956,=0.0016,=0.1765,=0.0012,=0.0017,=0.0023,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=5
="990001",中华半导体芯片,2019-03-18,=0.0129,=16884.5098,=0.3967,=136.9058,=0.9398,=33.1780,=61.4543,=85.9928,=116.5043,=187.5449,=9.0822,=0.9437,=3.1429,=4.2830,=5.3416,=7.4760,=12.4905,=14.2435,=0.9782,=3.3238,=6.0903,=7.1245,=9.5285,=19.5120,=0.0012,=0.0195,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1384
="H30007",芯片产业,2012-12-20,=0.0129,=4393.9474,=0.3876,=129.7120,=0.9233,=24.2382,=40.3144,=71.1792,=112.9635,=186.5687,=9.2849,=0.9633,=1.9412,=3.6288,=4.5293,=7.2487,=12.9184,=14.0970,=0.9839,=1.5871,=3.6950,=6.5511,=8.3378,=19.5328,=0.0012,=0.0161,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=538
="980017",国证芯片,2015-02-17,=0.0118,=17323.4700,=0.3655,=131.5638,=0.8988,=30.3742,=55.7523,=81.0241,=107.9317,=227.4136,=9.7765,=0.9739,=3.1638,=4.0981,=5.7638,=7.4932,=13.5798,=15.1442,=0.9793,=3.6283,=5.7908,=6.6701,=8.0789,=20.9165,=0.0011,=0.0231,=0.0008,=0.0016,=0.0021,=0.0027,=0.0044,=0.0146,=0.0397,=0.0130,=2614
="000682",科创信息,2021-08-16,=0.0076,=2720.7900,=0.3646,=191.1957,=0.9738,=41.6131,=61.2413,=93.2609,=134.5807,=255.5918,=10.3436,=0.9662,=3.3247,=4.3580,=5.3891,=6.6651,=13.8809,=16.3021,=0.9738,=5.5790,=7.3222,=8.9094,=11.5085,=21.7670,=0.0014,=0.0262,=0.0011,=0.0020,=0.0030,=0.0038,=0.0070,=0.0200,=0.0432,=0.0072,=104
