指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0020,=12407.3700,=-0.0294,=5.9811,=0.8436,=3.2016,=4.0497,=5.1671,=5.8880,=7.9938,=0.5658,=0.4950,=0.3790,=0.4552,=0.5667,=0.7162,=1.0569,=2.2793,=0.8984,=1.0856,=1.4281,=1.7371,=2.0862,=2.9053,,=0.0932,,=0.0531,=80
="H11146",港股通内地金融,2010-06-02,=-0.0003,=1093.1546,=-0.0068,=6.2682,=0.5978,=3.2759,=4.5181,=5.8742,=6.7473,=9.2347,=0.6374,=0.4176,=0.3797,=0.4941,=0.6810,=0.8770,=1.1859,=1.6203,=0.8275,=0.6692,=0.9479,=1.2649,=1.5899,=2.1885,,=0.0962,,=0.0474,=32
="930792",HK银行,2016-04-22,=0.0017,=4414.2900,=0.0022,=6.7626,=0.8073,=3.2659,=4.4520,=5.7854,=6.7247,=9.5632,=0.6462,=0.5462,=0.3905,=0.4959,=0.6238,=0.8026,=1.0771,=2.5274,=0.8834,=1.0519,=1.5154,=1.8313,=2.3209,=3.1066,,=0.0964,,=0.0502,=740
="399986",中证银行,2013-07-15,=-0.0028,=7292.0200,=-0.0409,=6.9035,=0.8250,=4.1183,=5.2645,=6.2226,=6.8100,=9.0846,=0.6773,=0.3880,=0.4848,=0.5838,=0.7249,=0.9059,=1.2416,=2.6311,=0.8921,=1.4134,=1.7845,=2.1177,=2.4446,=3.3016,=0.0685,=0.0932,=0.0729,=0.0450,=9440
="H30106",H300金融服务,2013-05-21,=0.0050,=1529.3800,=0.0107,=7.0669,=0.5423,=4.0175,=5.3653,=6.9016,=7.7687,=11.1922,=0.7579,=0.5160,=0.4470,=0.5779,=0.7482,=0.9081,=1.2489,=1.9773,=0.8720,=0.8557,=1.1817,=1.4548,=1.8449,=2.3593,,=0.1014,,=0.0450,=17
="399809",保险主题,2015-02-13,=-0.0143,=2456.4300,=-0.0793,=7.3544,=0.3035,=5.4537,=6.8119,=10.6431,=15.0228,=22.8725,=0.8279,=0.3155,=0.6352,=0.7669,=1.2283,=1.4853,=1.9794,=2.1616,=0.9386,=0.5239,=0.8689,=1.0979,=1.3737,=2.3772,=0.0826,=0.1040,=0.0824,=0.0395,=1465
="000018",180金融,2007-12-10,=-0.0066,=5478.4400,=-0.0778,=7.3746,=0.4510,=5.2016,=6.4321,=7.4955,=8.3000,=10.8609,=0.7862,=0.3373,=0.5902,=0.6966,=0.8917,=1.0736,=1.4199,=2.2356,=0.8278,=1.2355,=1.5826,=1.9275,=2.1886,=2.8772,=0.0783,=0.0973,=0.0761,=0.0398,=765
="000818",细分金融,2012-04-11,=-0.0092,=6811.3900,=-0.0775,=7.4957,=0.4452,=5.2356,=6.4985,=7.6831,=8.4792,=10.9951,=0.7984,=0.3283,=0.5930,=0.7010,=0.9085,=1.0986,=1.4303,=2.2881,=0.8324,=1.2689,=1.6360,=1.9721,=2.2451,=2.9111,=0.0780,=0.0969,=0.0769,=0.0389,=6
="931233",港股通央企红利,2017-06-28,=-0.0036,=1240.3700,=0.0639,=7.5895,=0.8432,=3.6988,=4.9387,=6.2844,=7.4188,=14.0775,=0.7280,=0.6823,=0.3929,=0.5213,=0.6414,=0.8673,=1.8161,=1.0285,=0.5920,=0.4645,=0.6185,=0.9356,=1.3937,=1.7583,,=0.0974,,=0.0529,=399
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0015,=4366.4200,=0.0860,=7.6165,=1,=4.1647,=4.6084,=5.5701,=6.8397,=7.6165,=0.7233,=1,=0.4381,=0.4919,=0.5814,=0.6727,=0.7233,=1.0023,=0.9928,=0.5323,=0.5912,=0.7277,=0.9107,=1.0190,,=0.0980,,=0.0523,=204
="000914",300金融,2007-07-02,=-0.0094,=6200.3300,=-0.0770,=7.7773,=0.4872,=5.2769,=6.6035,=7.8168,=8.5959,=11.3863,=0.7943,=0.3126,=0.5962,=0.7048,=0.9319,=1.1382,=1.4919,=2.1445,=0.8521,=1.1210,=1.4313,=1.8124,=2.0677,=2.7052,=0.0748,=0.0919,=0.0740,=0.0385,=338
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0027,=2966.9300,=0.0662,=7.8091,=0.9957,=3.7550,=5.0384,=5.7733,=6.6351,=7.9027,=0.7932,=0.9827,=0.4590,=0.5769,=0.6369,=0.7272,=0.8175,=1.1960,=0.9932,=0.5101,=0.6869,=0.7908,=0.8958,=1.2126,,=0.1004,,=0.0512,=265
="987016",港股通红利低波,2021-11-18,,,=0.1595,=7.8983,=1,=3.4544,=4.2816,=4.8573,=6.4202,=7.8983,=0.7308,=1,=0.4152,=0.4835,=0.5357,=0.6292,=0.7308,=1.2881,=1,=0.5827,=0.6575,=0.7850,=0.9972,=1.2881,,=0.0953,,=0.0529,=107
="931024",港股通非银,2017-11-06,=0.0014,=4171.2700,=-0.0285,=7.9238,=0.0596,=6.7549,=8.7756,=11.3861,=13.3914,=22.4310,=1.1270,=0.5990,=0.6237,=0.8455,=1.0444,=1.2269,=1.7592,=1.3415,=0.8683,=0.5870,=0.8715,=1.0055,=1.1971,=2.2002,,=0.1136,,=0.0328,=173
="H11140",香港红利,2009-07-23,=0.0026,=4036.7292,=0.1056,=7.9470,=0.7789,=3.0693,=4.4554,=5.9845,=8.4154,=13.9623,=0.7572,=0.6838,=0.3833,=0.5103,=0.6299,=0.8659,=1.1652,=1.2730,=0.7389,=0.5431,=0.7464,=0.9728,=1.5690,=2.1349,,=0.0974,,=0.0534,=27
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0027,=4743.6300,=0.0617,=8.0032,=0.9054,=3.5572,=4.6317,=5.9492,=7.1046,=9.5068,=0.7307,=0.7358,=0.3828,=0.4842,=0.5752,=0.8178,=1.1073,=0.9535,=0.5932,=0.4386,=0.6492,=0.8391,=1.4252,=2.0623,,=0.0887,,=0.0532,=1401
="000934",中证金融,2009-07-03,=-0.0099,=5806.3300,=-0.0738,=8.0675,=0.5021,=5.7083,=6.8952,=8.0623,=8.8699,=11.5527,=0.8049,=0.3081,=0.6117,=0.7182,=0.9374,=1.1528,=1.5017,=2.1318,=0.8509,=1.1467,=1.4503,=1.8026,=2.0577,=2.6696,=0.0732,=0.0889,=0.0723,=0.0374,=1146
="H30270",红利价值,2013-12-19,=-0.0040,=9833.1100,=0.0316,=8.0905,=0.7819,=4.4543,=5.4185,=6.7235,=8.7896,=13.0955,=0.8431,=0.6620,=0.5256,=0.6477,=0.7581,=1.2604,=1.7317,=1.6321,=0.9996,=0.5854,=0.8081,=0.9930,=1.2557,=1.6417,=0.0717,=0.0975,=0.0748,=0.0423,=166
="931157",SHS红利成长LV,2019-04-25,=-0.0038,=7541.1454,=0.0116,=8.1217,=0.7328,=4.1261,=5.5645,=6.8664,=8.3533,=11.5318,=0.8331,=0.6053,=0.5154,=0.6235,=0.8060,=0.9309,=1.5888,=1.5863,=0.9777,=0.5018,=0.7027,=1.0204,=1.3716,=1.6333,,=0.0965,,=0.0477,=291
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0028,=1383.6300,=0.0848,=8.2185,=0.8705,=3.6777,=4.8617,=6.6099,=7.7217,=10.6953,=0.7668,=0.6521,=0.4041,=0.5047,=0.6486,=0.9071,=1.1746,=1.1858,=0.6492,=0.5013,=0.7009,=1.0665,=1.4996,=1.9871,,=0.0935,,=0.0525,=898
