指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=-0.0734,=4393.2022,=1.0450,=238.6876,=0.9260,=70.4245,=117.4285,=132.2976,=168.2117,=348.7588,=12.5050,=0.9360,=2.8469,=4.7915,=5.4954,=7.0165,=17.6268,=27.0381,=0.9400,=7.2923,=10.9919,=12.9780,=15.7040,=37.4011,=0.0009,=0.2820,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=147
="931743",半导体材料设备,2012-12-21,=-0.0754,=9919.1781,=0.9264,=160.2511,=0.9538,=30.1973,=40.0333,=61.1728,=89.4427,=224.0742,=12.1359,=0.9512,=2.5588,=3.4348,=4.3131,=7.0598,=17.1334,=18.6566,=0.9576,=2.5903,=3.1786,=3.8562,=11.1931,=25.3851,=0.0012,=0.0424,=0.0009,=0.0020,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=293
="931865",中证半导,2019-03-20,=-0.0781,=8579.6496,=0.7337,=177.2030,=0.9440,=32.8138,=45.7023,=73.8695,=129.6847,=255.0466,=11.2781,=0.9341,=3.3892,=4.1499,=5.2936,=8.5233,=15.8034,=20.8864,=0.9538,=6.4190,=7.7047,=8.8087,=15.2529,=28.9040,=0.0009,=0.0600,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=219
="931144",通信技术,2019-05-30,=-0.0872,=3650.8190,=0.5681,=73.4631,=0.9367,=22.8153,=30.4745,=37.1279,=52.1366,=113.1406,=11.0163,=0.9646,=2.5671,=3.1132,=3.7401,=4.8225,=15.3977,=6.7306,=0.9618,=1.6428,=2.1083,=2.5052,=3.4216,=9.4991,=0.0030,=0.0359,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=257
="000685",科创芯片,2022-06-13,=-0.0764,=3958.5400,=0.5147,=214.0075,=0.9410,=42.1555,=70.3641,=119.2644,=181.3574,=335.4323,=10.9041,=0.9469,=3.1235,=4.0895,=5.1833,=7.7025,=15.4697,=22.2982,=0.9558,=7.4796,=10.0758,=12.3254,=15.8549,=31.9311,=0.0008,=0.0413,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=511
="H30184",半导体,2013-07-15,=-0.0770,=13188.8567,=0.4332,=116.8429,=0.8718,=33.2056,=51.7038,=78.8040,=107.8355,=186.6477,=8.8318,=0.9130,=2.5082,=3.4337,=4.8892,=7.4833,=12.7528,=13.9988,=0.9765,=1.3963,=2.6456,=7.0378,=9.5422,=20.0377,=0.0014,=0.0416,=0.0010,=0.0017,=0.0024,=0.0035,=0.0070,=0.0203,=0.0527,=0.0094,=3397
="932066",半导体行业精选,2023-11-10,=-0.0752,=5735.9753,=0.4121,=92.7011,=0.6830,=50.1901,=65.3279,=83.4816,=100.3888,=142.8699,=8.6449,=0.8244,=3.1655,=4.1490,=6.7665,=8.4332,=12.2533,=13.2950,=0.8616,=6.6489,=8.4035,=10.8386,=12.5983,=18.4956,=0.0017,=0.2158,=0.0012,=0.0016,=0.0022,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=6
="931688",中证算力,2022-07-21,,,=0.4052,=36.6199,=0.9020,=18.0036,=20.8143,=24.0531,=32.5800,=44.9092,=3.8529,=0.9121,=1.6529,=1.9019,=2.2855,=3.3796,=4.7747,=2.6934,=0.8982,=1.3731,=1.5946,=1.8199,=2.5062,=3.3716,=0.0150,=0.0666,=0.0131,=0.0191,=0.0261,=0.0299,=0.0338,=0.0245,=0.1011,=0.0224,=110
="990001",中华半导体芯片,2019-03-18,=-0.0788,=16617.2516,=0.3746,=117.1814,=0.8030,=33.1780,=61.5415,=86.1830,=116.9696,=187.5449,=8.6665,=0.9162,=3.1429,=4.2841,=5.3539,=7.5038,=12.4905,=13.6615,=0.9678,=3.3238,=6.0957,=7.1276,=9.5752,=19.5120,=0.0012,=0.0322,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1385
="H30007",芯片产业,2012-12-20,=-0.0791,=4327.9867,=0.3667,=103.2779,=0.7571,=24.2382,=40.3144,=71.5493,=113.4115,=186.5687,=8.7694,=0.9439,=1.9412,=3.6288,=4.5422,=7.2876,=12.9184,=13.3839,=0.9728,=1.5871,=3.6957,=6.5603,=8.3684,=19.5328,=0.0012,=0.0227,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=543
="980017",国证芯片,2015-02-17,=-0.0782,=17141.6900,=0.3512,=114.1113,=0.8192,=30.3742,=55.8843,=81.3824,=109.1441,=227.4136,=9.3308,=0.9547,=3.1638,=4.1038,=5.7838,=7.5160,=13.5798,=14.5838,=0.9706,=3.6283,=5.7952,=6.6943,=8.1773,=20.9165,=0.0011,=0.0300,=0.0008,=0.0016,=0.0020,=0.0027,=0.0044,=0.0146,=0.0397,=0.0130,=2617
="000682",科创信息,2021-08-16,=-0.0742,=2681.4300,=0.3449,=170.1085,=0.9472,=41.6131,=61.4635,=93.4264,=135.7900,=255.5918,=9.9938,=0.9472,=3.3247,=4.3590,=5.4024,=6.8880,=13.8809,=15.5041,=0.9606,=5.5790,=7.3277,=8.9221,=11.5275,=21.7670,=0.0014,=0.0319,=0.0011,=0.0020,=0.0030,=0.0038,=0.0070,=0.0200,=0.0432,=0.0072,=106
="931079",5G通信,2019-04-25,=-0.0799,=2575.7776,=0.3361,=48.9159,=0.8907,=21.0709,=27.7203,=33.6708,=44.6696,=103.6981,=7.5565,=0.9589,=2.3623,=3.0455,=3.6328,=5.3408,=10.5199,=2.9446,=0.9532,=1.1916,=1.4915,=1.8823,=2.3709,=4.2354,=0.0052,=0.1482,=0.0036,=0.0056,=0.0082,=0.0121,=0.0152,=0.0389,=0.1398,=0.0276,=2284
="H30318",科技传媒通信150,2014-04-15,=-0.0795,=4095.6564,=0.3321,=61.0293,=0.9122,=19.8534,=28.8631,=38.1291,=50.0679,=90.7292,=9.4325,=0.9748,=2.0037,=2.4801,=3.5037,=4.4105,=13.0479,=4.8369,=0.9691,=1.2409,=1.8640,=2.3034,=2.8412,=6.8164,=0.0038,=0.0124,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.0368,=0.1091,=0.0211,=49
="980080",成长100,2012-12-28,,,=0.3288,=55.5125,=0.6690,=39.4731,=45.2129,=50.0691,=63.7154,=82.4653,=6.6818,=0.7431,=3.0437,=3.6604,=5.7194,=6.9143,=9.2690,=4.2883,=0.7361,=2.0191,=2.4150,=3.0845,=4.5145,=5.8594,=0.0039,=0.1065,=0.0030,=0.0049,=0.0057,=0.0069,=0.0087,=0.0481,=0.1452,=0.0254,=263
="399363",云科技,2009-08-03,=-0.0783,=12068.6800,=0.2917,=35.4963,=0.1732,=25.0041,=36.0481,=41.5464,=48.7831,=74.9161,=4.0813,=0.2478,=3.0187,=3.9515,=4.6439,=5.5540,=10.4646,=2.7901,=0.4359,=1.6015,=2.2265,=3.0479,=3.7052,=4.3638,=0.0139,=0.9753,=0.0046,=0.0055,=0.0070,=0.0104,=0.0160,=0.0491,=0.1469,=0.0254,=287
="000690",科创成长,2022-11-04,=-0.0740,=2421.6900,=0.2917,=105.2747,=0.5843,=26.4295,=46.3146,=83.4096,=154.6490,=288.8500,=12.7070,=0.8139,=3.7827,=4.8585,=5.6136,=12.3275,=18.2315,=13.4630,=0.7454,=2.7510,=4.0147,=6.7468,=14.5466,=20.0971,=0.0015,=0.0479,=0.0011,=0.0021,=0.0034,=0.0053,=0.0127,=0.0188,=0.1043,=0.0143,=149
="000698",科创100,2023-08-07,=-0.0729,=1882.6800,=0.2913,=108.5312,=0.1156,=60.6995,=128.3512,=212.0811,=252.6256,=337.2511,=6.9391,=0.9306,=2.7397,=3.6210,=4.2136,=5.9336,=8.5061,=7.4486,=0.6816,=4.0312,=5.1128,=6.3677,=8.4107,=10.0837,=0.0030,=0.1211,=0.0025,=0.0033,=0.0053,=0.0064,=0.0089,=0.0093,=0.0369,=0.0028,=583
="CN5075",国证信创,2015-02-16,,,=0.2831,=85.5136,=0.5576,=39.3034,=50.0196,=78.3847,=124.4479,=152.0158,=7.8203,=0.8633,=3.0386,=3.5737,=5.2614,=7.4183,=10.9595,=6.3092,=0.9048,=2.8415,=3.7009,=4.4397,=5.5928,=8.6847,=0.0025,=0.0876,=0.0018,=0.0030,=0.0057,=0.0079,=0.0108,=0.0268,=0.0598,=0.0136,=30
="931406",5G 50,2020-02-20,=-0.0778,=2725.8241,=0.2806,=31.8211,=0.7089,=15.2657,=20.6095,=24.0358,=34.6415,=51.5506,=3.5333,=0.6728,=1.5292,=1.9707,=2.5708,=3.8319,=5.3757,=2.3245,=0.9562,=0.9155,=1.4065,=1.5868,=1.9216,=2.9469,=0.0161,=0.4077,=0.0042,=0.0067,=0.0205,=0.0276,=0.0387,=0.0252,=0.1023,=0.0236,=705
="931087",科技龙头,2019-03-20,=-0.0712,=6715.9814,=0.2777,=53.5146,=0.8300,=22.2848,=33.6833,=40.7298,=52.4356,=78.0359,=8.2042,=0.9711,=2.8190,=4.2303,=5.3208,=6.5441,=11.1808,=7.2575,=0.9772,=2.0316,=3.3118,=4.0009,=4.9947,=9.7717,=0.0054,=0.2117,=0.0037,=0.0053,=0.0064,=0.0086,=0.0172,=0.0321,=0.1080,=0.0209,=2099
="931160",通信设备,2013-07-15,=-0.0817,=19661.7158,=0.2717,=51.0699,=0.7707,=19.3231,=27.7990,=36.6958,=54.9602,=91.1971,=8.7665,=0.9724,=2.1520,=2.8712,=3.4260,=3.9732,=12.1269,=2.9468,=0.9629,=0.9706,=1.2833,=1.5072,=2.4398,=4.3558,=0.0054,=0.2091,=0.0028,=0.0052,=0.0077,=0.0150,=0.0221,=0.0428,=0.1280,=0.0276,=1306
