指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0968,=4086.2500,=0.9021,=234.9664,=0.9367,=70.4245,=117.3661,=131.2970,=166.7243,=348.7588,=11.7660,=0.9367,=2.8469,=4.7878,=5.3749,=6.9494,=17.6268,=25.4461,=0.9367,=7.2923,=10.9606,=12.9058,=15.4122,=37.4011,=0.0009,=0.4000,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=139
="931743",半导体材料设备,2012-12-21,=0.0953,=9413.1900,=0.8281,=157.3942,=0.9597,=30.1973,=39.8765,=60.8131,=88.8493,=224.0742,=11.9511,=0.9597,=2.5588,=3.4273,=4.2932,=6.9624,=17.1334,=17.8349,=0.9597,=2.5903,=3.1610,=3.8421,=11.0083,=25.3851,=0.0012,=0.0416,=0.0009,=0.0021,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=280
="931865",中证半导,2019-03-20,=0.0842,=8455.0200,=0.7085,=185.9541,=0.9633,=32.8138,=45.5491,=73.5989,=127.8536,=255.0466,=11.4819,=0.9464,=3.3892,=4.1491,=5.2551,=8.4008,=15.8034,=21.0767,=0.9633,=6.4190,=7.7038,=8.7736,=15.1052,=28.9040,=0.0009,=0.0596,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=214
="931144",通信技术,2019-05-30,=0.0159,=3560.7400,=0.5294,=73.6941,=0.9426,=22.8153,=30.4640,=37.0406,=51.7392,=113.1406,=10.9609,=0.9684,=2.5671,=3.1120,=3.7118,=4.7960,=15.3977,=6.7030,=0.9662,=1.6428,=2.1074,=2.4953,=3.4135,=9.4991,=0.0030,=0.0338,=0.0021,=0.0043,=0.0065,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=252
="000685",科创芯片,2022-06-13,=0.0616,=3918.9600,=0.4996,=239.3033,=0.9682,=42.1555,=69.6767,=118.5042,=179.9364,=335.4323,=11.0527,=0.9583,=3.1235,=4.0777,=5.1588,=7.6505,=15.4697,=22.8982,=0.9682,=7.4796,=10.0569,=12.2773,=15.7641,=31.9311,=0.0007,=0.0318,=0.0005,=0.0011,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=502
="H30184",半导体,2013-07-15,=0.0649,=13026.4900,=0.4156,=132.4362,=0.9571,=33.2056,=51.7038,=78.3778,=107.5497,=186.6477,=9.0430,=0.9348,=2.5082,=3.4316,=4.8751,=7.4602,=12.7528,=14.2241,=0.9827,=1.3963,=2.6456,=7.0091,=9.4394,=20.0377,=0.0014,=0.0392,=0.0010,=0.0018,=0.0024,=0.0036,=0.0070,=0.0203,=0.0527,=0.0094,=3379
="932066",半导体行业精选,2023-11-10,=0.0636,=5705.0500,=0.4045,=104.6981,=0.8580,=50.1901,=65.2050,=83.2218,=99.1049,=142.8699,=8.9338,=0.8716,=3.1655,=4.1407,=6.7486,=8.3743,=12.2533,=13.5570,=0.8912,=6.6489,=8.3950,=10.7276,=12.5221,=18.4956,=0.0016,=0.1873,=0.0012,=0.0017,=0.0023,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=2
="990001",中华半导体芯片,2019-03-18,=0.0623,=16669.6600,=0.3790,=135.2076,=0.9314,=33.1780,=61.4521,=85.9782,=116.5043,=187.5449,=8.9696,=0.9347,=3.1429,=4.2745,=5.3405,=7.4760,=12.4905,=14.0668,=0.9766,=3.3238,=6.0900,=7.1241,=9.5285,=19.5120,=0.0012,=0.0206,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1383
="H30007",芯片产业,2012-12-20,=0.0634,=4338.1800,=0.3700,=128.1190,=0.9159,=24.2382,=40.3144,=71.1084,=112.9595,=186.5687,=9.1709,=0.9592,=1.9412,=3.6288,=4.5282,=7.2480,=12.9184,=13.9239,=0.9823,=1.5871,=3.6950,=6.5509,=8.3369,=19.5328,=0.0012,=0.0177,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=534
="000682",科创信息,2021-08-16,=0.0538,=2700.3600,=0.3544,=189.6602,=0.9738,=41.6131,=61.2413,=93.2216,=134.3177,=255.5918,=10.2608,=0.9653,=3.3247,=4.3580,=5.3885,=6.6531,=13.8809,=16.1712,=0.9730,=5.5790,=7.3222,=8.9082,=11.5054,=21.7670,=0.0014,=0.0262,=0.0011,=0.0020,=0.0030,=0.0038,=0.0070,=0.0200,=0.0432,=0.0072,=103
