指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=0.0025,=12405.3242,=-0.0301,=5.9083,=0.8063,=3.2016,=4.0872,=5.2360,=5.9014,=7.9938,=0.5592,=0.4698,=0.3790,=0.4581,=0.5648,=0.7119,=1.0569,=2.2176,=0.8425,=1.0856,=1.4348,=1.7519,=2.1416,=2.9053,=0.0494,=0.2212,=0.0324,=0.0492,=0.0546,=0.0738,=0.0997,,=0.0881,,=103
="H11146",港股通内地金融,2010-06-02,=-0.0011,=1128.0440,=0.0237,=6.0991,=0.5235,=3.2759,=4.5181,=6.0275,=6.7473,=9.2347,=0.6192,=0.4117,=0.3797,=0.4941,=0.6627,=0.8760,=1.1859,=1.5798,=0.7771,=0.6692,=0.9479,=1.3154,=1.5982,=2.1885,=0.0472,=0.3845,=0.0302,=0.0445,=0.0502,=0.0726,=0.0994,,=0.0970,,=41
="932584",智选港股通红利低波,2026-06-11,,,,=6.1452,=0.8621,=5.4952,=5.6520,=5.8782,=6.0802,=6.2685,=0.6277,=0.8621,=0.5613,=0.5773,=0.6004,=0.6211,=0.6403,=0.9441,=0.8621,=0.8443,=0.8683,=0.9031,=0.9341,=0.9631,=0.0555,=0.1379,=0.0544,=0.0561,=0.0580,=0.0600,=0.0621,,,,=12
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0096,=4074.1400,=0.0133,=6.7809,=0.7300,=4.1647,=4.6532,=5.6980,=6.9421,=7.8218,=0.6291,=0.6034,=0.4381,=0.4967,=0.5935,=0.6844,=0.7455,=1.0631,=0.9935,=0.5323,=0.5972,=0.7481,=0.9461,=1.0875,=0.0525,=0.0633,=0.0487,=0.0569,=0.0691,=0.0864,=0.0936,,=0.0921,,=260
="930792",HK银行,2016-04-22,=0.0066,=5034.7143,=0.1417,=6.9133,=0.8283,=3.2659,=4.4645,=5.8966,=6.7947,=9.5632,=0.6735,=0.6218,=0.3905,=0.4964,=0.6241,=0.8010,=1.0771,=2.6327,=0.9541,=1.0519,=1.5167,=1.8790,=2.4162,=3.1066,=0.0456,=0.0685,=0.0355,=0.0500,=0.0563,=0.0743,=0.1045,,=0.0901,,=753
="399986",中证银行,2013-07-15,=0.0031,=7213.7300,=-0.0512,=6.9853,=0.8327,=4.1183,=5.2599,=6.3032,=6.8561,=9.0846,=0.6711,=0.3976,=0.4848,=0.5836,=0.7146,=0.8948,=1.2416,=2.6221,=0.8772,=1.4134,=1.7842,=2.1636,=2.5211,=3.3016,=0.0422,=0.2480,=0.0285,=0.0411,=0.0459,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9622
="H30106",H300金融服务,2013-05-21,=-0.0008,=1621.8963,=0.0705,=7.0691,=0.5328,=4.0175,=5.3653,=6.9787,=7.7687,=11.1922,=0.7574,=0.5401,=0.4470,=0.5779,=0.7403,=0.9081,=1.2489,=2.0187,=0.8837,=0.8557,=1.1817,=1.4740,=1.8970,=2.3593,=0.0440,=0.2443,=0.0288,=0.0433,=0.0472,=0.0664,=0.0918,,=0.1014,,=19
="931233",港股通央企红利,2017-06-28,=-0.0061,=1156.3489,=-0.0081,=7.2616,=0.7346,=3.6988,=4.9656,=6.3751,=7.4434,=14.0775,=0.6831,=0.5890,=0.3929,=0.5230,=0.6452,=0.8592,=1.8161,=0.9859,=0.5498,=0.4645,=0.6246,=0.9473,=1.3888,=1.7583,=0.0515,=0.1775,=0.0394,=0.0519,=0.0570,=0.0797,=0.1038,,=0.0906,,=470
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0083,=2924.3300,=0.0509,=7.3694,=0.9052,=3.7550,=5.0519,=5.8375,=6.8330,=7.9027,=0.7392,=0.8004,=0.4590,=0.5795,=0.6416,=0.7390,=0.8175,=1.1213,=0.9093,=0.5101,=0.6885,=0.7991,=0.9220,=1.2126,=0.0507,=0.0642,=0.0478,=0.0537,=0.0620,=0.0791,=0.1052,,=0.0995,,=281
="H11140",香港红利,2009-07-23,=-0.0047,=3903.3546,=0.0681,=7.4315,=0.7578,=3.0693,=4.4554,=5.9843,=7.7889,=13.9623,=0.7015,=0.5820,=0.3833,=0.5103,=0.6298,=0.8659,=1.1652,=1.1823,=0.6800,=0.5431,=0.7464,=0.9726,=1.3469,=2.1349,=0.0529,=0.1385,=0.0382,=0.0560,=0.0634,=0.0876,=0.1281,,=0.0912,,=48
="000018",180金融,2007-12-10,=-0.0035,=5387.6800,=-0.0930,=7.4365,=0.4734,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7671,=0.3082,=0.5902,=0.6965,=0.8640,=1.0667,=1.4199,=2.2337,=0.8216,=1.2355,=1.5824,=1.9596,=2.2085,=2.8772,=0.0391,=0.4899,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=775
="931024",港股通非银,2017-11-06,=-0.0109,=3981.0774,=-0.0735,=7.4883,=0.0321,=6.7549,=8.5388,=11.0191,=13.3223,=22.4310,=1.0189,=0.4530,=0.6237,=0.8517,=1.0432,=1.2217,=1.7592,=1.2546,=0.8175,=0.5870,=0.8768,=1.0170,=1.2291,=2.2002,=0.0390,=0.7216,=0.0165,=0.0268,=0.0346,=0.0413,=0.0611,,=0.1344,,=203
="399809",保险主题,2015-02-13,=-0.0170,=2234.5000,=-0.1624,=7.5048,=0.3506,=5.4537,=6.8114,=10.3570,=15.0245,=22.8725,=0.8125,=0.3300,=0.6352,=0.7647,=1.2211,=1.4858,=1.9794,=2.1859,=0.9411,=0.5239,=0.8688,=1.0978,=1.7530,=2.3772,=0.0386,=0.6448,=0.0120,=0.0209,=0.0299,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1506
="987016",港股通红利低波,2021-11-18,,,=0.0885,=7.5236,=0.9306,=3.4544,=4.3071,=4.9732,=6.8514,=8.0054,=0.7212,=0.9772,=0.4152,=0.4883,=0.5409,=0.6657,=0.7529,=1.1162,=0.8104,=0.5827,=0.6608,=0.7986,=1.1076,=1.3012,=0.0534,=0.0544,=0.0488,=0.0589,=0.0816,=0.0924,=0.1160,,=0.0893,,=166
="000818",细分金融,2012-04-11,,,=-0.0869,=7.5761,=0.4685,=5.2356,=6.4974,=7.6839,=8.4810,=10.9951,=0.7792,=0.3041,=0.5930,=0.7010,=0.8797,=1.0895,=1.4303,=2.2938,=0.8282,=1.2689,=1.6354,=1.9990,=2.2631,=2.9111,=0.0382,=0.5336,=0.0239,=0.0331,=0.0375,=0.0471,=0.0625,=0.0231,=0.0956,=0.0246,=7
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0081,=4280.3400,=-0.0420,=7.5821,=0.8397,=3.5572,=4.6529,=6.0054,=7.2417,=9.5068,=0.6832,=0.6460,=0.3828,=0.4857,=0.5845,=0.8126,=1.1073,=0.9148,=0.5566,=0.4386,=0.6581,=0.8500,=1.4126,=2.0623,=0.0531,=0.1977,=0.0385,=0.0532,=0.0642,=0.0818,=0.1103,,=0.0803,,=1538
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0087,=1272.8000,=-0.0021,=7.6290,=0.7628,=3.6777,=4.8612,=6.6084,=7.8179,=10.6953,=0.7003,=0.5536,=0.4041,=0.5046,=0.6466,=0.9078,=1.1746,=1.1090,=0.5479,=0.5013,=0.7008,=1.0618,=1.5005,=1.9871,=0.0533,=0.2238,=0.0423,=0.0526,=0.0604,=0.0808,=0.1102,,=0.0903,,=919
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0073,=2666.6100,=0.0762,=7.8060,=0.9251,=3.8979,=4.9503,=5.9310,=7.2550,=8.4533,=0.6966,=0.8285,=0.4277,=0.5177,=0.5809,=0.6848,=0.8197,=1.2150,=0.8907,=0.5333,=0.6981,=0.8834,=1.1275,=1.3442,=0.0515,=0.0368,=0.0482,=0.0563,=0.0670,=0.0839,=0.1067,,=0.0895,,=499
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0105,=4884.1000,=0.0516,=7.8425,=0.8023,=4.2457,=4.7480,=5.8289,=7.8106,=9.0746,=0.7340,=0.7791,=0.4429,=0.5004,=0.5867,=0.7373,=0.8283,=1.2016,=0.9897,=0.6036,=0.6771,=0.8815,=1.0488,=1.2314,=0.0591,=0.1421,=0.0497,=0.0609,=0.0718,=0.0878,=0.0947,,=0.0899,,=86
="931157",SHS红利成长LV,2019-04-25,=-0.0112,=7113.2337,=-0.0460,=7.8589,=0.6567,=4.1261,=5.6091,=6.9618,=8.3273,=11.5318,=0.7767,=0.4131,=0.5154,=0.6278,=0.8054,=0.9218,=1.5888,=1.6890,=0.9989,=0.5018,=0.7132,=1.0417,=1.4218,=1.6968,=0.0465,=0.3793,=0.0259,=0.0419,=0.0482,=0.0557,=0.0761,,=0.0964,,=346
="931130",红利成长低波,2018-12-04,,,=-0.0311,=7.8657,=0.5138,=4.4465,=5.5886,=7.7924,=8.7058,=11.5512,=0.7915,=0.3420,=0.5279,=0.6257,=0.8974,=1.0278,=1.5803,=2.6859,=0.9995,=0.3109,=0.8148,=1.3225,=1.9395,=2.6981,=0.0400,=0.3690,=0.0246,=0.0322,=0.0424,=0.0532,=0.0639,=0.0231,=0.0934,=0.0229,=150
="H30270",红利价值,2013-12-19,=-0.0107,=9255.5470,=-0.0290,=7.8660,=0.7494,=4.4543,=5.4404,=6.7744,=8.6612,=13.0955,=0.7990,=0.6016,=0.5256,=0.6492,=0.7628,=1.2411,=1.7317,=1.5942,=0.9724,=0.5854,=0.8135,=1.0021,=1.3035,=1.6637,=0.0422,=0.2171,=0.0269,=0.0419,=0.0504,=0.0630,=0.0726,=0.0235,=0.0936,=0.0240,=203
="000914",300金融,2007-07-02,=-0.0071,=6059.8200,=-0.0980,=7.8906,=0.5220,=5.2769,=6.6022,=7.8427,=8.6017,=11.3863,=0.7734,=0.2946,=0.5962,=0.7048,=0.8893,=1.1288,=1.4919,=2.1502,=0.8475,=1.1210,=1.4310,=1.8124,=2.0992,=2.7052,=0.0380,=0.5241,=0.0235,=0.0340,=0.0376,=0.0467,=0.0618,=0.0223,=0.0897,=0.0236,=343
="932596",港股通红利低波,2016-02-04,,,=0.0633,=7.9541,=0.4320,=7.1792,=7.7164,=8,=8.2576,=8.5745,=0.7340,=0.5680,=0.6528,=0.6938,=0.7219,=0.7566,=0.7956,=1.3727,=0.9272,=1.2161,=1.2786,=1.3256,=1.3601,=1.4099,=0.0493,=0.1748,=0.0473,=0.0494,=0.0526,=0.0548,=0.0579,,=0.0894,,=98
="930914",港股通高股息,2016-11-25,=-0.0047,=5173.2708,=0.0514,=7.9836,=0.8222,=3.4280,=4.4277,=5.9569,=7.8272,=11.1979,=0.7692,=0.7192,=0.3979,=0.5034,=0.6217,=0.8515,=1.1764,=1.2650,=0.8092,=0.5144,=0.7076,=0.9244,=1.2554,=2.2126,=0.0504,=0.0916,=0.0387,=0.0549,=0.0657,=0.0865,=0.1194,,=0.0918,,=733
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0066,=3772.8300,=0.0495,=8.0014,=0.8660,=4.9972,=5.5680,=6.2229,=7.7564,=8.5526,=0.7673,=0.8282,=0.5264,=0.5934,=0.6359,=0.7572,=0.8375,=0.9510,=0.8751,=0.5404,=0.5952,=0.6725,=0.8863,=1.0234,=0.0477,=0.0573,=0.0450,=0.0519,=0.0693,=0.0773,=0.0871,,=0.0949,,=119
="930992",沪港深红利低波,2017-06-28,,,=-0.0131,=8.0123,=0.8810,=4.0130,=5.1868,=5.9371,=7.7691,=8.5109,=0.7497,=0.8828,=0.4277,=0.5385,=0.5933,=0.7277,=0.7950,=1.1853,=0.8023,=0.4496,=0.6019,=0.8795,=1.1836,=1.3912,=0.0495,=0.0313,=0.0478,=0.0539,=0.0716,=0.0767,=0.0949,,=0.0878,,=52
="000934",中证金融,2009-07-03,=-0.0090,=5657.5800,=-0.0976,=8.1688,=0.5315,=5.7083,=6.8944,=8.0968,=8.8714,=11.5527,=0.7820,=0.2872,=0.6117,=0.7181,=0.8971,=1.1425,=1.5017,=2.1529,=0.8517,=1.1467,=1.4503,=1.8025,=2.0883,=2.6696,=0.0370,=0.5344,=0.0232,=0.0331,=0.0366,=0.0445,=0.0593,=0.0220,=0.0873,=0.0231,=1152
="000029",180价值,2009-01-09,=-0.0052,=4127.4200,=-0.0732,=8.2788,=0.6967,=5.6894,=6.9075,=7.8742,=8.5069,=10.8138,=0.8248,=0.2950,=0.6666,=0.8014,=0.8580,=1.0653,=1.4433,=1.1177,=0.9061,=0.6198,=0.7825,=0.9448,=1.0712,=1.4032,=0.0403,=0.2377,=0.0290,=0.0393,=0.0429,=0.0522,=0.0634,=0.0228,=0.0896,=0.0243,=557
="000992",全指金融,2011-08-02,=-0.0098,=5392.0600,=-0.0995,=8.3195,=0.5196,=5.9310,=7.1022,=8.2749,=9.0288,=11.6339,=0.7819,=0.2810,=0.6188,=0.7234,=0.9035,=1.1536,=1.5107,=2.1442,=0.8496,=1.1568,=1.4432,=1.8067,=2.0835,=2.6668,=0.0367,=0.5542,=0.0229,=0.0327,=0.0360,=0.0437,=0.0581,=0.0217,=0.0846,=0.0227,=2703
="H50040",上红低波,2014-03-21,=-0.0131,=10663.3608,=-0.0330,=8.3325,=0.7565,=4.6938,=5.9512,=7.1116,=9.6645,=14.3118,=0.8419,=0.5373,=0.5647,=0.6911,=0.8316,=1.3609,=1.8756,=1.6235,=0.9716,=0.6380,=0.8684,=1.2019,=1.4074,=1.6845,=0.0426,=0.3251,=0.0230,=0.0391,=0.0465,=0.0588,=0.0718,=0.0234,=0.0936,=0.0244,=368
="H30269",红利低波,2013-12-19,=-0.0089,=10775.4133,=-0.0413,=8.3468,=0.7478,=4.5638,=5.5488,=6.9171,=9.4786,=14.4342,=0.8531,=0.5950,=0.5386,=0.6570,=0.7995,=1.3872,=1.9670,=1.6132,=0.9732,=0.6111,=0.8850,=1.0980,=1.4175,=1.6703,=0.0433,=0.2905,=0.0246,=0.0406,=0.0503,=0.0605,=0.0732,=0.0236,=0.0946,=0.0236,=4597
="931446",东证红利低波,2020-04-21,=-0.0075,=3307.3494,=-0.0393,=8.4465,=0.7738,=5.1478,=6.1884,=7.1693,=8.5270,=11.0216,=0.8182,=0.6948,=0.5884,=0.6974,=0.7662,=0.8702,=1.2481,=1.5070,=0.9338,=0.5909,=0.7568,=0.8928,=1.3332,=1.5979,=0.0421,=0.2390,=0.0325,=0.0416,=0.0485,=0.0564,=0.0651,=0.0224,=0.0895,=0.0240,=871
="000922",中证红利,2008-05-26,=-0.0184,=5404.2835,=-0.0181,=8.5338,=0.7775,=5.1762,=6.0245,=7.6580,=8.6158,=11.2156,=0.8328,=0.4751,=0.5911,=0.7110,=0.8449,=1.1086,=1.4999,=1.2619,=0.8496,=0.6332,=0.7726,=1.0442,=1.2331,=1.7101,=0.0424,=0.2542,=0.0309,=0.0404,=0.0471,=0.0596,=0.0693,=0.0233,=0.0895,=0.0228,=20300
="399373",大盘价值,2010-01-04,=-0.0046,=7998.0300,=-0.0672,=8.7277,=0.6036,=5.4746,=6.8623,=8.3409,=9.1146,=11.9914,=0.8922,=0.4174,=0.6410,=0.8033,=0.9404,=1.1408,=1.5001,=1.1723,=0.8702,=0.5920,=0.7817,=0.9285,=1.1440,=1.4541,=0.0421,=0.4462,=0.0275,=0.0366,=0.0428,=0.0526,=0.0641,=0.0236,=0.0939,=0.0248,=331
="000015",红利指数,2005-01-04,=-0.0203,=3140.4500,=0.0339,=8.7406,=0.9464,=4.6646,=5.5108,=7.0887,=8.0798,=10.4439,=0.8390,=0.6238,=0.5525,=0.6398,=0.7654,=1.0179,=1.3875,=1.4710,=0.9357,=0.7277,=0.8913,=1.1417,=1.3454,=1.6890,=0.0408,=0.1347,=0.0330,=0.0427,=0.0514,=0.0644,=0.0757,=0.0233,=0.0885,=0.0212,=14242
="000151",上国红利,2012-07-20,=-0.0256,=1594.9700,=0.0440,=8.7456,=0.9703,=4.5075,=5.3657,=6.9669,=7.8446,=10.0345,=0.7726,=0.5600,=0.5268,=0.6189,=0.7509,=0.9661,=1.3272,=1.0807,=0.5060,=0.6026,=0.8953,=1.0770,=1.3094,=1.6854,=0.0428,=0.1084,=0.0346,=0.0445,=0.0513,=0.0650,=0.0754,=0.0218,=0.0803,=0.0258,=225
="000821",300红利,2012-07-20,=-0.0074,=6598.1891,=-0.0111,=8.7667,=0.8702,=4.9998,=6.1944,=7.5620,=8.4727,=10.9286,=0.8620,=0.4944,=0.5725,=0.7140,=0.8640,=1.0796,=1.4919,=1.3932,=0.8945,=0.6098,=0.7993,=1.0660,=1.3247,=1.6963,=0.0434,=0.2814,=0.0319,=0.0423,=0.0473,=0.0563,=0.0673,=0.0235,=0.0916,=0.0239,=1001
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0176,=4119.2100,=0.0258,=8.7902,=0.5016,=4.8859,=6.8728,=8.7743,=11.5462,=16.1208,=0.8319,=0.4281,=0.5567,=0.7305,=0.8631,=1.1580,=1.3660,=0.9457,=0.4330,=0.5555,=0.7802,=0.9824,=1.3532,=1.5178,=0.0569,=0.6101,=0.0276,=0.0361,=0.0531,=0.0664,=0.1028,,=0.0950,,=35
="930740",300红利LV,2018-12-04,=-0.0059,=7000.0889,=-0.0236,=8.8761,=0.8374,=5.4153,=6.8356,=7.5392,=8.7008,=9.6903,=0.8647,=0.5251,=0.6159,=0.7737,=0.8564,=0.9455,=1.0604,=1.5523,=0.8417,=0.6725,=0.8577,=1.0803,=1.5060,=1.9253,=0.0438,=0.3544,=0.0370,=0.0418,=0.0452,=0.0512,=0.0622,=0.0239,=0.0932,=0.0223,=630
="000063",上证周期,2010-02-03,=-0.0127,=3659.2900,=-0.0981,=8.8785,=0.6123,=5.4761,=7.1362,=8.5973,=9.4385,=12.4946,=0.9261,=0.4310,=0.6668,=0.8368,=0.9560,=1.1066,=1.4831,=1.5294,=0.8871,=0.8113,=1.0636,=1.2496,=1.4489,=1.7571,=0.0375,=0.3679,=0.0252,=0.0350,=0.0386,=0.0518,=0.0626,=0.0245,=0.0975,=0.0256,=205
="930955",红利低波100,2017-05-26,=-0.0105,=11337.7275,=-0.0385,=8.8903,=0.8323,=5.0805,=6.0769,=7.4359,=8.6202,=11.5013,=0.8825,=0.6385,=0.5792,=0.6669,=0.8283,=0.9870,=1.3722,=1.5048,=0.9348,=0.5888,=0.7796,=0.9918,=1.3680,=1.7525,=0.0445,=0.3058,=0.0270,=0.0431,=0.0471,=0.0561,=0.0683,=0.0234,=0.0928,=0.0257,=2316
="931644",800红利,2024-03-15,,,=0.0013,=8.9191,=0.6848,=6.4729,=7.3615,=8.3824,=9.0454,=9.4757,=0.8675,=0.6042,=0.7001,=0.7723,=0.8574,=0.9065,=0.9431,=1.2491,=0.6410,=0.8423,=0.9277,=1.1477,=1.2928,=1.3602,=0.0433,=0.2364,=0.0416,=0.0431,=0.0470,=0.0578,=0.0662,=0.0236,=0.0906,=0.0231,=32
="000824",国企红利,2012-07-20,=-0.0164,=2106.6445,=-0.0068,=8.9222,=0.9267,=4.8847,=5.9406,=7.3386,=8.4624,=10.7823,=0.8640,=0.5707,=0.5610,=0.6880,=0.8236,=1.0592,=1.4469,=1.2864,=0.8360,=0.5370,=0.7016,=0.9867,=1.2563,=1.6834,=0.0425,=0.2402,=0.0328,=0.0418,=0.0481,=0.0583,=0.0694,=0.0232,=0.0892,=0.0226,=954
="931848",800红利低波,2024-05-21,=-0.0095,=3148.9576,=-0.0052,=8.9892,=0.4802,=7.4155,=8.2481,=9.0495,=9.4637,=9.7854,=0.8805,=0.2873,=0.7315,=0.8568,=0.9174,=0.9687,=1.0024,=1.6524,=0.9981,=1.1714,=1.2366,=1.3520,=1.3886,=1.6630,=0.0418,=0.2987,=0.0399,=0.0412,=0.0437,=0.0518,=0.0594,=0.0237,=0.0929,=0.0230,=153
="399805",互联金融,2015-02-10,=-0.0432,=2612.2300,=-0.3213,=8.9896,=0.1261,=7.5943,=9.6587,=11.3775,=13.1628,=16.5816,=0.9378,=0.1059,=0.7644,=1.0357,=1.3959,=1.7184,=2.0317,=1.7283,=0.7256,=1.1667,=1.4082,=1.6147,=1.7935,=2.2636,=0.0363,=0.8982,=0.0145,=0.0185,=0.0235,=0.0336,=0.0507,=0.0238,=0.0940,=0.0248,=330
="000919",300价值,2008-01-21,=-0.0101,=5041.2358,=-0.0521,=9.0470,=0.7103,=5.9577,=7.3283,=8.4456,=9.2438,=12.2376,=0.9067,=0.3914,=0.6917,=0.8489,=0.9355,=1.1454,=1.5388,=1.1244,=0.8517,=0.6314,=0.7861,=0.9060,=1.1073,=1.3421,=0.0402,=0.4532,=0.0265,=0.0362,=0.0407,=0.0490,=0.0609,=0.0228,=0.0921,=0.0242,=4335
="000825",央企红利,2012-07-20,=-0.0117,=3362.1802,=-0.0264,=9.2930,=0.9563,=4.7369,=6.0940,=7.3096,=8.4595,=10.5687,=0.8992,=0.6106,=0.5507,=0.6915,=0.8555,=0.9983,=1.3929,=1.2365,=0.8385,=0.6009,=0.8548,=1.0719,=1.2200,=1.7357,=0.0413,=0.1463,=0.0330,=0.0422,=0.0473,=0.0555,=0.0713,=0.0224,=0.0902,=0.0228,=371
="931479",证券保险,2020-05-06,=-0.0226,=928.8231,=-0.1260,=9.3789,=0.0543,=8.4973,=11.7480,=13.3985,=15.4972,=21.1012,=1.2718,=0.2998,=1.0296,=1.2181,=1.3714,=1.5621,=2.2844,=1.7099,=0.7181,=1.0318,=1.2763,=1.4637,=1.7850,=2.2879,=0.0285,=0.7809,=0.0162,=0.0225,=0.0251,=0.0289,=0.0357,=0.0256,=0.1317,=0.0302,=47
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0119,=8597.9800,=-0.0914,=9.4167,=0.5808,=5.7712,=7.9406,=9.0920,=10.2891,=13.0207,=1.0316,=0.3534,=0.7256,=0.9442,=1.0794,=1.2097,=1.5098,=1.7120,=0.7786,=0.9123,=1.1607,=1.4397,=1.7362,=2.4187,=0.0355,=0.4025,=0.0247,=0.0321,=0.0369,=0.0450,=0.0643,,=0.1044,,=268
="932305",智选高股息,2024-09-30,=-0.0188,=11120.8095,=-0.0035,=9.4411,=0.7945,=7.0143,=7.5055,=8.3665,=9.4502,=10.9391,=1.0778,=0.7443,=0.8750,=0.9251,=1.0507,=1.0832,=1.1675,=0.5210,=0.0525,=0.4805,=0.7243,=0.7741,=1.2718,=1.3342,=0.0601,=0.2968,=0.0457,=0.0595,=0.0640,=0.0685,=0.0723,=0.0253,=0.1000,=0.0324,=345
="000968",300周期,2010-05-28,,,=-0.0827,=9.4894,=0.6086,=6.1174,=7.8172,=9.1346,=10.2896,=13.3562,=0.9485,=0.4046,=0.7021,=0.8484,=0.9995,=1.1736,=1.5550,=1.5633,=0.8780,=0.8459,=1.0834,=1.2650,=1.4996,=1.8297,=0.0357,=0.4738,=0.0230,=0.0319,=0.0360,=0.0470,=0.0569,=0.0243,=0.0922,=0.0244,=100
