指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931406",5G 50,2020-02-20,=0.0744,=2655.9200,=0.2478,=32.0016,=0.7178,=15.2657,=20.6072,=23.8012,=34.6466,=51.5506,=3.5658,=0.6890,=1.5292,=1.9695,=2.5507,=3.8353,=5.3757,=2.3411,=0.9642,=0.9155,=1.4057,=1.5854,=1.9167,=2.9469,=0.0174,=0.4323,=0.0042,=0.0067,=0.0206,=0.0276,=0.0387,=0.0252,=0.1023,=0.0236,=701
="000936",中证电信,2009-07-03,=0.0723,=12396.1400,=0.2471,=29.1765,=0.5769,=14.1836,=20.2178,=26.5906,=41.2993,=123.1725,=2.7973,=0.8037,=1.2149,=1.7612,=2.3409,=2.7932,=3.6232,=2.6552,=0.9835,=0.7463,=1.0280,=1.2668,=1.8232,=3.0800,=0.0216,=0.6000,=0.0019,=0.0063,=0.0095,=0.0319,=0.0507,=0.0215,=0.0913,=0.0219,=337
="931087",科技龙头,2019-03-20,=0.0598,=6546.2400,=0.2454,=57.7129,=0.9374,=22.2848,=33.6375,=40.6297,=52.2270,=78.0359,=8.3252,=0.9810,=2.8190,=4.2285,=5.3082,=6.5299,=11.1808,=7.2825,=0.9832,=2.0316,=3.3114,=3.9826,=4.9760,=9.7717,=0.0055,=0.2286,=0.0037,=0.0054,=0.0064,=0.0086,=0.0172,=0.0321,=0.1080,=0.0209,=2093
="931160",通信设备,2013-07-15,=0.0911,=19150.3800,=0.2387,=54.2929,=0.7971,=19.3231,=27.7990,=36.6958,=54.6170,=91.1971,=8.8841,=0.9777,=2.1520,=2.8712,=3.4260,=3.9732,=12.1269,=3.1013,=0.9724,=0.9706,=1.2833,=1.5072,=2.4398,=4.3558,=0.0067,=0.3926,=0.0028,=0.0051,=0.0077,=0.0150,=0.0221,=0.0428,=0.1280,=0.0276,=1278
="970070",创业板人工智能,2024-07-11,=0.0939,=7332.9700,=0.2367,=76.1148,=0.3600,=48.3861,=71.6465,=81.1645,=94.0600,=119.1606,=12.0578,=0.8980,=3.3467,=5.1195,=6.3474,=10.0214,=15.2749,=9.4969,=0.8540,=3.4016,=4.9550,=6.1462,=9.2177,=12.0918,=0.0035,=0.1820,=0.0027,=0.0036,=0.0052,=0.0066,=0.0096,=0.0381,=0.1206,=0.0167,=236
="931380",科技50,2019-11-25,=0.0380,=3901.0700,=0.2347,=45.8027,=0.4914,=22.4426,=31.2535,=46.2116,=56.5811,=71.9143,=5.8985,=0.6134,=2.7627,=3.8752,=5.4854,=7.3516,=9.9144,=5.1331,=0.6702,=2.1802,=3.0694,=4.1532,=5.6575,=7.7525,=0.0091,=0.7207,=0.0035,=0.0051,=0.0076,=0.0104,=0.0163,=0.0253,=0.0951,=0.0118,=945
="931461",电子50,2009-07-22,=0.0546,=7207.1700,=0.2226,=55.1641,=0.8887,=20.3357,=30.2775,=36.3459,=48.5657,=76.5790,=6.7742,=0.9724,=2.5323,=3.1789,=3.6953,=5.3086,=9.2899,=3.2787,=0.8322,=1.1588,=1.7975,=2.0646,=3.1340,=4.5428,=0.0064,=0.1604,=0.0046,=0.0067,=0.0091,=0.0111,=0.0147,=0.0239,=0.0884,=0.0169,=440
="932456",科创创业AI,2025-05-14,=0.0711,=3552.0900,=0.2209,=100.8155,=0.0365,=91.0567,=110.1473,=116.9866,=137.3608,=192.3777,=13.4028,=0.8306,=6.1464,=7.6195,=10.5650,=12.6981,=17.0303,=13.7911,=0.3256,=9.0747,=11.4399,=14.7006,=15.8435,=18.3647,=0.0020,=0.6246,=0.0016,=0.0017,=0.0019,=0.0024,=0.0030,=0.0437,=0.0985,,=64
="950162",科创芯片设计,2024-07-26,=0.0547,=2263.4600,=0.2167,=202.9908,=0.1145,=161.6128,=225.7684,=265.4470,=382.7813,=687.1301,=14.1368,=0.8773,=4.2582,=7.7165,=9.3655,=13.0421,=20.2102,=22.6714,=0.8753,=8.7765,=14.4745,=17.6247,=21.5683,=32.5243,=0.0014,=0.3824,=0.0010,=0.0012,=0.0015,=0.0018,=0.0029,=0.0309,=0.0713,=0.0107,=62
="399296",创成长,2019-01-23,=0.0837,=7576.0400,=0.2156,=41.5925,=0.4194,=22.4911,=30.9325,=43.5954,=63.9027,=104.6935,=8.5859,=0.6617,=3.9463,=4.9420,=7.0554,=10.7060,=14.9802,=5.4897,=0.4391,=2.5417,=3.4728,=5.8456,=11.9096,=17.3385,=0.0076,=0.6453,=0.0016,=0.0027,=0.0061,=0.0105,=0.0200,=0.0584,=0.2040,=0.0396,=1079
="931071",人工智能,2018-11-21,=0.0677,=2752.8600,=0.2152,=62.3038,=0.8751,=30.9003,=39.7800,=48.5980,=57.2685,=77.4016,=9.2831,=0.9535,=2.9559,=3.9059,=4.7564,=5.9374,=11.5305,=5.5575,=0.9205,=2.2000,=2.8037,=3.2138,=4.1126,=9.3591,=0.0054,=0.2066,=0.0041,=0.0054,=0.0063,=0.0086,=0.0135,=0.0409,=0.1450,=0.0239,=1355
="000994",全指电信,2011-08-02,=0.0731,=13522.6500,=0.2141,=29.5313,=0.4049,=17.6024,=21.7761,=33.8594,=52.5847,=109.2407,=2.8493,=0.6895,=1.3865,=1.8410,=2.5290,=3.0399,=3.7766,=2.6497,=0.9744,=0.9155,=1.2459,=1.5403,=1.8911,=3.1271,=0.0212,=0.6227,=0.0022,=0.0055,=0.0082,=0.0296,=0.0398,=0.0216,=0.0895,=0.0218,=229
="399285",物联网50,2020-02-18,=0.0560,=7640.6400,=0.2096,=40.9308,=0.8535,=21.8675,=26.4337,=31.7125,=38.6663,=48.9860,=5.8336,=0.9187,=2.6765,=3.4149,=4.0407,=5.3270,=6.9158,=3.7078,=0.9644,=1.7407,=2.0220,=2.4504,=3.1349,=4.3982,=0.0112,=0.3542,=0.0076,=0.0096,=0.0121,=0.0148,=0.0214,=0.0353,=0.1364,=0.0304,=93
="930652",CS电子,2015-06-05,=0.0538,=11849.4300,=0.2080,=61.5158,=0.9336,=21.2056,=33.8173,=43.2207,=52.4774,=86.1406,=6.7363,=0.9769,=2.2039,=3.1461,=3.6481,=4.7965,=9.3375,=3.6494,=0.9649,=1.4014,=2.0216,=2.3017,=3.0673,=5.0793,=0.0056,=0.0540,=0.0040,=0.0063,=0.0077,=0.0104,=0.0141,=0.0249,=0.0838,=0.0162,=483
="000998",中证TMT,2011-11-08,=0.0401,=3546.9200,=0.2062,=41.7989,=0.7361,=18.9989,=27.6163,=34.6442,=43.4990,=58.6698,=4.4844,=0.9122,=1.9674,=2.4618,=3.2922,=4.0063,=5.6742,=3.1484,=0.9699,=1.2505,=1.8092,=2.1803,=2.6362,=3.9991,=0.0120,=0.5918,=0.0048,=0.0067,=0.0091,=0.0185,=0.0284,=0.0233,=0.0900,=0.0196,=559
="000688",科创50,2020-07-23,=0.0409,=1616.3600,=0.2025,=193.8899,=0.9767,=35.5957,=42.6000,=71.1777,=136.9154,=263.7183,=7.7382,=0.9234,=2.9443,=4.2291,=4.8841,=6.7955,=10.5365,=10.0269,=0.8331,=3.1319,=4.5724,=5.6041,=9.6369,=13.6380,=0.0022,=0.0226,=0.0016,=0.0030,=0.0045,=0.0071,=0.0110,=0.0135,=0.0347,=0.0045,=8156
="931165",新兴科技100,2019-04-25,=0.0343,=10218.4500,=0.2008,=50.1636,=0.9558,=17.0055,=23.4097,=29.6342,=40.0053,=67.3989,=10.1753,=0.9717,=3.5721,=4.3409,=5.4562,=7.6217,=13.6689,=9.2900,=0.9688,=3.0368,=3.6554,=4.8564,=6.4055,=12.4159,=0.0065,=0.1701,=0.0047,=0.0069,=0.0092,=0.0150,=0.0264,=0.0515,=0.1919,=0.0378,=520
="931271",通信设备主题,2012-12-21,=0.0914,=4333.6400,=0.2007,=83.5624,=0.8672,=25.8971,=33.1664,=36.3347,=77.3371,=113.3155,=10.5871,=0.9239,=2.2261,=2.9049,=3.5867,=7.9965,=14.2344,=6.9072,=0.9115,=1.5689,=2.0567,=2.5779,=5.5199,=9.3619,=0.0030,=0.0761,=0.0022,=0.0045,=0.0082,=0.0099,=0.0129,=0.0351,=0.1175,=0.0256,=8
="399610",TMT50,2010-11-08,=0.0633,=11501.2400,=0.2003,=46.5810,=0.8062,=21.0331,=30.1605,=38.0622,=46.4229,=64.7172,=6.6611,=0.9777,=2.4071,=3.2240,=4.0363,=5.1786,=8.4969,=3.5165,=0.7303,=1.5843,=2.0120,=2.7280,=3.6933,=4.8392,=0.0070,=0.3373,=0.0046,=0.0061,=0.0080,=0.0121,=0.0161,=0.0296,=0.1080,=0.0206,=523
="932087",集成电路,2023-03-29,=0.0531,=1357.7900,=0.1989,=124.1301,=0.3909,=46.1239,=100.5074,=132.3888,=152.5464,=195.7770,=7.6876,=0.8705,=3.1405,=3.9133,=5.1783,=7.1593,=11.4486,=12.5252,=0.8533,=5.8347,=7.6228,=9.0778,=11.9514,=18.6728,=0.0015,=0.3009,=0.0010,=0.0014,=0.0018,=0.0022,=0.0029,=0.0203,=0.0481,=0.0079,=51
="930713",CS人工智,2015-07-31,=0.0587,=6274.5100,=0.1879,=60.4233,=0.7249,=24.8131,=43.8200,=53.2725,=62.5812,=90.1869,=8.5811,=0.9819,=2.8384,=3.9100,=4.7027,=5.4124,=10.4087,=5.0884,=0.9522,=2.3148,=3.1674,=3.7880,=4.3096,=6.3979,=0.0057,=0.3885,=0.0041,=0.0050,=0.0061,=0.0078,=0.0120,=0.0330,=0.1245,=0.0172,=1058
="931643",科创创业50,2021-06-01,=0.0544,=2368.7500,=0.1875,=61.0504,=0.8191,=22.6109,=28.7514,=40.2816,=59.2833,=92.9106,=7.7438,=0.8191,=3.3216,=4.1936,=5.2042,=7.3940,=12.1685,=7.1254,=0.7873,=2.7030,=3.4163,=4.6419,=7.4522,=14.6821,=0.0062,=0.3984,=0.0024,=0.0039,=0.0074,=0.0115,=0.0174,=0.0368,=0.1190,=0.0246,=2010
="931866",中证机床,2022-05-09,=0.0526,=2126.3800,=0.1858,=58.2924,=0.8320,=28.6086,=36.9356,=40.7356,=56.2421,=85.2007,=6.2893,=0.9235,=2.8302,=3.7601,=4.3311,=5.1680,=9.1263,=5.0737,=0.8827,=2.4023,=3.1595,=3.4355,=4.3551,=7.3925,=0.0063,=0.1392,=0.0043,=0.0066,=0.0078,=0.0097,=0.0146,=0.0321,=0.1022,=0.0244,=160
="931159",创新100,2019-05-16,=0.0277,=4022.0300,=0.1827,=39.7843,=0.6250,=24.8309,=32.3280,=36.2538,=46.3403,=59.7307,=5.5224,=0.7871,=2.9189,=3.6983,=4.3859,=5.5616,=7.4325,=4.5825,=0.7563,=2.3351,=3.1702,=3.8041,=4.8753,=6.6085,=0.0096,=0.6005,=0.0044,=0.0062,=0.0088,=0.0126,=0.0177,=0.0278,=0.1244,=0.0278,=229
="000171",新兴成指,2017-01-25,=0.0599,=2176.3500,=0.1795,=34.2189,=0.7681,=15.0335,=20.3627,=24.8670,=36.2682,=63.8139,=5.1441,=0.6512,=2.6324,=3.2897,=4.3634,=6.2949,=10.8185,=4.4467,=0.8023,=1.3680,=2.1203,=2.7911,=4.4274,=8.5894,=0.0122,=0.4738,=0.0042,=0.0072,=0.0126,=0.0195,=0.0271,=0.0336,=0.1371,=0.0326,=204
="000858",500信息,2013-11-06,=0.0547,=12385.5100,=0.1752,=103.6188,=0.9233,=25.3805,=43.9766,=64.2121,=90.1686,=209.3531,=6.0436,=0.9769,=2.1626,=2.9041,=3.3886,=3.9443,=8.5146,=6.4711,=0.9856,=1.1229,=1.9074,=2.6868,=3.6425,=9.1355,=0.0032,=0.0198,=0.0022,=0.0045,=0.0059,=0.0072,=0.0110,=0.0212,=0.0505,=0.0070,=351
="931494",消费电子,2020-06-12,=0.0528,=5965.0900,=0.1728,=56.2772,=0.8710,=20.2625,=32.0786,=38.6381,=51.9520,=77.9188,=5.8099,=0.9523,=2.1307,=2.8222,=3.5173,=5.0903,=7.9404,=2.8347,=0.9153,=1.3000,=1.6488,=1.9808,=2.6114,=3.9249,=0.0065,=0.2849,=0.0040,=0.0058,=0.0083,=0.0109,=0.0138,=0.0228,=0.0807,=0.0166,=227
="399389",国证通信,2011-12-02,=0.0707,=9779.0500,=0.1726,=30.9205,=0.3872,=15.1336,=21.7733,=46.7816,=65.1875,=153.7967,=2.8547,=0.7171,=1.3245,=1.8461,=2.4671,=3.0444,=3.8873,=2.6737,=0.9748,=0.9743,=1.4589,=1.6822,=1.8986,=3.2843,=0.0207,=0.6305,=0.0026,=0.0049,=0.0070,=0.0294,=0.0420,=0.0209,=0.0855,=0.0209,=54
="000935",中证信息,2009-07-03,=0.0510,=7525.3900,=0.1725,=63.7806,=0.9282,=22.3783,=36.3294,=44.9593,=55.1215,=87.4284,=6.5734,=0.9769,=2.5910,=3.3282,=4.0442,=4.8369,=8.9117,=3.8455,=0.9047,=1.7187,=2.2023,=2.7264,=3.5199,=5.2392,=0.0058,=0.1823,=0.0042,=0.0059,=0.0072,=0.0094,=0.0127,=0.0237,=0.0833,=0.0137,=1122
="000915",300信息,2007-07-02,=0.0493,=3811.1800,=0.1724,=55.8364,=0.9274,=20.6178,=34.5626,=39.8093,=48.1467,=75.5831,=6.7938,=0.9720,=2.7398,=3.5399,=4.3483,=5.4677,=9.0762,=3.3434,=0.5291,=1.6744,=2.1697,=3.2101,=4.0728,=4.9963,=0.0068,=0.3410,=0.0049,=0.0061,=0.0077,=0.0100,=0.0144,=0.0247,=0.0971,=0.0166,=20
="000993",全指信息,2011-08-02,=0.0518,=9937.6600,=0.1709,=64.9225,=0.7406,=27.3163,=42.0292,=52.3360,=68.1659,=96.2351,=6.5445,=0.9765,=2.5265,=3.2907,=4.0167,=4.7003,=8.9424,=3.9242,=0.9052,=1.8009,=2.3376,=2.8251,=3.4660,=5.3826,=0.0056,=0.3336,=0.0039,=0.0053,=0.0064,=0.0084,=0.0117,=0.0221,=0.0751,=0.0134,=4092
="H30535",互联网,2015-01-12,=0.0646,=5673.4100,=0.1700,=52.5785,=0.8722,=14.4753,=21.0793,=36.2020,=48.6995,=67.6316,=7.1423,=0.9790,=1.7453,=2.4476,=3.2712,=4.0718,=9.0569,=4.1410,=0.9744,=1.1519,=1.6628,=1.9970,=2.8739,=5.2637,=0.0064,=0.0940,=0.0048,=0.0074,=0.0108,=0.0121,=0.0190,=0.0359,=0.1165,=0.0168,=25
="931248",油气资源,2023-06-12,=0.0006,=1066.2000,=0.1668,=14.1927,=0.8719,=8.9017,=10.2136,=11.3424,=13.1940,=19.0700,=1.3670,=0.8111,=1.0292,=1.1526,=1.2232,=1.3637,=1.8318,=0.7458,=0.8732,=0.4486,=0.5144,=0.5939,=0.6762,=0.9774,=0.0355,=0.1136,=0.0285,=0.0395,=0.0459,=0.0498,=0.0548,=0.0301,=0.0906,=0.0280,=50
="930850",智能制造,2016-07-20,=0.0526,=5563.3800,=0.1622,=56.6911,=0.9218,=23.4329,=32.6814,=41.6351,=50.1807,=78.5602,=5.8054,=0.9522,=2.5370,=3.5120,=4.1621,=5.0796,=7.7199,=3.4993,=0.7817,=1.5919,=2.3549,=2.7880,=3.5693,=5.3954,=0.0069,=0.3541,=0.0050,=0.0062,=0.0077,=0.0101,=0.0146,=0.0208,=0.0857,=0.0160,=363
="930792",HK银行,2016-04-22,=-0.0230,=5115.1600,=0.1613,=7.1653,=0.8842,=3.2659,=4.4606,=5.8966,=6.8132,=9.5632,=0.6834,=0.6365,=0.3905,=0.4962,=0.6240,=0.8015,=1.0771,=2.6696,=0.9663,=1.0519,=1.5163,=1.8836,=2.4251,=3.1066,=0.0451,=0.0653,=0.0355,=0.0499,=0.0562,=0.0743,=0.1045,,=0.0901,,=757
="980030",消费电子,2015-02-17,=0.0487,=8436.2700,=0.1611,=46.3810,=0.7496,=18.6467,=31.7183,=39.0710,=47.7242,=65.6114,=4.4700,=0.8514,=2.0026,=2.5978,=3.0154,=4.2558,=6.3059,=2.2169,=0.7555,=1.1413,=1.3990,=1.5812,=2.3684,=3.4515,=0.0067,=0.2167,=0.0040,=0.0067,=0.0082,=0.0111,=0.0143,=0.0190,=0.0648,=0.0154,=387
="000698",科创100,2023-08-07,=0.0505,=1689.2500,=0.1587,=106.0347,=0.0912,=60.6995,=129.4593,=213.0543,=253.1822,=337.2511,=6.3423,=0.8702,=2.7397,=3.6180,=4.2026,=5.8811,=8.5061,=6.8861,=0.6285,=4.0312,=5.1110,=6.3284,=8.4193,=10.0837,=0.0033,=0.2003,=0.0025,=0.0033,=0.0053,=0.0064,=0.0089,=0.0093,=0.0369,=0.0028,=573
="931718",高端造质量成长50,2021-08-25,=0.0527,=3344.6000,=0.1574,=38.5227,=0.8418,=16.3078,=22.1111,=28.9461,=36.9227,=49.4696,=6.7126,=0.8828,=3.1255,=3.9345,=4.8522,=6.0218,=8.5001,=4.5055,=0.8895,=1.7207,=2.2503,=2.9808,=3.7950,=5.6653,=0.0095,=0.3849,=0.0046,=0.0066,=0.0110,=0.0150,=0.0205,=0.0328,=0.1450,=0.0326,=29
="399667",创业成长,2013-01-07,=0.0627,=6364.0900,=0.1515,=37.2607,=0.4388,=21.3636,=29.5830,=38.5117,=51.7989,=90.9628,=6.8025,=0.7604,=2.9224,=4.0916,=4.8759,=7.5404,=10.8589,=5.3493,=0.6276,=2.4713,=3.4035,=4.6724,=6.7499,=10.3001,=0.0091,=0.7703,=0.0027,=0.0042,=0.0063,=0.0096,=0.0182,=0.0481,=0.1635,=0.0355,=95
="HSHK35",恒生香港35,2003-01-20,=-0.0009,=3271.8200,=0.1463,=18.6769,=0.8391,=9.7413,=12.1757,=14.4139,=17.6560,=47.6465,=1.3334,=0.9911,=0.7649,=0.9601,=1.0997,=1.2352,=1.3547,=3.6096,=0.9813,=2.1814,=2.5966,=2.9025,=3.1939,=3.7366,=0.0355,=0.2475,=0.0206,=0.0332,=0.0390,=0.0462,=0.0628,,,,=115
="931582",数字经济,2020-11-09,=0.0418,=1687.1800,=0.1428,=67.1019,=0.8095,=35.0365,=43.9823,=50.3166,=66.7780,=88.8203,=7.4750,=0.9080,=3.4564,=4.9145,=5.6866,=6.6765,=9.8458,=6.8885,=0.7096,=2.4970,=3.9442,=5.8726,=7.6842,=11.8341,=0.0044,=0.1229,=0.0032,=0.0048,=0.0057,=0.0066,=0.0087,=0.0236,=0.0954,=0.0158,=188
="399990",煤炭等权,2015-01-21,=-0.0020,=3276.3100,=0.1406,=20.3216,=0.8915,=5.7123,=8.6087,=10.6436,=15.4144,=347.5369,=1.6592,=0.8553,=0.8179,=1.1204,=1.3733,=1.6099,=2.0135,=1.8155,=0.9542,=0.6732,=0.9175,=1.1213,=1.4627,=2.2100,=0.0331,=0.1159,=0.0074,=0.0368,=0.0548,=0.0638,=0.1003,=0.0229,=0.0912,=0.0239,=241
=".NDX",纳斯达克100指数,1969-12-31,,,=0.1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,=0.0752,=4608
