指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0072,=12433.0275,=-0.0274,=5.9348,=0.8256,=3.2016,=4.0497,=5.1662,=5.8836,=7.9938,=0.5615,=0.4768,=0.3790,=0.4552,=0.5669,=0.7162,=1.0569,=2.2617,=0.8882,=1.0856,=1.4281,=1.7369,=2.0802,=2.9053,,=0.0932,,=0.0535,=78
="H11146",港股通内地金融,2010-06-02,=0.0114,=1089.4285,=-0.0102,=6.2374,=0.5869,=3.2759,=4.5177,=5.8716,=6.7500,=9.2347,=0.6343,=0.4131,=0.3797,=0.4938,=0.6816,=0.8774,=1.1859,=1.6123,=0.8221,=0.6692,=0.9478,=1.2639,=1.5878,=2.1885,,=0.0962,,=0.0476,=30
="399986",中证银行,2013-07-15,=0.0039,=7296.8700,=-0.0403,=6.8109,=0.8021,=4.1183,=5.2599,=6.2194,=6.8070,=9.0846,=0.6682,=0.3623,=0.4848,=0.5836,=0.7254,=0.9066,=1.2416,=2.5959,=0.8763,=1.4134,=1.7842,=2.1172,=2.4438,=3.3016,=0.0685,=0.0932,=0.0729,=0.0456,=9423
="930792",HK银行,2016-04-22,=0.0130,=4390.0172,=-0.0033,=6.8140,=0.8143,=3.2659,=4.4511,=5.7811,=6.7332,=9.5632,=0.6419,=0.5373,=0.3905,=0.4958,=0.6235,=0.8028,=1.0771,=2.5598,=0.9078,=1.0519,=1.5153,=1.8307,=2.3205,=3.1066,,=0.0964,,=0.0506,=739
="H30106",H300金融服务,2013-05-21,=0.0137,=1522.2288,=0.0059,=7.1243,=0.5647,=4.0175,=5.3642,=6.8997,=7.7688,=11.1922,=0.7553,=0.5120,=0.4470,=0.5777,=0.7481,=0.9083,=1.2489,=2.0032,=0.8816,=0.8557,=1.1816,=1.4544,=1.8433,=2.3593,,=0.1014,,=0.0452,=16
="399809",保险主题,2015-02-13,=-0.0005,=2478.0900,=-0.0711,=7.2675,=0.2935,=5.4537,=6.8114,=10.6490,=15.0245,=22.8725,=0.8181,=0.3083,=0.6352,=0.7667,=1.2292,=1.4858,=1.9794,=2.1361,=0.9324,=0.5239,=0.8688,=1.0978,=1.3727,=2.3772,=0.0826,=0.1040,=0.0824,=0.0400,=1461
="000018",180金融,2007-12-10,=-0.0005,=5503.0300,=-0.0736,=7.3195,=0.4336,=5.2016,=6.4287,=7.4964,=8.3012,=10.8609,=0.7804,=0.3186,=0.5902,=0.6965,=0.8926,=1.0741,=1.4199,=2.2189,=0.8190,=1.2355,=1.5824,=1.9271,=2.1878,=2.8772,=0.0783,=0.0973,=0.0761,=0.0401,=764
="000818",细分金融,2012-04-11,=0.0001,=6860.8700,=-0.0708,=7.4509,=0.4316,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7939,=0.3116,=0.5930,=0.7010,=0.9093,=1.0989,=1.4303,=2.2749,=0.8228,=1.2689,=1.6354,=1.9719,=2.2429,=2.9111,=0.0780,=0.0969,=0.0769,=0.0391,=6
="931233",港股通央企红利,2017-06-28,=-0.0009,=1255.7789,=0.0772,=7.5861,=0.8424,=3.6988,=4.9373,=6.2818,=7.4211,=14.0775,=0.7229,=0.6773,=0.3929,=0.5213,=0.6407,=0.8682,=1.8161,=1.0411,=0.5953,=0.4645,=0.6185,=0.9346,=1.3944,=1.7583,,=0.0974,,=0.0533,=396
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0019,=4404.6300,=0.0955,=7.5898,=0.9985,=4.1647,=4.6080,=5.5537,=6.8346,=7.6037,=0.7152,=0.9971,=0.4381,=0.4915,=0.5809,=0.6714,=0.7227,=1.0131,=0.9971,=0.5323,=0.5912,=0.7269,=0.9102,=1.0190,,=0.0980,,=0.0530,=201
