指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q2),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q2),关注度
="950125",科创半导体材料设备,2024-07-26,=-0.0167,=3857.3848,=0.7956,=167.7772,=0.7698,=70.4245,=117.4508,=136.0009,=171.4152,=348.7588,=10.0039,=0.8781,=2.8469,=4.8039,=5.6054,=7.2138,=17.6268,=22.4995,=0.8801,=7.2923,=10.9960,=13.0912,=16.0361,=37.4011,=0.0011,=0.4874,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0401,=0.0371,=0.0180,=156
="931743",半导体材料设备,2012-12-21,=-0.0163,=8808.7441,=0.7107,=124.3879,=0.8907,=30.1973,=40.3452,=61.8987,=93.2701,=224.0742,=9.9149,=0.8957,=2.5588,=3.4568,=4.3490,=7.3627,=17.1334,=15.7617,=0.9058,=2.5903,=3.1891,=3.8764,=11.5243,=25.3851,=0.0014,=0.0942,=0.0009,=0.0019,=0.0028,=0.0045,=0.0073,=0.0498,=0.0706,=0.0390,=308
="931144",通信技术,2019-05-30,=0.0048,=3829.0104,=0.6447,=63.6216,=0.9017,=22.8153,=30.5794,=37.3605,=52.9090,=113.1406,=10.8002,=0.9599,=2.5671,=3.1147,=3.7526,=4.8518,=15.3977,=6.5051,=0.9554,=1.6428,=2.1098,=2.5117,=3.4369,=9.4991,=0.0031,=0.0424,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.1157,=0.1354,=0.0739,=261
="931865",中证半导,2019-03-20,=-0.0135,=7733.1079,=0.5626,=138.4335,=0.8424,=32.8138,=46.5105,=74.3172,=132.3719,=255.0466,=10.1921,=0.9101,=3.3892,=4.1538,=5.3251,=8.6435,=15.8034,=18.0306,=0.9043,=6.4190,=7.7198,=8.8471,=15.3886,=28.9040,=0.0010,=0.1779,=0.0006,=0.0010,=0.0020,=0.0024,=0.0032,=0.0432,=0.0580,=0.0301,=224
="000685",科创芯片,2022-06-13,=-0.0135,=3667.0900,=0.4032,=141.5676,=0.5426,=42.1555,=71.7516,=120.0837,=181.2900,=335.4323,=9.6667,=0.9120,=3.1235,=4.1027,=5.2337,=7.8559,=15.4697,=18.7618,=0.9014,=7.4796,=10.1172,=12.3592,=16.1975,=31.9311,=0.0010,=0.1799,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0456,=0.0415,=0.0173,=523
="931079",5G通信,2019-04-25,=0.0029,=2661.7622,=0.3807,=47.1721,=0.8555,=21.0709,=27.7474,=33.8364,=44.8121,=103.6981,=7.5386,=0.9554,=2.3623,=3.0521,=3.6495,=5.4021,=10.5199,=2.9584,=0.9526,=1.1916,=1.4940,=1.8942,=2.3785,=4.2354,=0.0061,=0.2734,=0.0036,=0.0056,=0.0081,=0.0121,=0.0152,=0.0942,=0.1398,=0.0637,=2293
="931160",通信设备,2013-07-15,=0.0073,=20385.2846,=0.3185,=48.0248,=0.7227,=19.3231,=27.7990,=36.6977,=54.9602,=91.1971,=8.8861,=0.9732,=2.1520,=2.8712,=3.4267,=3.9748,=12.1269,=3.0090,=0.9650,=0.9706,=1.2833,=1.5072,=2.4413,=4.3558,=0.0067,=0.3914,=0.0028,=0.0053,=0.0077,=0.0150,=0.0221,=0.1127,=0.1280,=0.0660,=1320
="H30184",半导体,2013-07-15,=-0.0153,=12126.3213,=0.3177,=84.9006,=0.5426,=33.2056,=51.9628,=79.4146,=107.9511,=186.6477,=7.8640,=0.8438,=2.5082,=3.4563,=4.9320,=7.5239,=12.7528,=12.0716,=0.9328,=1.3963,=2.6456,=7.0647,=9.7171,=20.0377,=0.0016,=0.1446,=0.0010,=0.0017,=0.0024,=0.0033,=0.0070,=0.0588,=0.0527,=0.0230,=3419
="H30318",科技传媒通信150,2014-04-15,=-0.0033,=4050.7480,=0.3174,=52.7770,=0.8381,=19.8534,=28.8631,=38.1497,=50.1661,=90.7292,=8.7786,=0.9646,=2.0037,=2.4801,=3.5091,=4.4400,=13.0479,=4.6072,=0.9497,=1.2409,=1.8640,=2.3043,=2.8642,=6.8164,=0.0046,=0.0441,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.1033,=0.1091,=0.0497,=50
="931406",5G 50,2020-02-20,=0.0074,=2801.4699,=0.3161,=31.4007,=0.6989,=15.2657,=20.6247,=24.1802,=34.6122,=51.5506,=3.5636,=0.6851,=1.5292,=1.9737,=2.6058,=3.8169,=5.3757,=2.3565,=0.9567,=0.9155,=1.4108,=1.5886,=1.9403,=2.9469,=0.0163,=0.4090,=0.0042,=0.0068,=0.0204,=0.0275,=0.0387,=0.0653,=0.1023,=0.0580,=708
="931688",中证算力,2022-07-21,,,=0.3022,=35.3189,=0.8831,=18.0036,=20.8597,=24.1074,=32.7356,=44.9092,=3.8529,=0.9077,=1.6529,=1.9041,=2.2912,=3.3986,=4.7747,=2.6782,=0.8844,=1.3731,=1.5970,=1.8264,=2.5217,=3.3716,=0.0155,=0.0849,=0.0131,=0.0190,=0.0261,=0.0299,=0.0338,=0.0631,=0.1011,=0.0578,=112
="932066",半导体行业精选,2023-11-10,=-0.0150,=5254.2253,=0.2935,=70.7313,=0.2801,=50.1901,=65.5790,=83.2063,=99.6334,=142.8699,=7.7294,=0.6546,=3.1655,=4.1854,=6.8417,=8.4330,=12.2533,=11.4988,=0.5893,=6.6489,=8.4292,=10.9928,=12.6041,=18.4956,=0.0019,=0.3324,=0.0012,=0.0017,=0.0022,=0.0028,=0.0034,=0.0665,=0.0794,=0.0376,=8
="399363",云科技,2009-08-03,=0.0013,=12062.2200,=0.2910,=33.6069,=0.1117,=25.0041,=35.9345,=41.4654,=48.6611,=74.9161,=4.0471,=0.2410,=3.0187,=3.9514,=4.6328,=5.5540,=10.4646,=2.7561,=0.4289,=1.6015,=2.2265,=3.0112,=3.6970,=4.3638,=0.0144,=0.9802,=0.0046,=0.0055,=0.0070,=0.0104,=0.0160,=0.0735,=0.1037,=0.0278,=289
="990001",中华半导体芯片,2019-03-18,=-0.0141,=15305.1984,=0.2661,=87.5763,=0.5096,=33.1780,=61.6528,=86.7047,=116.8362,=187.5449,=7.8103,=0.8345,=3.1429,=4.2966,=5.3771,=7.5325,=12.4905,=11.8258,=0.9423,=3.3238,=6.1006,=7.1473,=9.6567,=19.5120,=0.0014,=0.1001,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0564,=0.0410,=0.0254,=1392
="931271",通信设备主题,2012-12-21,=0.0015,=4568.2205,=0.2657,=70.5157,=0.7683,=25.8971,=33.3037,=36.5446,=79.1597,=113.3155,=10.4077,=0.9081,=2.2261,=2.9107,=3.6234,=8.2869,=14.2344,=6.6897,=0.8868,=1.5689,=2.0601,=2.6089,=5.7450,=9.3619,=0.0035,=0.1225,=0.0022,=0.0043,=0.0081,=0.0098,=0.0129,=0.0994,=0.1175,=0.0626,=16
="931696",科技50策略,2021-07-12,=-0.0054,=25493.3876,=0.2656,=43.2399,=0.7637,=23.0047,=27.9828,=34.1885,=47.5293,=71.4621,=7.8774,=0.8950,=3.0567,=3.9327,=4.5213,=7.2024,=11.2899,=4.3442,=0.8067,=1.9010,=2.3701,=2.7048,=4.3148,=6.7093,=0.0062,=0.1814,=0.0042,=0.0063,=0.0097,=0.0121,=0.0167,=0.1061,=0.1271,=0.0618,=15
="399990",煤炭等权,2015-01-21,=-0.0307,=3630.3800,=0.2639,=19.4382,=0.8743,=5.7123,=8.6087,=10.6443,=15.5378,=144.9606,=1.8426,=0.9815,=0.8179,=1.1204,=1.3782,=1.6203,=2.0135,=1.8628,=0.9522,=0.6732,=0.9175,=1.1221,=1.4635,=2.2100,=0.0313,=0.0812,=0.0074,=0.0368,=0.0547,=0.0638,=0.1003,=0.0521,=0.0912,=0.0456,=242
="399389",国证通信,2011-12-02,=0.0041,=10497.3800,=0.2587,=31.3973,=0.3980,=15.1336,=21.7733,=45.9161,=65.1875,=153.7967,=2.8838,=0.7379,=1.3245,=1.8461,=2.4678,=3.0249,=3.8815,=2.7381,=0.9765,=0.9743,=1.4589,=1.6828,=1.9005,=3.2843,=0.0196,=0.6143,=0.0026,=0.0050,=0.0071,=0.0294,=0.0420,=0.0553,=0.0855,=0.0549,=64
="980080",成长100,2012-12-28,,,=0.2549,=60.9838,=0.7416,=39.4731,=45.4115,=50.3819,=64.0703,=83.5146,=6.6569,=0.7238,=3.0437,=3.7006,=5.7661,=6.8661,=9.2690,=3.6130,=0.6771,=2.0191,=2.4217,=3.1643,=4.4623,=5.8594,=0.0038,=0.1158,=0.0025,=0.0048,=0.0056,=0.0069,=0.0087,=0.1077,=0.1452,=0.0594,=290
="H30007",芯片产业,2012-12-20,=-0.0143,=3972.7734,=0.2546,=79.0361,=0.5443,=24.2382,=40.3144,=72.5634,=113.4115,=186.5687,=7.8989,=0.8624,=1.9412,=3.6288,=4.5775,=7.3552,=12.9184,=11.6015,=0.9588,=1.5871,=3.7226,=6.5813,=8.4468,=19.5328,=0.0014,=0.0824,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0667,=0.0446,=0.0267,=549
="000682",科创信息,2021-08-16,=-0.0122,=2499.8700,=0.2538,=123.7379,=0.6851,=41.6131,=63.1231,=93.7865,=136.9841,=255.5918,=9.0023,=0.9190,=3.3247,=4.3643,=5.4146,=7.3852,=13.8809,=13.4131,=0.9074,=5.5790,=7.3299,=8.9531,=11.6192,=21.7670,=0.0017,=0.0595,=0.0011,=0.0020,=0.0029,=0.0038,=0.0070,=0.0461,=0.0432,=0.0205,=108
="980017",国证芯片,2015-02-17,=-0.0138,=15895.1700,=0.2529,=84.1148,=0.5160,=30.3742,=55.9681,=81.9927,=109.0284,=227.4136,=8.5943,=0.9102,=3.1638,=4.1090,=5.8412,=7.5739,=13.5798,=12.7016,=0.9469,=3.6283,=5.7986,=6.7051,=8.2346,=20.9165,=0.0013,=0.0956,=0.0008,=0.0016,=0.0020,=0.0027,=0.0044,=0.0673,=0.0397,=0.0271,=2629
="000936",中证电信,2009-07-03,=0.0063,=12426.4238,=0.2501,=28.8480,=0.5744,=14.1836,=20.2178,=26.5971,=41.2993,=123.1725,=2.7570,=0.7656,=1.2149,=1.7612,=2.3427,=2.7951,=3.6232,=2.6585,=0.9802,=0.7463,=1.0375,=1.2776,=1.8455,=3.0800,=0.0212,=0.5826,=0.0019,=0.0063,=0.0097,=0.0319,=0.0507,=0.0572,=0.0913,=0.0557,=343
="000690",科创成长,2022-11-04,=-0.0162,=2340.9700,=0.2486,=65.6559,=0.2692,=26.4295,=47.4362,=82.8654,=153.9364,=288.8500,=11.0142,=0.7233,=3.7827,=4.8802,=6.5749,=12.2950,=18.2315,=11.0170,=0.6741,=2.7510,=4.0195,=8.5622,=14.5251,=20.0971,=0.0017,=0.1314,=0.0011,=0.0020,=0.0033,=0.0053,=0.0127,=0.1346,=0.1043,=0.0615,=155
="931248",油气资源,2023-06-12,=-0.0222,=1136.1154,=0.2433,=13.4741,=0.8115,=8.9017,=10.2598,=11.3955,=13.3659,=19.0700,=1.3905,=0.8331,=1.0292,=1.1532,=1.2296,=1.3719,=1.8318,=0.7661,=0.8828,=0.4486,=0.5219,=0.5960,=0.6931,=0.9774,=0.0371,=0.1656,=0.0285,=0.0385,=0.0457,=0.0496,=0.0548,=0.0623,=0.0906,=0.0516,=58
="931087",科技龙头,2019-03-20,=-0.0024,=6530.5584,=0.2424,=46.2589,=0.6472,=22.2848,=33.7123,=40.8599,=52.4348,=78.0359,=7.7575,=0.9433,=2.8190,=4.2349,=5.3347,=6.5717,=11.1808,=6.7538,=0.9675,=2.0316,=3.3123,=4.0088,=5.0320,=9.7717,=0.0057,=0.3032,=0.0037,=0.0053,=0.0064,=0.0086,=0.0172,=0.1100,=0.1080,=0.0526,=2100
="399998",中证煤炭,2015-02-13,=-0.0207,=2446.8100,=0.2410,=19.4382,=0.8743,=5.7123,=8.6087,=10.6443,=15.5378,=144.9606,=1.8426,=0.9815,=0.8179,=1.1204,=1.3782,=1.6203,=2.0135,=1.8628,=0.9522,=0.6732,=0.9175,=1.1221,=1.4635,=2.2100,=0.0313,=0.0812,=0.0074,=0.0368,=0.0547,=0.0638,=0.1003,=0.0521,=0.0912,=0.0456,=2136
="931461",电子50,2009-07-22,=-0.0048,=7273.3421,=0.2338,=45.5569,=0.7227,=20.3357,=30.2775,=36.3560,=49.0359,=76.5790,=6.4031,=0.9510,=2.5323,=3.1789,=3.7112,=5.3457,=9.2899,=3.1045,=0.7820,=1.1588,=1.7975,=2.0688,=3.1651,=4.5428,=0.0065,=0.1743,=0.0046,=0.0066,=0.0091,=0.0111,=0.0147,=0.0739,=0.0884,=0.0404,=445
="000994",全指电信,2011-08-02,=0.0060,=13709.2497,=0.2308,=29.2530,=0.4079,=17.6024,=21.7761,=33.5164,=52.5075,=109.2407,=2.8232,=0.6786,=1.3865,=1.8410,=2.5294,=3.0160,=3.7766,=2.6638,=0.9732,=0.9155,=1.2459,=1.5532,=1.9079,=3.1271,=0.0205,=0.6098,=0.0022,=0.0055,=0.0085,=0.0296,=0.0398,=0.0579,=0.0895,=0.0556,=235
="970070",创业板人工智能,2024-07-11,=-0.0054,=7283.0600,=0.2283,=52.6806,=0.0492,=48.3861,=70.2811,=80.3235,=93.4558,=119.1606,=10.7637,=0.8220,=3.3467,=5.1687,=6.8704,=10.3986,=15.2749,=8.3954,=0.6686,=3.4016,=5.0438,=6.5149,=9.2406,=12.0918,=0.0040,=0.3617,=0.0027,=0.0035,=0.0049,=0.0065,=0.0096,=0.1387,=0.1206,=0.0470,=248
="930652",CS电子,2015-06-05,=-0.0072,=11994.2004,=0.2228,=50.6813,=0.7577,=21.2056,=33.8173,=43.2272,=53.1100,=86.1406,=6.3892,=0.9637,=2.2039,=3.1461,=3.6543,=4.8419,=9.3375,=3.4630,=0.9246,=1.4014,=2.0216,=2.3082,=3.0916,=5.0793,=0.0057,=0.0721,=0.0040,=0.0063,=0.0077,=0.0104,=0.0141,=0.0673,=0.0838,=0.0386,=490
