指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0005,=12466.4700,=-0.0248,=5.9117,=0.8124,=3.2016,=4.0509,=5.1782,=5.8956,=7.9938,=0.5717,=0.5173,=0.3790,=0.4559,=0.5669,=0.7157,=1.0569,=2.2502,=0.8740,=1.0856,=1.4286,=1.7385,=2.1041,=2.9053,,=0.0932,,=0.0501,=85
="H11146",港股通内地金融,2010-06-02,=0.0090,=1126.4600,=0.0234,=6.1535,=0.5525,=3.2759,=4.5181,=5.8977,=6.7473,=9.2347,=0.6417,=0.4289,=0.3797,=0.4941,=0.6790,=0.8765,=1.1859,=1.5965,=0.8060,=0.6692,=0.9479,=1.2711,=1.5907,=2.1885,,=0.0962,,=0.0476,=35
="399986",中证银行,2013-07-15,=-0.0014,=7203.2700,=-0.0526,=6.7901,=0.7862,=4.1183,=5.2645,=6.2456,=6.8226,=9.0846,=0.6564,=0.3303,=0.4848,=0.5838,=0.7239,=0.9027,=1.2416,=2.5844,=0.8624,=1.4134,=1.7845,=2.1195,=2.4576,=3.3016,=0.0685,=0.0932,=0.0729,=0.0436,=9485
="930792",HK银行,2016-04-22,=0.0046,=4717.4500,=0.0710,=6.8817,=0.8274,=3.2659,=4.4605,=5.7944,=6.7459,=9.5632,=0.6705,=0.6030,=0.3905,=0.4961,=0.6242,=0.8020,=1.0771,=2.5888,=0.9324,=1.0519,=1.5160,=1.8329,=2.3355,=3.1066,,=0.0964,,=0.0479,=743
="H30106",H300金融服务,2013-05-21,=0.0068,=1603.3400,=0.0595,=7.1082,=0.5597,=4.0175,=5.3653,=6.9186,=7.7687,=11.1922,=0.7725,=0.5468,=0.4470,=0.5779,=0.7472,=0.9081,=1.2489,=2.0102,=0.8862,=0.8557,=1.1817,=1.4566,=1.8529,=2.3593,,=0.1014,,=0.0450,=17
="399809",保险主题,2015-02-13,=0.0070,=2366.4100,=-0.1130,=7.2530,=0.2908,=5.4537,=6.8119,=10.6431,=15.0228,=22.8725,=0.7929,=0.2624,=0.6352,=0.7669,=1.2257,=1.4853,=1.9794,=2.1252,=0.9242,=0.5239,=0.8689,=1.0979,=1.3840,=2.3772,=0.0826,=0.1040,=0.0824,=0.0397,=1472
="000018",180金融,2007-12-10,=0.0085,=5393.6500,=-0.0920,=7.2685,=0.4094,=5.2016,=6.4321,=7.4955,=8.3000,=10.8609,=0.7553,=0.2644,=0.5902,=0.6966,=0.8861,=1.0714,=1.4199,=2.2010,=0.8040,=1.2355,=1.5826,=1.9297,=2.1950,=2.8772,=0.0781,=0.0973,=0.0761,=0.0399,=767
="000818",细分金融,2012-04-11,=0.0103,=6712.1000,=-0.0910,=7.3945,=0.3995,=5.2356,=6.4985,=7.6831,=8.4792,=10.9951,=0.7681,=0.2648,=0.5930,=0.7010,=0.9038,=1.0959,=1.4303,=2.2559,=0.8048,=1.2689,=1.6360,=1.9721,=2.2491,=2.9111,=0.0780,=0.0969,=0.0769,=0.0391,=6
="931233",港股通央企红利,2017-06-28,=0.0035,=1233.7400,=0.0582,=7.4412,=0.8053,=3.6988,=4.9426,=6.2904,=7.4223,=14.0775,=0.7187,=0.6702,=0.3929,=0.5215,=0.6420,=0.8664,=1.8161,=1.0079,=0.5738,=0.4645,=0.6188,=0.9386,=1.3927,=1.7583,,=0.0974,,=0.0510,=425
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0012,=4363.2800,=0.0852,=7.4485,=0.9701,=4.1647,=4.6122,=5.5973,=6.8903,=7.6535,=0.7142,=0.9858,=0.4381,=0.4927,=0.5829,=0.6757,=0.7230,=0.9867,=0.9531,=0.5323,=0.5919,=0.7312,=0.9169,=1.0198,,=0.0980,,=0.0514,=217
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0039,=2971.7400,=0.0679,=7.5876,=0.9680,=3.7550,=5.0422,=5.7870,=6.6468,=7.9027,=0.7817,=0.9631,=0.4590,=0.5771,=0.6374,=0.7295,=0.8175,=1.1548,=0.9619,=0.5101,=0.6870,=0.7922,=0.9002,=1.2126,,=0.1004,,=0.0499,=272
="987016",港股通红利低波,2021-11-18,=0.0056,=1693.0901,=0.1349,=7.6249,=0.9784,=3.4544,=4.2830,=4.8703,=6.5273,=7.8983,=0.7215,=0.9916,=0.4152,=0.4841,=0.5364,=0.6340,=0.7308,=1.2393,=0.9681,=0.5827,=0.6578,=0.7876,=1.0243,=1.2881,,=0.0953,,=0.0515,=121
="H11140",香港红利,2009-07-23,=0.0012,=4051.7500,=0.1097,=7.7104,=0.7721,=3.0693,=4.4554,=5.9845,=8.4004,=13.9623,=0.7469,=0.6636,=0.3833,=0.5103,=0.6299,=0.8659,=1.1652,=1.2244,=0.7036,=0.5431,=0.7464,=0.9728,=1.5489,=2.1349,,=0.0974,,=0.0519,=29
="000914",300金融,2007-07-02,=0.0102,=6098.2600,=-0.0922,=7.7501,=0.4724,=5.2769,=6.6035,=7.8187,=8.5959,=11.3863,=0.7653,=0.2574,=0.5962,=0.7048,=0.9249,=1.1349,=1.4919,=2.1230,=0.8340,=1.1210,=1.4313,=1.8124,=2.0755,=2.7052,=0.0748,=0.0919,=0.0740,=0.0387,=339
="931024",港股通非银,2017-11-06,=0.0164,=4184.9100,=-0.0253,=7.7666,=0.0371,=6.7549,=8.7308,=11.3672,=13.3832,=22.4310,=1.1024,=0.5681,=0.6237,=0.8457,=1.0452,=1.2264,=1.7592,=1.3102,=0.8556,=0.5870,=0.8722,=1.0072,=1.2023,=2.2002,,=0.1136,,=0.0377,=182
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0053,=4704.6500,=0.0530,=7.8117,=0.8814,=3.5572,=4.6342,=5.9580,=7.1224,=9.5068,=0.7190,=0.7250,=0.3828,=0.4844,=0.5764,=0.8173,=1.1073,=0.9371,=0.5841,=0.4386,=0.6504,=0.8409,=1.4243,=2.0623,,=0.0887,,=0.0525,=1446
