指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0023,=12570.6214,=-0.0165,=5.9223,=0.8138,=3.2016,=4.0768,=5.2091,=5.9035,=7.9938,=0.5584,=0.4582,=0.3790,=0.4568,=0.5661,=0.7134,=1.0569,=2.2229,=0.8459,=1.0856,=1.4321,=1.7462,=2.1352,=2.9053,,=0.0881,,=0.0493,=98
="H11146",港股通内地金融,2010-06-02,=-0.0047,=1120.8555,=0.0186,=6.0791,=0.5170,=3.2759,=4.5181,=6.0145,=6.7473,=9.2347,=0.6168,=0.3999,=0.3797,=0.4941,=0.6695,=0.8760,=1.1859,=1.5703,=0.7703,=0.6692,=0.9479,=1.2972,=1.5978,=2.1885,,=0.0970,,=0.0475,=41
="930792",HK银行,2016-04-22,=0.0047,=4803.7204,=0.0920,=6.6976,=0.7833,=3.2659,=4.4645,=5.8514,=6.7741,=9.5632,=0.6518,=0.5670,=0.3905,=0.4964,=0.6259,=0.8010,=1.0771,=2.5478,=0.8851,=1.0519,=1.5167,=1.8547,=2.3944,=3.1066,,=0.0901,,=0.0472,=755
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0053,=4163.9400,=0.0356,=6.7749,=0.7208,=4.1647,=4.6318,=5.6513,=6.9850,=7.8218,=0.6286,=0.5906,=0.4381,=0.4946,=0.5910,=0.6872,=0.7455,=1.0621,=0.9973,=0.5323,=0.5950,=0.7415,=0.9349,=1.0651,,=0.0921,,=0.0525,=240
="H30106",H300金融服务,2013-05-21,=0.0057,=1552.6417,=0.0269,=6.8338,=0.4696,=4.0175,=5.3653,=6.9681,=7.7687,=11.1922,=0.7329,=0.4749,=0.4470,=0.5779,=0.7431,=0.9081,=1.2489,=1.9533,=0.8420,=0.8557,=1.1817,=1.4643,=1.8855,=2.3593,,=0.1014,,=0.0455,=21
="399986",中证银行,2013-07-15,=-0.0030,=7322.1700,=-0.0370,=7.0744,=0.8513,=4.1183,=5.2599,=6.2816,=6.8499,=9.0846,=0.6733,=0.3935,=0.4848,=0.5836,=0.7192,=0.8984,=1.2416,=2.6556,=0.8995,=1.4134,=1.7842,=2.1419,=2.5021,=3.3016,=0.0226,=0.0881,=0.0236,=0.0416,=9559
="931233",港股通央企红利,2017-06-28,=-0.0049,=1168.8338,=0.0011,=7.2936,=0.7421,=3.6988,=4.9551,=6.3375,=7.4458,=14.0775,=0.6861,=0.5929,=0.3929,=0.5222,=0.6449,=0.8612,=1.8161,=0.9903,=0.5480,=0.4645,=0.6218,=0.9481,=1.3906,=1.7583,,=0.0906,,=0.0513,=451
="931024",港股通非银,2017-11-06,=0.0009,=3875.0858,=-0.0984,=7.3144,=0.0099,=6.7549,=8.6195,=11.0862,=13.3596,=22.4310,=0.9955,=0.4021,=0.6237,=0.8485,=1.0472,=1.2233,=1.7592,=1.2248,=0.7985,=0.5870,=0.8754,=1.0138,=1.2276,=2.2002,,=0.1344,,=0.0400,=192
="000018",180金融,2007-12-10,=-0.0039,=5305.4500,=-0.1069,=7.3967,=0.4541,=5.2016,=6.4287,=7.4968,=8.3012,=10.8609,=0.7538,=0.2736,=0.5902,=0.6965,=0.8735,=1.0696,=1.4199,=2.2211,=0.8133,=1.2355,=1.5824,=1.9486,=2.2069,=2.8772,=0.0229,=0.0959,=0.0245,=0.0393,=777
="987016",港股通红利低波,2021-11-18,,,=0.0821,=7.3985,=0.9017,=3.4544,=4.3013,=4.9271,=6.7790,=8.0054,=0.6835,=0.8584,=0.4152,=0.4876,=0.5386,=0.6598,=0.7529,=1.2050,=0.8990,=0.5827,=0.6595,=0.7934,=1.1086,=1.3012,,=0.0893,,=0.0521,=153
