指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0052,=12618.9900,=-0.0129,=5.9246,=0.8186,=3.2016,=4.0507,=5.1756,=5.8924,=7.9938,=0.5729,=0.5199,=0.3790,=0.4558,=0.5667,=0.7157,=1.0569,=2.2551,=0.8789,=1.0856,=1.4283,=1.7378,=2.0981,=2.9053,,=0.0932,,=0.0491,=83
="H11146",港股通内地金融,2010-06-02,=0.0037,=1105.4600,=0.0043,=6.0421,=0.5223,=3.2759,=4.5181,=5.8895,=6.7473,=9.2347,=0.6300,=0.4101,=0.3797,=0.4941,=0.6794,=0.8765,=1.1859,=1.5681,=0.7814,=0.6692,=0.9479,=1.2698,=1.5902,=2.1885,,=0.0962,,=0.0489,=34
="930792",HK银行,2016-04-22,=0.0030,=4600.9000,=0.0446,=6.7632,=0.8047,=3.2659,=4.4605,=5.7903,=6.7344,=9.5632,=0.6590,=0.5817,=0.3905,=0.4961,=0.6241,=0.8020,=1.0771,=2.5442,=0.8932,=1.0519,=1.5160,=1.8325,=2.3263,=3.1066,,=0.0964,,=0.0496,=743
="H30106",H300金融服务,2013-05-21,=-0.0016,=1555.6200,=0.0280,=6.9269,=0.5024,=4.0175,=5.3653,=6.9084,=7.7687,=11.1922,=0.7527,=0.5093,=0.4470,=0.5779,=0.7474,=0.9081,=1.2489,=1.9598,=0.8615,=0.8557,=1.1817,=1.4558,=1.8492,=2.3593,,=0.1014,,=0.0468,=17
="399986",中证银行,2013-07-15,=0.0053,=7368.0100,=-0.0309,=7.0326,=0.8434,=4.1183,=5.2599,=6.2415,=6.8207,=9.0846,=0.6798,=0.3997,=0.4848,=0.5836,=0.7243,=0.9047,=1.2416,=2.6767,=0.9094,=1.4134,=1.7842,=2.1190,=2.4536,=3.3016,=0.0685,=0.0932,=0.0729,=0.0421,=9466
="931233",港股通央企红利,2017-06-28,=0.0053,=1213.2500,=0.0407,=7.3914,=0.7877,=3.6988,=4.9417,=6.2888,=7.4223,=14.0775,=0.7139,=0.6595,=0.3929,=0.5215,=0.6418,=0.8669,=1.8161,=1.0013,=0.5683,=0.4645,=0.6185,=0.9383,=1.3934,=1.7583,,=0.0974,,=0.0519,=417
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0034,=4280.6500,=0.0646,=7.4005,=0.9543,=4.1647,=4.6091,=5.5896,=6.8739,=7.6535,=0.7095,=0.9714,=0.4381,=0.4925,=0.5824,=0.6748,=0.7230,=0.9803,=0.9357,=0.5323,=0.5918,=0.7305,=0.9146,=1.0198,,=0.0980,,=0.0510,=215
="931024",港股通非银,2017-11-06,=-0.0093,=4002.8900,=-0.0677,=7.4027,=0.0130,=6.7549,=8.7359,=11.3719,=13.3832,=22.4310,=1.0502,=0.5068,=0.6237,=0.8457,=1.0446,=1.2264,=1.7592,=1.2493,=0.8284,=0.5870,=0.8722,=1.0068,=1.2019,=2.2002,,=0.1136,,=0.0387,=180
="000018",180金融,2007-12-10,=-0.0027,=5399.4200,=-0.0911,=7.4099,=0.4648,=5.2016,=6.4287,=7.4960,=8.3012,=10.8609,=0.7701,=0.2884,=0.5902,=0.6965,=0.8878,=1.0720,=1.4199,=2.2434,=0.8340,=1.2355,=1.5824,=1.9287,=2.1934,=2.8772,=0.0781,=0.0973,=0.0761,=0.0391,=767
="399809",保险主题,2015-02-13,=-0.0077,=2340.5000,=-0.1227,=7.4431,=0.3152,=5.4537,=6.8114,=10.6460,=15.0245,=22.8725,=0.8136,=0.3041,=0.6352,=0.7667,=1.2264,=1.4858,=1.9794,=2.1809,=0.9427,=0.5239,=0.8688,=1.0978,=1.3778,=2.3772,=0.0826,=0.1040,=0.0824,=0.0387,=1469
