指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=0.0001,=11629.0700,=-0.0903,=5.5194,=0.6129,=3.2016,=4.0770,=5.2214,=5.9045,=7.9938,=0.5209,=0.3330,=0.3790,=0.4572,=0.5660,=0.7128,=1.0569,=2.0716,=0.7695,=1.0856,=1.4324,=1.7491,=2.1410,=2.9053,=0.0529,=0.4162,=0.0324,=0.0492,=0.0547,=0.0739,=0.0997,,=0.0881,,=99
="932584",智选港股通红利低波,2026-06-11,=0.0109,=1665.2800,,=5.6356,=0.0909,=5.6119,=5.6739,=5.9106,=6.1973,=6.2685,=0.5756,=0.0909,=0.5732,=0.5795,=0.6037,=0.6330,=0.6403,=0.8658,=0.0909,=0.8622,=0.8717,=0.9081,=0.9521,=0.9631,=0.0605,=0.9091,=0.0544,=0.0550,=0.0577,=0.0601,=0.0608,,,,=6
="H11146",港股通内地金融,2010-06-02,=0.0069,=1054.0500,=-0.0424,=5.7144,=0.4367,=3.2759,=4.5177,=6.0271,=6.7500,=9.2347,=0.5802,=0.3491,=0.3797,=0.4938,=0.6654,=0.8765,=1.1859,=1.4802,=0.6918,=0.6692,=0.9478,=1.3046,=1.5984,=2.1885,=0.0505,=0.5008,=0.0302,=0.0445,=0.0503,=0.0726,=0.0994,,=0.0970,,=40
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0032,=3780.6000,=-0.0597,=6.3077,=0.6402,=4.1647,=4.6419,=5.6725,=6.9733,=7.8218,=0.5852,=0.4749,=0.4381,=0.4947,=0.5925,=0.6864,=0.7455,=0.9889,=0.9061,=0.5323,=0.5963,=0.7442,=0.9404,=1.0875,=0.0564,=0.1693,=0.0487,=0.0570,=0.0703,=0.0865,=0.0936,,=0.0921,,=247
="930792",HK银行,2016-04-22,=-0.0037,=4639.0500,=0.0532,=6.3979,=0.6734,=3.2659,=4.4606,=5.8772,=6.7902,=9.5632,=0.6233,=0.4951,=0.3905,=0.4962,=0.6243,=0.8015,=1.0771,=2.4364,=0.8107,=1.0519,=1.5163,=1.8678,=2.4024,=3.1066,=0.0493,=0.1663,=0.0355,=0.0502,=0.0564,=0.0743,=0.1045,,=0.0901,,=751
="H30106",H300金融服务,2013-05-21,=0.0063,=1502.4900,=-0.0071,=6.5693,=0.4205,=4.0175,=5.3642,=6.9740,=7.7688,=11.1922,=0.7045,=0.4177,=0.4470,=0.5777,=0.7420,=0.9083,=1.2489,=1.8775,=0.7895,=0.8557,=1.1816,=1.4675,=1.8898,=2.3593,=0.0473,=0.5000,=0.0288,=0.0433,=0.0473,=0.0664,=0.0918,,=0.1014,,=20
="399986",中证银行,2013-07-15,=0.0043,=6794.9200,=-0.1063,=6.6060,=0.6676,=4.1183,=5.2599,=6.2914,=6.8536,=9.0846,=0.6296,=0.2664,=0.4848,=0.5836,=0.7171,=0.8984,=1.2416,=2.4798,=0.7872,=1.4134,=1.7842,=2.1501,=2.5119,=3.3016,=0.0446,=0.4148,=0.0285,=0.0411,=0.0461,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9580
="931233",港股通央企红利,2017-06-28,=-0.0012,=1078,=-0.0753,=6.7176,=0.5719,=3.6988,=4.9618,=6.3540,=7.4456,=14.0775,=0.6319,=0.4703,=0.3929,=0.5225,=0.6452,=0.8599,=1.8161,=0.9121,=0.4659,=0.4645,=0.6229,=0.9482,=1.3896,=1.7583,=0.0557,=0.4286,=0.0394,=0.0519,=0.0571,=0.0798,=0.1038,,=0.0906,,=456
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0018,=2700.5700,=-0.0295,=6.8226,=0.8024,=3.7550,=5.0505,=5.8283,=6.7968,=7.9027,=0.6843,=0.6982,=0.4590,=0.5787,=0.6406,=0.7396,=0.8175,=1.0378,=0.8482,=0.5101,=0.6884,=0.7985,=0.9144,=1.2126,=0.0548,=0.2494,=0.0478,=0.0537,=0.0622,=0.0792,=0.1052,,=0.0995,,=281
="H11140",香港红利,2009-07-23,=0.0032,=3601.7500,=-0.0136,=6.8543,=0.6510,=3.0693,=4.4494,=5.9820,=7.9173,=13.9623,=0.6470,=0.5160,=0.3833,=0.5103,=0.6294,=0.8661,=1.1652,=1.0904,=0.5898,=0.5431,=0.7455,=0.9723,=1.3867,=2.1349,=0.0574,=0.2217,=0.0382,=0.0561,=0.0636,=0.0876,=0.1281,,=0.0912,,=46
