指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931644",800红利,2024-03-15,=0.0003,=2677.0900,=0.0489,=9.1576,=0.9000,=6.4729,=7.2992,=8.1934,=9.0523,=9.4757,=0.9018,=0.7392,=0.7001,=0.7678,=0.8580,=0.9086,=0.9431,=1.3414,=0.9922,=0.8423,=0.9212,=1.1122,=1.2802,=1.3504,=0.0715,=0.0955,=0.0722,=0.0423,=29
="930955",红利低波100,2017-05-26,=-0.0040,=11975.3900,=0.0156,=9.1930,=0.8627,=5.0805,=6.0609,=7.3964,=8.5572,=11.5013,=0.9203,=0.6741,=0.5792,=0.6656,=0.8246,=0.9921,=1.3722,=1.3916,=0.8373,=0.5888,=0.7765,=0.9869,=1.3168,=1.7525,=0.0751,=0.0936,=0.0714,=0.0437,=2018
="399373",大盘价值,2010-01-04,=-0.0023,=8244.6600,=-0.0384,=9.2290,=0.8332,=5.4746,=6.8624,=8.3403,=9.1122,=11.9914,=0.9403,=0.4753,=0.6410,=0.8034,=0.9487,=1.1406,=1.5001,=1.1748,=0.8756,=0.5920,=0.7822,=0.9285,=1.1390,=1.4541,=0.0763,=0.0969,=0.0766,=0.0414,=326
="000919",300价值,2008-01-21,=-0.0037,=5159.4300,=-0.0299,=9.2541,=0.8060,=5.9577,=7.3294,=8.4451,=9.2385,=12.2376,=0.9300,=0.4559,=0.6917,=0.8498,=0.9429,=1.1479,=1.5388,=1.1337,=0.8690,=0.6314,=0.7862,=0.9061,=1.1037,=1.3421,=0.0752,=0.0968,=0.0773,=0.0392,=4309
="H30035",300非银,2012-12-21,=-0.0071,=9547.5800,=-0.1439,=9.2810,=0.0045,=9.0295,=13.0492,=15.1662,=19.3481,=26.3489,=1.2759,=0.1474,=1.0544,=1.3204,=1.6366,=2.0474,=2.4387,=1.6824,=0.4716,=1.0410,=1.4193,=1.7213,=1.9724,=2.3917,=0.1221,=0.1128,=0.0964,=0.0285,=1188
="930740",300红利LV,2018-12-04,=-0.0007,=7299.1300,=0.0181,=9.3417,=0.9592,=5.4153,=6.8223,=7.5016,=8.5995,=9.6903,=0.9459,=0.7966,=0.6159,=0.7702,=0.8557,=0.9465,=1.0604,=1.4178,=0.7665,=0.6725,=0.8550,=1.0756,=1.5110,=1.9253,=0.0682,=0.0943,=0.0707,=0.0413,=604
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0006,=4362.4600,=0.0864,=9.5365,=0.6309,=4.8859,=6.8732,=8.8788,=12.0320,=16.1208,=0.9026,=0.5773,=0.5567,=0.7305,=0.8674,=1.1763,=1.3660,=1.0202,=0.5656,=0.5555,=0.7807,=0.9884,=1.3604,=1.5178,,=0.0950,,=0.0530,=32
="000825",央企红利,2012-07-20,=-0.0049,=3552.1900,=0.0286,=9.5440,=0.9905,=4.7369,=6.0989,=7.3116,=8.3413,=10.5687,=0.9231,=0.6606,=0.5507,=0.6916,=0.8603,=0.9981,=1.3929,=1.2619,=0.8871,=0.6009,=0.8549,=1.0582,=1.2133,=1.7357,=0.0695,=0.0951,=0.0705,=0.0404,=316
="931848",800红利低波,2024-05-21,=-0.0034,=3289.2925,=0.0391,=9.6627,=0.9765,=7.4155,=8.1937,=9.0438,=9.4803,=9.7854,=0.9706,=0.7927,=0.7315,=0.8586,=0.9188,=0.9711,=1.0024,=1.4004,=0.8996,=1.1714,=1.2307,=1.3451,=1.3824,=1.5428,=0.0727,=0.0933,=0.0737,=0.0407,=137
="931069",中金300,2018-02-14,=-0.0032,=4924.8500,=-0.0159,=9.7280,=0.6172,=5.9518,=7.5193,=9.2779,=10.5073,=13.6164,=0.9900,=0.3515,=0.7377,=0.9206,=1.0981,=1.3580,=1.8328,=1.4060,=0.8649,=0.6656,=0.8617,=1.1126,=1.3227,=1.7542,=0.0767,=0.1056,=0.0771,=0.0388,=89
="399966",800证保,2012-12-21,=-0.0078,=5714.6200,=-0.1358,=9.7286,=0.0049,=9.4219,=13.7103,=15.9946,=19.7371,=27.1945,=1.2791,=0.1425,=1.0619,=1.3245,=1.6214,=2.0402,=2.4366,=1.8118,=0.5375,=1.1634,=1.5249,=1.7805,=2.0449,=2.5211,=0.1176,=0.1076,=0.0911,=0.0274,=169
="H30588",中证证保,2015-02-02,=-0.0078,=970.5300,=-0.1357,=9.7365,=0.0049,=9.4285,=13.6588,=16.0866,=19.5888,=27.6808,=1.2779,=0.1388,=1.0752,=1.3251,=1.6299,=2.0363,=2.4238,=1.8143,=0.5626,=1.1673,=1.5178,=1.7581,=2.0127,=2.5500,=0.1176,=0.1081,=0.0914,=0.0274,=465
="000968",300周期,2010-05-28,=-0.0021,=4348.2800,=-0.0441,=9.8510,=0.7059,=6.1174,=7.8172,=9.1559,=10.2878,=13.3562,=0.9819,=0.4300,=0.7021,=0.8488,=1.0109,=1.1784,=1.5550,=1.6270,=0.9638,=0.8459,=1.0847,=1.2656,=1.4731,=1.8297,=0.0764,=0.0962,=0.0777,=0.0346,=98
="399805",互联金融,2015-02-10,=-0.0112,=3334.8000,=-0.1336,=9.9071,=0.2121,=7.5943,=9.7921,=11.4823,=13.1588,=16.5816,=1.0298,=0.1676,=0.7644,=1.0527,=1.4317,=1.7302,=2.0317,=1.8421,=0.8554,=1.1667,=1.4082,=1.6148,=1.7834,=2.2175,=0.0834,=0.0942,=0.0809,=0.0330,=326
="H30356",800价值,2014-06-09,=-0.0030,=6518.5300,=-0.0192,=9.9666,=0.8032,=6.4024,=7.6881,=9.0312,=9.9535,=13.4784,=0.9922,=0.5051,=0.7030,=0.8620,=0.9897,=1.1749,=1.6287,=1.1082,=0.8465,=0.5868,=0.7376,=0.8811,=1.0809,=1.3738,=0.0737,=0.0946,=0.0754,=0.0375,=31
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0042,=9244.3600,=-0.0231,=10.1357,=0.7600,=5.7712,=7.9090,=9.0070,=10.2875,=13.0207,=1.1331,=0.6776,=0.7256,=0.9404,=1.0771,=1.2096,=1.5098,=1.7910,=0.8603,=0.9123,=1.1462,=1.4076,=1.7268,=2.4187,,=0.1056,,=0.0334,=264
="000042",上证央企,2009-03-30,=-0.0027,=1761.3400,=-0.0276,=10.2165,=0.8505,=6.3284,=7.8865,=9.1449,=10.0431,=12.9577,=1.0090,=0.5671,=0.7230,=0.8874,=0.9896,=1.1137,=1.4812,=1.3219,=0.9868,=0.6569,=0.8569,=0.9756,=1.1319,=1.3891,=0.0740,=0.0970,=0.0773,=0.0357,=381
="399550",央视50,2012-06-06,=-0.0042,=8262.0600,=0.0210,=10.2329,=0.8291,=6.8960,=8.2652,=9.2746,=10.1451,=13.0561,=1.0316,=0.2533,=0.8649,=1.0171,=1.2375,=1.4259,=1.8564,=2.1295,=0.9131,=1.3448,=1.6508,=1.8062,=2.0432,=2.5217,=0.0768,=0.1002,=0.0803,=0.0391,=2262
="000925",基本面50,2009-02-26,=-0.0031,=4408.3400,=-0.0455,=10.2806,=0.8587,=6.2635,=7.9695,=9.0778,=10.0730,=12.7955,=1.0270,=0.4296,=0.7306,=0.9013,=1.0574,=1.1921,=1.5728,=1.1070,=0.8052,=0.6037,=0.7873,=0.9668,=1.1038,=1.4866,=0.0747,=0.0947,=0.0771,=0.0367,=4542
="950090",50AH优选,2015-12-10,=0.0087,=6155.5600,=-0.0046,=10.2932,=0.9034,=6.3188,=7.9042,=8.6342,=9.7942,=13.5010,=1.1083,=0.7501,=0.7914,=0.9487,=1.0270,=1.1243,=1.5403,=1.3874,=0.9784,=0.6574,=0.8469,=0.9489,=1.0571,=1.4553,,=0.1029,,=0.0358,=1997
="399995",基建工程,2015-03-12,=-0.0134,=4015.4100,=0.0279,=10.2952,=0.7640,=5.8673,=7.3449,=8.2814,=11.7220,=18.8590,=0.7078,=0.1157,=0.5815,=0.7312,=0.9062,=1.4329,=2.1834,=0.1963,=0.4028,=0.1368,=0.1788,=0.2055,=0.3526,=0.5478,=0.0444,=0.0704,=0.0520,=0.0250,=2687
="932422",A500红利低波,2025-04-09,=-0.0008,=3139.2000,=0.0116,=10.2985,=0.8617,=9.5190,=9.8842,=10.0987,=10.2482,=10.5846,=1.0568,=0.7826,=0.9943,=1.0299,=1.0442,=1.0579,=1.0978,=1.3291,=0.3162,=1.2431,=1.3099,=1.4370,=1.4747,=1.5336,=0.0682,,,=0.0403,=284
="930723",沪港深F100,2015-08-05,=0.0002,=5159.3500,=0.0132,=10.3216,=0.8462,=5.4557,=7.5729,=8.9934,=10.1544,=13.1279,=1.0334,=0.5773,=0.6469,=0.8477,=1.0097,=1.1158,=1.4626,=1.3281,=0.8790,=0.6039,=0.8635,=1.0747,=1.2834,=1.6654,,=0.0980,,=0.0375,=151
="932450",香港现金流,2025-02-28,=-0.0050,=1959.5500,=-0.0254,=10.3774,=0.8627,=6.6300,=8.0037,=9.7585,=10.2572,=10.7140,=0.8392,=0.0070,=0.8268,=0.8668,=1.2101,=1.2939,=1.5038,=0.5120,=0.0070,=0.5032,=0.5345,=0.9161,=1.0539,=1.2561,,,,=0.0424,=6
="HSCESI",恒生中国企业精明指数,2015-06-08,=0.0050,=12647.8700,=-0.0153,=10.3787,=0.8424,=6.0524,=7.8757,=8.6173,=10.0150,=15.8114,=1.1153,=0.7278,=0.6924,=0.8918,=1.0014,=1.1579,=1.7191,=1.4552,=0.8171,=0.7846,=0.9946,=1.0842,=1.4362,=2.0876,,=0.1073,,=0.0335,=91
="932305",智选高股息,2024-09-30,=-0.0006,=12165.3500,=0.0901,=10.3858,=0.9947,=7.0143,=7.4717,=8.3155,=9.3041,=10.4630,=1.1015,=0.8992,=0.8750,=0.9214,=1.0485,=1.0861,=1.1675,=0.8399,=0.6074,=0.7106,=0.7297,=0.7902,=1.2772,=1.3342,=0.0812,=0.1049,=0.0838,=0.0482,=270
="HSCEI",恒生中国企业指数,1994-08-08,=0.0049,=8775.6200,=-0.0155,=10.4306,=0.8430,=6.0524,=7.8795,=8.6354,=10.0463,=15.8114,=1.1196,=0.7292,=0.6924,=0.8914,=1.0035,=1.1595,=1.7191,=1.4610,=0.8207,=0.7849,=0.9953,=1.0842,=1.4385,=2.0876,,=0.1073,,=0.0333,=4739
="000806",消费服务,2012-02-10,=-0.0007,=8084.5900,=-0.0402,=10.4344,=0.3674,=8.8952,=10.0100,=10.8052,=11.8703,=17.0971,=1.1347,=0.1021,=1.0009,=1.2005,=1.3534,=1.5457,=2.0145,=2.2511,=0.6763,=1.6526,=1.9444,=2.1139,=2.3796,=3.0032,=0.0838,=0.1036,=0.0833,=0.0353,=416
="931375",300质量低波,2019-11-25,=-0.0002,=17124.3200,=0.0098,=10.4420,=0.4106,=6.4946,=8.1398,=11.4744,=13.5720,=22.0532,=1.3363,=0.4080,=0.8054,=1.0794,=1.5662,=2.0805,=3.3245,=1.8371,=0.6377,=1.0044,=1.3208,=1.6633,=2.0957,=2.5370,=0.0993,=0.1354,=0.0949,=0.0309,=110
="932153",港股通价值策略,2025-04-30,=0.0032,=1135.5900,=0.0807,=10.5474,=0.9050,=8.1696,=9.6368,=10.1094,=10.3980,=10.9237,=0.9202,=0.9463,=0.7012,=0.8313,=0.8812,=0.9027,=0.9365,=1.0672,=0.8347,=0.8168,=0.9621,=1.0302,=1.0643,=1.1126,,,,=0.0405,=8
="399371",国证价值,2010-01-04,=-0.0020,=7306.1500,=0.0143,=10.5609,=0.8250,=6.4728,=7.8374,=9.0979,=10.4007,=13.0475,=1.0358,=0.5696,=0.7249,=0.8967,=1.0117,=1.2354,=1.5675,=1.1024,=0.8077,=0.5764,=0.7536,=0.8693,=1.0962,=1.3812,=0.0736,=0.0927,=0.0763,=0.0375,=124
="932431",300质量,2025-03-18,=0.0022,=2045.0600,=-0.0007,=10.5686,=1,=9.4685,=9.9683,=10.1352,=10.2991,=10.5686,=1.1484,=0.8209,=1.0727,=1.1139,=1.1313,=1.1461,=1.1853,=2.2577,=0.8507,=2.0194,=2.1545,=2.2043,=2.2448,=2.3259,=0.0794,,,=0.0348,=5
