指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0065,=12228.8500,=-0.0434,=5.8417,=0.7666,=3.2016,=4.0741,=5.1945,=5.9045,=7.9938,=0.5506,=0.4191,=0.3790,=0.4566,=0.5669,=0.7138,=1.0569,=2.1926,=0.8241,=1.0856,=1.4316,=1.7433,=2.1252,=2.9053,,=0.0881,,=0.0499,=92
="H11146",港股通内地金融,2010-06-02,=-0.0094,=1128.4100,=0.0252,=6.1006,=0.5261,=3.2759,=4.5177,=5.9999,=6.7500,=9.2347,=0.6190,=0.3960,=0.3797,=0.4938,=0.6733,=0.8765,=1.1859,=1.5758,=0.7750,=0.6692,=0.9478,=1.2859,=1.5980,=2.1885,,=0.0970,,=0.0474,=37
="930792",HK银行,2016-04-22,=-0.0088,=4789.4800,=0.0874,=6.6693,=0.7755,=3.2659,=4.4645,=5.8327,=6.7741,=9.5632,=0.6490,=0.5546,=0.3905,=0.4964,=0.6253,=0.8010,=1.0771,=2.5370,=0.8762,=1.0519,=1.5167,=1.8461,=2.3797,=3.1066,,=0.0901,,=0.0474,=749
="399986",中证银行,2013-07-15,=-0.0088,=7006.2100,=-0.0785,=6.6977,=0.7306,=4.1183,=5.2599,=6.2694,=6.8477,=9.0846,=0.6370,=0.2859,=0.4848,=0.5836,=0.7211,=0.8984,=1.2416,=2.5142,=0.8106,=1.4134,=1.7842,=2.1310,=2.4850,=3.3016,=0.0226,=0.0881,=0.0236,=0.0440,=9533
="H30106",H300金融服务,2013-05-21,=-0.0100,=1597.5000,=0.0557,=6.9131,=0.4880,=4.0175,=5.3642,=6.9684,=7.7688,=11.1922,=0.7414,=0.4893,=0.4470,=0.5777,=0.7464,=0.9083,=1.2489,=1.9760,=0.8581,=0.8557,=1.1816,=1.4605,=1.8783,=2.3593,,=0.1014,,=0.0449,=17
="000018",180金融,2007-12-10,=-0.0082,=5176.0800,=-0.1287,=7.1148,=0.3403,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7236,=0.2389,=0.5902,=0.6965,=0.8773,=1.0696,=1.4199,=2.1365,=0.7496,=1.2355,=1.5824,=1.9413,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0409,=770
="399809",保险主题,2015-02-13,=-0.0088,=2178.6700,=-0.1834,=7.1278,=0.2595,=5.4537,=6.8114,=10.5914,=15.0245,=22.8725,=0.7632,=0.1848,=0.6352,=0.7666,=1.2256,=1.4858,=1.9794,=2.0761,=0.9039,=0.5239,=0.8688,=1.0963,=1.4302,=2.3772,=0.0227,=0.1015,=0.0246,=0.0407,=1485
="000818",细分金融,2012-04-11,=-0.0083,=6460.5200,=-0.1250,=7.2238,=0.3259,=5.2356,=6.4974,=7.6854,=8.4810,=10.9951,=0.7348,=0.2417,=0.5930,=0.7010,=0.8951,=1.0928,=1.4303,=2.1880,=0.7434,=1.2689,=1.6354,=1.9807,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0401,=6
="931233",港股通央企红利,2017-06-28,=-0.0044,=1228.0300,=0.0534,=7.4844,=0.8098,=3.6988,=4.9512,=6.3230,=7.4518,=14.0775,=0.7040,=0.6324,=0.3929,=0.5220,=0.6448,=0.8647,=1.8161,=1.0162,=0.5806,=0.4645,=0.6203,=0.9451,=1.3922,=1.7583,,=0.0906,,=0.0500,=442
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0007,=4383.1500,=0.0901,=7.5453,=0.9658,=4.1647,=4.6248,=5.6396,=6.9260,=7.8218,=0.7050,=0.9178,=0.4381,=0.4941,=0.5864,=0.6840,=0.7455,=1.0026,=0.9658,=0.5323,=0.5933,=0.7378,=0.9231,=1.0366,,=0.0921,,=0.0500,=234
