指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="931039",银行AH,2017-12-06,=0.0219,=12973.4300,=0.0148,=6.2506,=0.9164,=3.2016,=4.0904,=5.2404,=5.9045,=7.9938,=0.5918,=0.5763,=0.3790,=0.4585,=0.5652,=0.7115,=1.0569,=2.3461,=0.9324,=1.0856,=1.4349,=1.7524,=2.1444,=2.9053,=0.0467,=0.0960,=0.0324,=0.0492,=0.0546,=0.0738,=0.0997,,=0.0881,,=103
="H11146",港股通内地金融,2010-06-02,=0.0144,=1181.0800,=0.0730,=6.4068,=0.6660,=3.2759,=4.5177,=6.0306,=6.7500,=9.2347,=0.6505,=0.4698,=0.3797,=0.4938,=0.6618,=0.8765,=1.1859,=1.6596,=0.8675,=0.6692,=0.9478,=1.3168,=1.5997,=2.1885,=0.0450,=0.2270,=0.0302,=0.0445,=0.0501,=0.0726,=0.0994,,=0.0970,,=42
="932584",智选港股通红利低波,2026-06-11,=0.0056,=1827.3600,,=6.4396,=1,=5.4952,=5.6739,=5.9020,=6.1749,=6.4396,=0.6578,=1,=0.5613,=0.5796,=0.6028,=0.6307,=0.6578,=0.9893,=1,=0.8443,=0.8717,=0.9067,=0.9487,=0.9893,=0.0530,=0,=0.0530,=0.0552,=0.0578,=0.0599,=0.0621,,,,=13
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0080,=4218.5600,=0.0492,=7.1587,=0.8560,=4.1647,=4.6538,=5.7017,=6.9532,=7.8218,=0.6642,=0.7185,=0.4381,=0.4967,=0.5947,=0.6840,=0.7455,=1.1223,=1,=0.5323,=0.5978,=0.7482,=0.9468,=1.1223,=0.0497,=0.0103,=0.0487,=0.0568,=0.0688,=0.0864,=0.0936,,=0.0921,,=261
="930792",HK银行,2016-04-22,=0.0119,=5277.3700,=0.1981,=7.2795,=0.9082,=3.2659,=4.4645,=5.8965,=6.7994,=9.5632,=0.7092,=0.6679,=0.3905,=0.4964,=0.6240,=0.8010,=1.0771,=2.7721,=0.9838,=1.0519,=1.5167,=1.8796,=2.4188,=3.1066,=0.0434,=0.0430,=0.0355,=0.0500,=0.0563,=0.0743,=0.1045,,=0.0901,,=753
="399986",中证银行,2013-07-15,=0.0247,=7517.4700,=-0.0113,=7.3209,=0.9291,=4.1183,=5.2599,=6.3050,=6.8577,=9.0846,=0.7036,=0.4736,=0.4848,=0.5836,=0.7143,=0.8938,=1.2416,=2.7481,=0.9472,=1.4134,=1.7842,=2.1682,=2.5251,=3.3016,=0.0402,=0.1517,=0.0285,=0.0411,=0.0459,=0.0572,=0.0756,=0.0226,=0.0881,=0.0236,=9633
="H30106",H300金融服务,2013-05-21,=0.0114,=1683.4000,=0.1124,=7.3853,=0.6619,=4.0175,=5.3642,=6.9847,=7.7688,=11.1922,=0.7913,=0.6064,=0.4470,=0.5777,=0.7402,=0.9083,=1.2489,=2.1090,=0.9501,=0.8557,=1.1816,=1.4754,=1.9010,=2.3593,=0.0421,=0.1532,=0.0288,=0.0433,=0.0472,=0.0664,=0.0918,,=0.1014,,=19
="931233",港股通央企红利,2017-06-28,=0.0106,=1196.1600,=0.0260,=7.5966,=0.8460,=3.6988,=4.9726,=6.3791,=7.4439,=14.0775,=0.7146,=0.6649,=0.3929,=0.5233,=0.6453,=0.8592,=1.8161,=1.0314,=0.6039,=0.4645,=0.6246,=0.9478,=1.3883,=1.7583,=0.0492,=0.1019,=0.0394,=0.0519,=0.0570,=0.0797,=0.1038,,=0.0906,,=472
="931024",港股通非银,2017-11-06,=0.0084,=4073.3200,=-0.0513,=7.6348,=0.0497,=6.7549,=8.5331,=11.0156,=13.3223,=22.4310,=1.0388,=0.4926,=0.6237,=0.8517,=1.0423,=1.2217,=1.7592,=1.2792,=0.8360,=0.5870,=0.8768,=1.0172,=1.2306,=2.2002,=0.0382,=0.6887,=0.0165,=0.0268,=0.0346,=0.0413,=0.0611,,=0.1344,,=205
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0055,=3025.8500,=0.0874,=7.6837,=0.9724,=3.7550,=5.0519,=5.8380,=6.8465,=7.9027,=0.7707,=0.9201,=0.4590,=0.5795,=0.6419,=0.7401,=0.8175,=1.1691,=0.9659,=0.5101,=0.6885,=0.8002,=0.9231,=1.2126,=0.0487,=0.0076,=0.0478,=0.0536,=0.0620,=0.0791,=0.1052,,=0.0995,,=281
="000018",180金融,2007-12-10,=0.0189,=5544.9400,=-0.0666,=7.7132,=0.5808,=5.2016,=6.4287,=7.5001,=8.3012,=10.8609,=0.7959,=0.4056,=0.5902,=0.6965,=0.8624,=1.0650,=1.4199,=2.3168,=0.8693,=1.2355,=1.5824,=1.9610,=2.2093,=2.8772,=0.0377,=0.3813,=0.0246,=0.0353,=0.0392,=0.0493,=0.0636,=0.0229,=0.0959,=0.0245,=776
="H11140",香港红利,2009-07-23,=0.0154,=4059.3400,=0.1117,=7.7667,=0.7994,=3.0693,=4.4554,=5.9842,=7.7739,=13.9623,=0.7332,=0.6548,=0.3833,=0.5103,=0.6296,=0.8659,=1.1652,=1.2356,=0.7378,=0.5431,=0.7464,=0.9724,=1.3450,=2.1349,=0.0506,=0.1102,=0.0382,=0.0558,=0.0633,=0.0876,=0.1281,,=0.0912,,=48
="399809",保险主题,2015-02-13,=0.0205,=2283.5700,=-0.1441,=7.8276,=0.3747,=5.4537,=6.8114,=10.3085,=15.0245,=22.8725,=0.8474,=0.3615,=0.6352,=0.7647,=1.2202,=1.4858,=1.9794,=2.2799,=0.9613,=0.5239,=0.8688,=1.0978,=1.7574,=2.3772,=0.0370,=0.6129,=0.0120,=0.0209,=0.0300,=0.0488,=0.0686,=0.0227,=0.1015,=0.0246,=1508
="000818",细分金融,2012-04-11,=0.0177,=6890.1100,=-0.0669,=7.8516,=0.5647,=5.2356,=6.4974,=7.6875,=8.4810,=10.9951,=0.8079,=0.3941,=0.5930,=0.7010,=0.8792,=1.0874,=1.4303,=2.3772,=0.8739,=1.2689,=1.6354,=2.0003,=2.2641,=2.9111,=0.0369,=0.4563,=0.0239,=0.0331,=0.0375,=0.0471,=0.0625,=0.0231,=0.0956,=0.0246,=7
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0087,=4438.8500,=-0.0065,=7.8730,=0.8853,=3.5572,=4.6531,=6.0065,=7.2474,=9.5068,=0.7094,=0.7068,=0.3828,=0.4859,=0.5853,=0.8115,=1.1073,=0.9499,=0.5965,=0.4386,=0.6586,=0.8501,=1.4095,=2.0623,=0.0511,=0.1429,=0.0385,=0.0531,=0.0641,=0.0818,=0.1103,,=0.0803,,=1538
="987016",港股通红利低波,2021-11-18,,,=0.0970,=7.8751,=0.9956,=3.4544,=4.3107,=4.9958,=6.8608,=8.0054,=0.7548,=1,=0.4152,=0.4885,=0.5414,=0.6667,=0.7548,=1.1683,=0.8714,=0.5827,=0.6610,=0.7994,=1.1099,=1.3012,=0.0510,=0.0201,=0.0488,=0.0589,=0.0814,=0.0924,=0.1160,,=0.0893,,=166
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0068,=1318.3600,=0.0336,=7.9758,=0.8281,=3.6777,=4.8612,=6.6082,=7.8186,=10.6953,=0.7321,=0.6189,=0.4041,=0.5046,=0.6464,=0.9078,=1.1746,=1.1594,=0.6233,=0.5013,=0.7008,=1.0616,=1.5005,=1.9871,=0.0510,=0.1552,=0.0423,=0.0525,=0.0604,=0.0808,=0.1102,,=0.0903,,=920
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0080,=2756.5000,=0.1125,=8.1318,=0.9735,=3.8979,=4.9508,=5.9344,=7.2555,=8.4533,=0.7257,=0.9042,=0.4277,=0.5177,=0.5810,=0.6857,=0.8197,=1.2658,=0.9560,=0.5333,=0.6982,=0.8841,=1.1285,=1.3442,=0.0494,=0.0108,=0.0482,=0.0563,=0.0670,=0.0839,=0.1067,,=0.0895,,=501
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0057,=5052.5400,=0.0879,=8.1637,=0.8599,=4.2457,=4.7512,=5.8322,=7.8507,=9.0746,=0.7641,=0.8882,=0.4429,=0.5011,=0.5874,=0.7380,=0.8283,=1.2508,=1,=0.6036,=0.6778,=0.8823,=1.0500,=1.2508,=0.0567,=0.1028,=0.0497,=0.0608,=0.0717,=0.0878,=0.0947,,=0.0899,,=87
="000914",300金融,2007-07-02,=0.0175,=6237.0300,=-0.0716,=8.1790,=0.6274,=5.2769,=6.6022,=7.8458,=8.6017,=11.3863,=0.8020,=0.3681,=0.5962,=0.7048,=0.8868,=1.1283,=1.4919,=2.2288,=0.8833,=1.1210,=1.4310,=1.8123,=2.1010,=2.7052,=0.0366,=0.4250,=0.0235,=0.0340,=0.0376,=0.0467,=0.0618,=0.0223,=0.0897,=0.0236,=344
="H30270",红利价值,2013-12-19,=0.0155,=9513.3400,=-0.0020,=8.1909,=0.7928,=4.4543,=5.4429,=6.7747,=8.6493,=13.0955,=0.8323,=0.6651,=0.5256,=0.6493,=0.7634,=1.2374,=1.7317,=1.6600,=0.9996,=0.5854,=0.8135,=1.0022,=1.3042,=1.6637,=0.0405,=0.1629,=0.0269,=0.0419,=0.0504,=0.0630,=0.0726,=0.0235,=0.0936,=0.0240,=206
="931157",SHS红利成长LV,2019-04-25,=0.0120,=7377.4500,=-0.0103,=8.1945,=0.7629,=4.1261,=5.6105,=6.9633,=8.3177,=11.5318,=0.8105,=0.5193,=0.5154,=0.6279,=0.8052,=0.9214,=1.5888,=1.7617,=1,=0.5018,=0.7134,=1.0422,=1.4236,=1.7617,=0.0445,=0.2882,=0.0259,=0.0419,=0.0482,=0.0557,=0.0761,,=0.0964,,=347
="931130",红利成长低波,2018-12-04,=0.0195,=23834.2700,=0.0050,=8.2256,=0.6367,=4.4465,=5.5911,=7.7958,=8.7044,=11.5512,=0.8280,=0.3445,=0.5279,=0.6258,=0.8970,=1.0276,=1.5803,=2.8088,=1,=0.3109,=0.8150,=1.3235,=1.9404,=2.8088,=0.0383,=0.3019,=0.0246,=0.0323,=0.0423,=0.0532,=0.0639,=0.0231,=0.0934,=0.0229,=152
