指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0003,=12149.8685,=-0.0496,=5.8081,=0.7515,=3.2016,=4.0741,=5.1962,=5.9045,=7.9938,=0.5474,=0.4059,=0.3790,=0.4566,=0.5667,=0.7138,=1.0569,=2.1800,=0.8178,=1.0856,=1.4316,=1.7449,=2.1329,=2.9053,,=0.0881,,=0.0502,=95
="H11146",港股通内地金融,2010-06-02,=0.0029,=1123.1173,=0.0204,=6.0614,=0.5136,=3.2759,=4.5181,=6.0006,=6.7473,=9.2347,=0.6151,=0.3937,=0.3797,=0.4941,=0.6731,=0.8760,=1.1859,=1.5657,=0.7671,=0.6692,=0.9479,=1.2869,=1.5978,=2.1885,,=0.0970,,=0.0477,=39
="930792",HK银行,2016-04-22,=0.0090,=4831.2920,=0.0969,=6.6885,=0.7813,=3.2659,=4.4645,=5.8335,=6.7741,=9.5632,=0.6509,=0.5606,=0.3905,=0.4964,=0.6260,=0.8010,=1.0771,=2.5444,=0.8832,=1.0519,=1.5167,=1.8463,=2.3812,=3.1066,,=0.0901,,=0.0473,=750
="399986",中证银行,2013-07-15,=0.0001,=7007.5900,=-0.0783,=6.7597,=0.7624,=4.1183,=5.2599,=6.2743,=6.8477,=9.0846,=0.6429,=0.3007,=0.4848,=0.5836,=0.7204,=0.8984,=1.2416,=2.5375,=0.8210,=1.4134,=1.7842,=2.1326,=2.4876,=3.3016,=0.0226,=0.0881,=0.0236,=0.0436,=9544
="H30106",H300金融服务,2013-05-21,=0.0075,=1609.4034,=0.0635,=6.9167,=0.4889,=4.0175,=5.3653,=6.9643,=7.7687,=11.1922,=0.7418,=0.4909,=0.4470,=0.5779,=0.7462,=0.9081,=1.2489,=1.9770,=0.8582,=0.8557,=1.1817,=1.4607,=1.8787,=2.3593,,=0.1014,,=0.0449,=18
="000018",180金融,2007-12-10,=0.0042,=5176.2200,=-0.1286,=7.1574,=0.3552,=5.2016,=6.4287,=7.4973,=8.3012,=10.8609,=0.7280,=0.2434,=0.5902,=0.6965,=0.8767,=1.0696,=1.4199,=2.1492,=0.7591,=1.2355,=1.5824,=1.9424,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0406,=771
="399809",保险主题,2015-02-13,=0.0078,=2172.6300,=-0.1856,=7.1861,=0.2706,=5.4537,=6.8114,=10.5858,=15.0245,=22.8725,=0.7695,=0.2112,=0.6352,=0.7666,=1.2256,=1.4858,=1.9794,=2.0930,=0.9080,=0.5239,=0.8688,=1.0963,=1.4376,=2.3772,=0.0227,=0.1015,=0.0246,=0.0403,=1487
="000818",细分金融,2012-04-11,,,=-0.1295,=7.2594,=0.3333,=5.2356,=6.4974,=7.6854,=8.4810,=10.9951,=0.7384,=0.2442,=0.5930,=0.7010,=0.8943,=1.0928,=1.4303,=2.1988,=0.7521,=1.2689,=1.6354,=1.9818,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0399,=6
="931233",港股通央企红利,2017-06-28,=0.0017,=1217.0867,=0.0440,=7.4074,=0.7832,=3.6988,=4.9516,=6.3251,=7.4515,=14.0775,=0.6968,=0.6161,=0.3929,=0.5221,=0.6448,=0.8640,=1.8161,=1.0057,=0.5660,=0.4645,=0.6207,=0.9456,=1.3913,=1.7583,,=0.0906,,=0.0505,=446
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=0.0048,=4356.1700,=0.0834,=7.4614,=0.9358,=4.1647,=4.6248,=5.6410,=6.9421,=7.8218,=0.6972,=0.8497,=0.4381,=0.4941,=0.5873,=0.6846,=0.7455,=0.9915,=0.9303,=0.5323,=0.5933,=0.7380,=0.9245,=1.0366,,=0.0921,,=0.0506,=235
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=0.0012,=2967.9400,=0.0666,=7.5391,=0.9457,=3.7550,=5.0449,=5.8083,=6.7288,=7.9027,=0.7551,=0.8605,=0.4590,=0.5781,=0.6394,=0.7373,=0.8175,=1.1471,=0.9402,=0.5101,=0.6878,=0.7959,=0.9090,=1.2126,,,,=0.0497,=276
="987016",港股通红利低波,2021-11-18,,,=0.1175,=7.5428,=0.9352,=3.4544,=4.2969,=4.9072,=6.7325,=8.0054,=0.6969,=0.9033,=0.4152,=0.4850,=0.5382,=0.6517,=0.7529,=1.2285,=0.9252,=0.5827,=0.6592,=0.7907,=1.0927,=1.3012,,=0.0893,,=0.0512,=144
="000914",300金融,2007-07-02,=0.0047,=5869.4800,=-0.1263,=7.6056,=0.4064,=5.2769,=6.6022,=7.8376,=8.6017,=11.3863,=0.7361,=0.2397,=0.5962,=0.7048,=0.9161,=1.1328,=1.4919,=2.0720,=0.7875,=1.1210,=1.4310,=1.8121,=2.0875,=2.7052,=0.0223,=0.0897,=0.0236,=0.0394,=342
="H11140",香港红利,2009-07-23,=0.0008,=4056.1120,=0.1109,=7.6285,=0.7652,=3.0693,=4.4554,=5.9845,=8.1934,=13.9623,=0.7201,=0.6117,=0.3833,=0.5103,=0.6299,=0.8659,=1.1652,=1.2136,=0.6919,=0.5431,=0.7464,=0.9728,=1.5161,=2.1349,,=0.0912,,=0.0516,=42
="931024",港股通非银,2017-11-06,=0.0005,=4086.6149,=-0.0482,=7.6416,=0.0318,=6.7549,=8.6515,=11.2384,=13.3704,=22.4310,=1.0400,=0.4843,=0.6237,=0.8470,=1.0489,=1.2241,=1.7592,=1.2796,=0.8338,=0.5870,=0.8751,=1.0117,=1.2219,=2.2002,,=0.1344,,=0.0384,=189
="H30270",红利价值,2013-12-19,=-0.0015,=9526.6061,=-0.0006,=7.7269,=0.7231,=4.4543,=5.4286,=6.7513,=8.7312,=13.0955,=0.7750,=0.5301,=0.5256,=0.6486,=0.7624,=1.2496,=1.7317,=1.5660,=0.9658,=0.5854,=0.8112,=0.9971,=1.2947,=1.6637,=0.0235,=0.0936,=0.0240,=0.0430,=192
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0066,=4603.1700,=0.0302,=7.7890,=0.8663,=3.5572,=4.6390,=5.9807,=7.1873,=9.5068,=0.7014,=0.6837,=0.3828,=0.4850,=0.5789,=0.8159,=1.1073,=0.9391,=0.5792,=0.4386,=0.6537,=0.8459,=1.4164,=2.0623,,,,=0.0518,=1494
="000934",中证金融,2009-07-03,=0.0047,=5516.0300,=-0.1201,=7.8990,=0.4175,=5.7083,=6.8944,=8.0859,=8.8714,=11.5527,=0.7470,=0.2356,=0.6117,=0.7181,=0.9222,=1.1488,=1.5017,=2.0821,=0.8049,=1.1467,=1.4503,=1.8022,=2.0749,=2.6696,=0.0220,=0.0873,=0.0231,=0.0383,=1151
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0049,=1357.6300,=0.0644,=7.9486,=0.8250,=3.6777,=4.8617,=6.6099,=7.8054,=10.6953,=0.7299,=0.5972,=0.4041,=0.5047,=0.6486,=0.9071,=1.1746,=1.1579,=0.6021,=0.5013,=0.7009,=1.0665,=1.4996,=1.9871,,,,=0.0514,=909
="931157",SHS红利成长LV,2019-04-25,=-0.0004,=7261.9162,=-0.0258,=7.9606,=0.6741,=4.1261,=5.5833,=6.9055,=8.3411,=11.5318,=0.7967,=0.4654,=0.5154,=0.6253,=0.8092,=0.9271,=1.5888,=1.5574,=0.9375,=0.5018,=0.7110,=1.0359,=1.4038,=1.6439,,=0.0964,,=0.0477,=325
="932596",港股通红利低波,2016-02-04,=0.0023,=4290.3700,=0.1061,=7.9741,=0.3415,=7.4451,=7.8406,=8.0831,=8.2919,=8.5745,=0.7479,=0.5915,=0.6528,=0.6961,=0.7228,=0.7602,=0.7956,=1.3322,=0.5000,=1.2161,=1.2814,=1.3322,=1.3627,=1.4099,,=0.0894,,=0.0488,=86
="930914",港股通高股息,2016-11-25,=-0.0005,=5303.5545,=0.0785,=8.0057,=0.8220,=3.4280,=4.4185,=5.9058,=7.7987,=11.1979,=0.7714,=0.7167,=0.3979,=0.5021,=0.6147,=0.8531,=1.1764,=1.2685,=0.8096,=0.5144,=0.7033,=0.9218,=1.2549,=2.2126,,=0.0918,,=0.0502,=699
