指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=0.0171,=4267.5448,=0.9865,=190.6290,=0.8693,=70.4245,=117.4338,=133.6851,=169.4758,=348.7588,=11.2503,=0.9109,=2.8469,=4.7934,=5.5444,=7.0626,=17.6268,=25.0141,=0.9109,=7.2923,=10.9937,=13.0149,=15.7940,=37.4011,=0.0010,=0.4257,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=154
="931743",半导体材料设备,2012-12-21,=0.0153,=9650.2129,=0.8741,=140.4579,=0.9222,=30.1973,=40.1666,=61.4059,=90.2616,=224.0742,=11.0489,=0.9311,=2.5588,=3.4436,=4.3211,=7.1930,=17.1334,=17.4546,=0.9413,=2.5903,=3.1786,=3.8591,=11.2203,=25.3851,=0.0013,=0.0612,=0.0009,=0.0020,=0.0028,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=300
="931865",中证半导,2019-03-20,=0.0175,=8348.2071,=0.6869,=159.8803,=0.9247,=32.8138,=45.7278,=73.9546,=130.0426,=255.0466,=10.4844,=0.9256,=3.3892,=4.1525,=5.3037,=8.5512,=15.8034,=19.6288,=0.9364,=6.4190,=7.7153,=8.8243,=15.2974,=28.9040,=0.0009,=0.1125,=0.0006,=0.0011,=0.0020,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=219
="931144",通信技术,2019-05-30,=0.0031,=3644.2581,=0.5653,=63.7245,=0.9027,=22.8153,=30.4954,=37.1317,=52.3703,=113.1406,=10.4902,=0.9573,=2.5671,=3.1135,=3.7454,=4.8306,=15.3977,=6.3518,=0.9534,=1.6428,=2.1085,=2.5063,=3.4228,=9.4991,=0.0033,=0.0518,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=258
="000685",科创芯片,2022-06-13,=0.0172,=3864.4500,=0.4787,=170.3718,=0.7084,=42.1555,=70.8736,=119.4763,=181.3925,=335.4323,=10.2451,=0.9276,=3.1235,=4.0945,=5.1987,=7.7549,=15.4697,=20.7459,=0.9423,=7.4796,=10.0843,=12.3410,=15.9205,=31.9311,=0.0009,=0.0656,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=516
="H30184",半导体,2013-07-15,=0.0105,=12832.6768,=0.3945,=102.9702,=0.7460,=33.2056,=51.7413,=79.1123,=107.9511,=186.6477,=8.3581,=0.8829,=2.5082,=3.4362,=4.9010,=7.4939,=12.7528,=13.1886,=0.9674,=1.3963,=2.6456,=7.0467,=9.6243,=20.0377,=0.0014,=0.0639,=0.0010,=0.0017,=0.0024,=0.0034,=0.0070,=0.0203,=0.0527,=0.0094,=3402
="932066",半导体行业精选,2023-11-10,=0.0122,=5588.2389,=0.3758,=80.8809,=0.4564,=50.1901,=65.3857,=83.5414,=99.8792,=142.8699,=8.1336,=0.7445,=3.1655,=4.1541,=6.7807,=8.4332,=12.2533,=12.4741,=0.7799,=6.6489,=8.4103,=10.8685,=12.6126,=18.4956,=0.0017,=0.2304,=0.0012,=0.0016,=0.0022,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=6
="990001",中华半导体芯片,2019-03-18,=0.0126,=16179.8621,=0.3385,=103.6632,=0.6901,=33.1780,=61.6060,=86.3324,=116.8936,=187.5449,=8.2261,=0.8705,=3.1429,=4.2876,=5.3603,=7.5142,=12.4905,=12.9121,=0.9590,=3.3238,=6.0972,=7.1319,=9.5822,=19.5120,=0.0012,=0.0410,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1388
="H30007",芯片产业,2012-12-20,=0.0130,=4221.9898,=0.3333,=92.6399,=0.7068,=24.2382,=40.3144,=71.7642,=113.4115,=186.5687,=8.3390,=0.9175,=1.9412,=3.6288,=4.5524,=7.2976,=12.9184,=12.6875,=0.9691,=1.5871,=3.6992,=6.5633,=8.3955,=19.5328,=0.0012,=0.0351,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=546
="931079",5G通信,2019-04-25,=0.0059,=2570.0116,=0.3331,=45.7530,=0.8303,=21.0709,=27.7329,=33.7133,=44.7310,=103.6981,=7.3134,=0.9539,=2.3623,=3.0512,=3.6358,=5.3672,=10.5199,=2.8473,=0.9438,=1.1916,=1.4919,=1.8890,=2.3727,=4.2354,=0.0055,=0.1904,=0.0036,=0.0056,=0.0082,=0.0121,=0.0152,=0.0389,=0.1398,=0.0276,=2287
