指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931039",银行AH,2017-12-06,=0.0034,=12343.6800,=-0.0344,=5.8613,=0.7911,=3.2016,=4.0487,=5.1662,=5.8836,=7.9938,=0.5546,=0.4412,=0.3790,=0.4551,=0.5669,=0.7167,=1.0569,=2.2337,=0.8666,=1.0856,=1.4278,=1.7369,=2.0802,=2.9053,,=0.0932,,=0.0542,=77
="H11146",港股通内地金融,2010-06-02,=-0.0038,=1077.1900,=-0.0214,=6.1587,=0.5593,=3.2759,=4.5181,=5.8692,=6.7473,=9.2347,=0.6263,=0.4022,=0.3797,=0.4941,=0.6820,=0.8770,=1.1859,=1.5919,=0.8048,=0.6692,=0.9479,=1.2634,=1.5865,=2.1885,,=0.0962,,=0.0482,=30
="930792",HK银行,2016-04-22,=-0.0156,=4333.5200,=-0.0161,=6.6890,=0.7942,=3.2659,=4.4511,=5.7810,=6.7308,=9.5632,=0.6318,=0.5133,=0.3905,=0.4958,=0.6234,=0.8028,=1.0771,=2.5172,=0.8762,=1.0519,=1.5153,=1.8307,=2.3203,=3.1066,,=0.0964,,=0.0524,=737
="399986",中证银行,2013-07-15,=0.0040,=7268.7200,=-0.0440,=6.7828,=0.7900,=4.1183,=5.2645,=6.2182,=6.8062,=9.0846,=0.6654,=0.3542,=0.4848,=0.5838,=0.7254,=0.9070,=1.2416,=2.5852,=0.8707,=1.4134,=1.7845,=2.1169,=2.4437,=3.3016,=0.0685,=0.0932,=0.0729,=0.0458,=9424
="H30106",H300金融服务,2013-05-21,=-0.0161,=1501.6600,=-0.0077,=6.9950,=0.5213,=4.0175,=5.3653,=6.8969,=7.7687,=11.1922,=0.7443,=0.4933,=0.4470,=0.5779,=0.7482,=0.9081,=1.2489,=1.9724,=0.8704,=0.8557,=1.1817,=1.4540,=1.8411,=2.3593,,=0.1014,,=0.0466,=16
="399809",保险主题,2015-02-13,=-0.0065,=2479.4000,=-0.0707,=7.2418,=0.2854,=5.4537,=6.8119,=10.6431,=15.0228,=22.8725,=0.8152,=0.3044,=0.6352,=0.7669,=1.2295,=1.4853,=1.9794,=2.1285,=0.9316,=0.5239,=0.8689,=1.0979,=1.3724,=2.3772,=0.0826,=0.1040,=0.0824,=0.0401,=1459
="000018",180金融,2007-12-10,=-0.0001,=5505.8300,=-0.0732,=7.3045,=0.4304,=5.2016,=6.4321,=7.4955,=8.3000,=10.8609,=0.7787,=0.3147,=0.5902,=0.6966,=0.8936,=1.0744,=1.4199,=2.2143,=0.8167,=1.2355,=1.5826,=1.9254,=2.1867,=2.8772,=0.0783,=0.0973,=0.0761,=0.0401,=764
="000818",细分金融,2012-04-11,=-0.0012,=6860.3100,=-0.0709,=7.4326,=0.4238,=5.2356,=6.4985,=7.6831,=8.4792,=10.9951,=0.7919,=0.3056,=0.5930,=0.7010,=0.9094,=1.1000,=1.4303,=2.2694,=0.8196,=1.2689,=1.6360,=1.9719,=2.2423,=2.9111,=0.0780,=0.0969,=0.0769,=0.0392,=6
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0125,=4396.0600,=0.0933,=7.4654,=0.9898,=4.1647,=4.6080,=5.5491,=6.8285,=7.6037,=0.7095,=0.9840,=0.4381,=0.4915,=0.5808,=0.6710,=0.7227,=1.0009,=0.9898,=0.5323,=0.5912,=0.7267,=0.9097,=1.0190,,=0.0980,,=0.0543,=200
="931233",港股通央企红利,2017-06-28,=-0.0089,=1256.8700,=0.0781,=7.4764,=0.8168,=3.6988,=4.9373,=6.2811,=7.4176,=14.0775,=0.7173,=0.6673,=0.3929,=0.5213,=0.6406,=0.8682,=1.8161,=1.0296,=0.5916,=0.4645,=0.6185,=0.9345,=1.3944,=1.7583,,=0.0974,,=0.0546,=394
="987016",港股通红利低波,2021-11-18,=-0.0137,=1709.5918,=0.1460,=7.6959,=0.9981,=3.4544,=4.2814,=4.8505,=6.3548,=7.7483,=0.7167,=0.9981,=0.4152,=0.4834,=0.5353,=0.6279,=0.7226,=1.2626,=0.9981,=0.5827,=0.6570,=0.7846,=0.9871,=1.2728,,=0.0953,,=0.0542,=100
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0056,=2987.9000,=0.0737,=7.7058,=0.9863,=3.7550,=5.0362,=5.7664,=6.6282,=7.8951,=0.7846,=0.9696,=0.4590,=0.5769,=0.6369,=0.7255,=0.8175,=1.1824,=0.9857,=0.5101,=0.6868,=0.7899,=0.8955,=1.2116,,=0.1004,,=0.0519,=262
="000914",300金融,2007-07-02,=-0.0010,=6251.7200,=-0.0694,=7.7096,=0.4638,=5.2769,=6.6035,=7.8122,=8.5959,=11.3863,=0.7884,=0.2974,=0.5962,=0.7048,=0.9336,=1.1392,=1.4919,=2.1209,=0.8381,=1.1210,=1.4313,=1.8124,=2.0644,=2.7052,=0.0748,=0.0919,=0.0740,=0.0388,=338
