指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),股息率,关注度
="931039",银行AH,2017-12-06,=-0.0043,=12378.1900,=-0.0317,=5.8908,=0.7897,=3.2016,=4.0692,=5.1942,=5.9046,=7.9938,=0.5552,=0.4365,=0.3790,=0.4564,=0.5669,=0.7140,=1.0569,=2.2111,=0.8356,=1.0856,=1.4310,=1.7428,=2.1242,=2.9053,,=0.0881,,=0.0495,=91
="H11146",港股通内地金融,2010-06-02,=-0.0124,=1141.2600,=0.0369,=6.1610,=0.5500,=3.2759,=4.5181,=5.9859,=6.7473,=9.2347,=0.6252,=0.4034,=0.3797,=0.4941,=0.6738,=0.8760,=1.1859,=1.5915,=0.7930,=0.6692,=0.9479,=1.2827,=1.5978,=2.1885,,=0.0970,,=0.0469,=36
="930792",HK银行,2016-04-22,=-0.0093,=4811.6400,=0.0924,=6.7092,=0.7870,=3.2659,=4.4645,=5.8255,=6.7741,=9.5632,=0.6529,=0.5651,=0.3905,=0.4964,=0.6260,=0.8010,=1.0771,=2.5522,=0.8909,=1.0519,=1.5167,=1.8424,=2.3769,=3.1066,,=0.0901,,=0.0471,=750
="399986",中证银行,2013-07-15,=-0.0045,=7110.0500,=-0.0649,=6.7956,=0.7803,=4.1183,=5.2599,=6.2681,=6.8477,=9.0846,=0.6463,=0.3030,=0.4848,=0.5836,=0.7214,=0.8984,=1.2416,=2.5509,=0.8314,=1.4134,=1.7842,=2.1287,=2.4829,=3.3016,=0.0226,=0.0881,=0.0236,=0.0433,=9527
="H30106",H300金融服务,2013-05-21,=-0.0100,=1617.7400,=0.0690,=6.9809,=0.5034,=4.0175,=5.3653,=6.9600,=7.7687,=11.1922,=0.7487,=0.5034,=0.4470,=0.5779,=0.7469,=0.9081,=1.2489,=1.9954,=0.8692,=0.8557,=1.1817,=1.4597,=1.8746,=2.3593,,=0.1014,,=0.0445,=17
="000018",180金融,2007-12-10,=-0.0104,=5245.9200,=-0.1169,=7.2122,=0.3772,=5.2016,=6.4287,=7.4972,=8.3012,=10.8609,=0.7335,=0.2444,=0.5902,=0.6965,=0.8793,=1.0696,=1.4199,=2.1657,=0.7700,=1.2355,=1.5824,=1.9405,=2.2066,=2.8772,=0.0229,=0.0959,=0.0245,=0.0403,=770
="399809",保险主题,2015-02-13,=-0.0181,=2230.7000,=-0.1639,=7.2437,=0.2877,=5.4537,=6.8114,=10.6185,=15.0245,=22.8725,=0.7757,=0.2238,=0.6352,=0.7667,=1.2249,=1.4858,=1.9794,=2.1098,=0.9106,=0.5239,=0.8688,=1.0978,=1.4191,=2.3772,=0.0227,=0.1015,=0.0246,=0.0400,=1483
="000818",细分金融,2012-04-11,=-0.0111,=6547.0100,=-0.1133,=7.3233,=0.3586,=5.2356,=6.4974,=7.6847,=8.4810,=10.9951,=0.7449,=0.2448,=0.5930,=0.7010,=0.8961,=1.0928,=1.4303,=2.2182,=0.7692,=1.2689,=1.6354,=1.9768,=2.2602,=2.9111,=0.0231,=0.0956,=0.0246,=0.0396,=6
="931233",港股通央企红利,2017-06-28,=-0.0108,=1236.0800,=0.0603,=7.4697,=0.8061,=3.6988,=4.9512,=6.3176,=7.4458,=14.0775,=0.7027,=0.6284,=0.3929,=0.5220,=0.6447,=0.8647,=1.8161,=1.0142,=0.5761,=0.4645,=0.6203,=0.9444,=1.3922,=1.7583,,=0.0906,,=0.0501,=440
="HSSCSOY",恒生港股通中国央企红利指数,2023-06-01,=-0.0137,=4405.2200,=0.0956,=7.5151,=0.9587,=4.1647,=4.6230,=5.6363,=6.9241,=7.8218,=0.7022,=0.8941,=0.4381,=0.4938,=0.5863,=0.6834,=0.7455,=0.9986,=0.9532,=0.5323,=0.5931,=0.7367,=0.9218,=1.0366,,=0.0921,,=0.0502,=235
="987016",港股通红利低波,2021-11-18,,,=0.1376,=7.6116,=0.9569,=3.4544,=4.2968,=4.9008,=6.6738,=8.0054,=0.7032,=0.9349,=0.4152,=0.4849,=0.5377,=0.6483,=0.7529,=1.2397,=0.9495,=0.5827,=0.6590,=0.7898,=1.0864,=1.3012,,=0.0893,,=0.0507,=144
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0108,=3029.7300,=0.0888,=7.6302,=0.9618,=3.7550,=5.0448,=5.8071,=6.7185,=7.9027,=0.7640,=0.8976,=0.4590,=0.5780,=0.6391,=0.7355,=0.8175,=1.1611,=0.9522,=0.5101,=0.6875,=0.7953,=0.9067,=1.2126,,,,=0.0491,=277
="000914",300金融,2007-07-02,=-0.0113,=5957.0900,=-0.1132,=7.6769,=0.4373,=5.2769,=6.6022,=7.8366,=8.6017,=11.3863,=0.7430,=0.2424,=0.5962,=0.7048,=0.9175,=1.1328,=1.4919,=2.0914,=0.8013,=1.1210,=1.4310,=1.8123,=2.0875,=2.7052,=0.0223,=0.0897,=0.0236,=0.0391,=341
="H11140",香港红利,2009-07-23,=-0.0102,=4084.5800,=0.1187,=7.6933,=0.7704,=3.0693,=4.4554,=5.9845,=8.2195,=13.9623,=0.7262,=0.6211,=0.3833,=0.5103,=0.6299,=0.8659,=1.1652,=1.2239,=0.7036,=0.5431,=0.7464,=0.9728,=1.5227,=2.1349,,=0.0912,,=0.0511,=39
="931024",港股通非银,2017-11-06,=-0.0117,=4193.3800,=-0.0233,=7.8221,=0.0533,=6.7549,=8.6610,=11.2663,=13.3704,=22.4310,=1.0646,=0.5212,=0.6237,=0.8469,=1.0495,=1.2246,=1.7592,=1.3100,=0.8520,=0.5870,=0.8745,=1.0104,=1.2182,=2.2002,,=0.1344,,=0.0375,=187
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=-0.0091,=4730.7800,=0.0588,=7.8356,=0.8768,=3.5572,=4.6387,=5.9766,=7.1827,=9.5068,=0.7056,=0.6947,=0.3828,=0.4849,=0.5786,=0.8165,=1.1073,=0.9447,=0.5832,=0.4386,=0.6536,=0.8453,=1.4164,=2.0623,,,,=0.0515,=1492
="H30270",红利价值,2013-12-19,=-0.0030,=9657.1200,=0.0131,=7.8686,=0.7484,=4.4543,=5.4279,=6.7477,=8.7331,=13.0955,=0.7891,=0.5706,=0.5256,=0.6485,=0.7621,=1.2504,=1.7317,=1.5947,=0.9767,=0.5854,=0.8110,=0.9965,=1.2852,=1.6637,=0.0235,=0.0936,=0.0240,=0.0422,=188
="000934",中证金融,2009-07-03,=-0.0127,=5602.4800,=-0.1063,=7.9802,=0.4588,=5.7083,=6.8944,=8.0849,=8.8714,=11.5527,=0.7547,=0.2411,=0.6117,=0.7181,=0.9237,=1.1488,=1.5017,=2.1035,=0.8203,=1.1467,=1.4503,=1.8024,=2.0722,=2.6696,=0.0220,=0.0873,=0.0231,=0.0379,=1151
="932596",港股通红利低波,2016-02-04,=-0.0074,=4334.7500,=0.1175,=8.0051,=0.3711,=7.4451,=7.8279,=8.0978,=8.2936,=8.5745,=0.7508,=0.6289,=0.6528,=0.6957,=0.7219,=0.7604,=0.7956,=1.3373,=0.5346,=1.2161,=1.2786,=1.3314,=1.3642,=1.4099,,=0.0894,,=0.0486,=87
="930914",港股通高股息,2016-11-25,=-0.0064,=5378.1199,=0.0936,=8.0225,=0.8233,=3.4280,=4.4181,=5.8979,=7.7864,=11.1979,=0.7730,=0.7191,=0.3979,=0.5020,=0.6145,=0.8532,=1.1764,=1.2711,=0.8117,=0.5144,=0.7031,=0.9215,=1.2504,=2.2126,,=0.0918,,=0.0501,=696
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0117,=1392.3700,=0.0917,=8.0368,=0.8417,=3.6777,=4.8617,=6.6099,=7.7930,=10.6953,=0.7380,=0.6090,=0.4041,=0.5047,=0.6486,=0.9071,=1.1746,=1.1707,=0.6212,=0.5013,=0.7009,=1.0665,=1.4996,=1.9871,,,,=0.0508,=910
="931157",SHS红利成长LV,2019-04-25,=-0.0094,=7389.9000,=-0.0086,=8.0672,=0.7094,=4.1261,=5.5821,=6.9043,=8.3416,=11.5318,=0.8074,=0.4927,=0.5154,=0.6252,=0.8094,=0.9283,=1.5888,=1.5782,=0.9535,=0.5018,=0.7095,=1.0338,=1.3992,=1.6439,,=0.0964,,=0.0471,=321
="930992",沪港深红利低波,2017-06-28,=-0.0053,=5765.9100,=0.0357,=8.1247,=0.9177,=4.0130,=5.1383,=5.8536,=7.6686,=8.5109,=0.7573,=0.9111,=0.4277,=0.5368,=0.5896,=0.7178,=0.7950,=1.2019,=0.8335,=0.4496,=0.5997,=0.8337,=1.1813,=1.3912,,=0.0878,,=0.0489,=42
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0065,=2835.0800,=0.1442,=8.1428,=0.9764,=3.8979,=4.9484,=5.8569,=7.1686,=8.4533,=0.7266,=0.9062,=0.4277,=0.5168,=0.5766,=0.6812,=0.8197,=1.2671,=0.9584,=0.5333,=0.6963,=0.8723,=1.1171,=1.3442,,,,=0.0494,=488
="000992",全指金融,2011-08-02,=-0.0129,=5376.3700,=-0.1022,=8.2211,=0.4847,=5.9310,=7.1022,=8.2655,=9.0288,=11.6339,=0.7585,=0.2378,=0.6188,=0.7234,=0.9343,=1.1610,=1.5107,=2.0918,=0.8145,=1.1568,=1.4432,=1.8065,=2.0744,=2.6668,=0.0217,=0.0846,=0.0227,=0.0373,=2700
="HSCSOE",恒生中国央企指数,2023-01-01,=-0.0126,=3981.3600,=0.1075,=8.2764,=0.9467,=4.9972,=5.5376,=6.1084,=7.6581,=8.5526,=0.7956,=0.9249,=0.5264,=0.5919,=0.6304,=0.7519,=0.8375,=0.9901,=0.9455,=0.5404,=0.5934,=0.6637,=0.8559,=1.0234,,=0.0956,,=0.0461,=109
="000029",180价值,2009-01-09,=-0.0072,=4106.5900,=-0.0778,=8.3058,=0.7168,=5.6894,=6.9075,=7.8873,=8.5069,=10.8138,=0.7951,=0.1587,=0.6666,=0.8054,=0.8632,=1.0653,=1.4433,=1.0791,=0.8314,=0.6198,=0.7825,=0.9448,=1.0674,=1.4032,=0.0228,=0.0896,=0.0243,=0.0410,=555
="H50040",上红低波,2014-03-21,=-0.0063,=11052.5200,=0.0023,=8.3463,=0.7609,=4.6938,=5.9512,=7.0598,=9.6645,=14.3118,=0.8311,=0.4819,=0.5647,=0.6911,=0.8366,=1.3609,=1.8756,=1.6262,=0.9753,=0.6380,=0.8684,=1.2018,=1.3980,=1.6845,=0.0234,=0.0936,=0.0244,=0.0426,=353
="H30269",红利低波,2013-12-19,=-0.0068,=11115.8200,=-0.0110,=8.3517,=0.7519,=4.5638,=5.5488,=6.8538,=9.4786,=14.4342,=0.8408,=0.5495,=0.5386,=0.6570,=0.8017,=1.3872,=1.9670,=1.6141,=0.9765,=0.6111,=0.8850,=1.0977,=1.4147,=1.6703,=0.0236,=0.0946,=0.0236,=0.0433,=4147
="931446",东证红利低波,2020-04-21,=-0.0096,=3395.4400,=-0.0137,=8.3798,=0.7521,=5.1478,=6.1714,=7.1029,=8.5391,=11.0216,=0.7918,=0.5803,=0.5884,=0.6949,=0.7633,=0.8733,=1.2481,=1.5190,=0.9511,=0.5909,=0.7529,=0.8849,=1.3146,=1.5979,=0.0224,=0.0895,=0.0240,=0.0426,=823
="000151",上国红利,2012-07-20,=0.0022,=1604.7200,=0.0504,=8.4705,=0.9468,=4.5075,=5.3657,=6.9332,=7.6862,=10.0345,=0.7395,=0.4571,=0.5268,=0.6189,=0.7545,=0.9661,=1.3272,=1.0467,=0.4320,=0.6026,=0.8953,=1.0890,=1.3107,=1.6854,=0.0218,=0.0803,=0.0258,=0.0441,=209
="931130",红利成长低波,2018-12-04,=-0.0069,=23408.3400,=-0.0129,=8.5362,=0.7431,=4.4465,=5.5721,=7.7942,=8.7340,=11.5512,=0.8438,=0.3457,=0.5279,=0.6237,=0.9017,=1.0333,=1.5803,=1.8827,=0.7786,=0.3109,=0.8130,=1.3177,=1.9180,=2.5957,=0.0231,=0.0934,=0.0229,=0.0428,=143
="000922",中证红利,2008-05-26,=-0.0024,=5680.3700,=0.0320,=8.5461,=0.7832,=5.1762,=6.0245,=7.6568,=8.6145,=11.2156,=0.8221,=0.4316,=0.5911,=0.7110,=0.8560,=1.1086,=1.4999,=1.2637,=0.8574,=0.6332,=0.7726,=1.0442,=1.2221,=1.7101,=0.0233,=0.0895,=0.0228,=0.0423,=19978
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=-0.0181,=5290.8400,=0.1392,=8.6638,=0.9450,=4.2457,=4.7125,=5.7688,=7.6457,=9.0746,=0.7776,=0.9120,=0.4429,=0.4981,=0.5804,=0.7354,=0.8283,=1.0997,=0.9340,=0.6036,=0.6732,=0.8723,=1.0314,=1.1508,,,,=0.0516,=85
