指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="950125",科创半导体材料设备,2024-07-26,=-0.0276,=4370.9400,=1.0346,=238.3946,=0.9332,=70.4245,=117.4082,=131.6448,=167.3212,=348.7588,=12.4511,=0.9413,=2.8469,=4.7886,=5.4195,=6.9879,=17.6268,=26.9939,=0.9453,=7.2923,=10.9751,=12.9508,=15.6119,=37.4011,=0.0009,=0.2915,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0075,=0.0371,=0.0094,=142
="931743",半导体材料设备,2012-12-21,=-0.0289,=9950.8400,=0.9325,=161.9219,=0.9651,=30.1973,=39.8789,=60.9659,=89.1195,=224.0742,=12.2456,=0.9625,=2.5588,=3.4295,=4.3055,=7.0212,=17.1334,=18.8482,=0.9651,=2.5903,=3.1703,=3.8475,=11.1232,=25.3851,=0.0012,=0.0336,=0.0009,=0.0020,=0.0029,=0.0045,=0.0073,=0.0198,=0.0706,=0.0130,=288
="931865",中证半导,2019-03-20,=-0.0284,=8721.9900,=0.7624,=183.0962,=0.9585,=32.8138,=45.6766,=73.7781,=128.6884,=255.0466,=11.5343,=0.9456,=3.3892,=4.1492,=5.2607,=8.4573,=15.8034,=21.4469,=0.9644,=6.4190,=7.7039,=8.7854,=15.1539,=28.9040,=0.0009,=0.0435,=0.0006,=0.0011,=0.0021,=0.0024,=0.0032,=0.0168,=0.0580,=0.0153,=217
="931144",通信技术,2019-05-30,=0.0076,=3634.2600,=0.5610,=74.5077,=0.9433,=22.8153,=30.4640,=37.0747,=52.0063,=113.1406,=11.0819,=0.9685,=2.5671,=3.1120,=3.7195,=4.8098,=15.3977,=6.7770,=0.9662,=1.6428,=2.1074,=2.4967,=3.4180,=9.4991,=0.0030,=0.0343,=0.0021,=0.0043,=0.0065,=0.0100,=0.0166,=0.0432,=0.1354,=0.0299,=256
="000685",科创芯片,2022-06-13,=-0.0172,=4016.5400,=0.5369,=234.3065,=0.9634,=42.1555,=70.0534,=118.8370,=180.7247,=335.4323,=11.2012,=0.9604,=3.1235,=4.0884,=5.1714,=7.6792,=15.4697,=23.1576,=0.9664,=7.4796,=10.0697,=12.2840,=15.8168,=31.9311,=0.0007,=0.0326,=0.0005,=0.0011,=0.0015,=0.0021,=0.0026,=0.0152,=0.0415,=0.0074,=506
="H30184",半导体,2013-07-15,=-0.0110,=13477.0500,=0.4645,=133.6089,=0.9596,=33.2056,=51.7038,=78.5710,=107.7085,=186.6477,=9.2400,=0.9435,=2.5082,=3.4319,=4.8794,=7.4704,=12.7528,=14.6202,=0.9843,=1.3963,=2.6456,=7.0209,=9.4795,=20.0377,=0.0013,=0.0256,=0.0010,=0.0017,=0.0024,=0.0036,=0.0070,=0.0203,=0.0527,=0.0094,=3391
="932066",半导体行业精选,2023-11-10,=-0.0109,=5883.8500,=0.4485,=106.7332,=0.8769,=50.1901,=65.2489,=83.3676,=99.6334,=142.8699,=9.1170,=0.8889,=3.1655,=4.1445,=6.7530,=8.3838,=12.2533,=13.9215,=0.9099,=6.6489,=8.4006,=10.7871,=12.5397,=18.4956,=0.0016,=0.1502,=0.0012,=0.0017,=0.0022,=0.0028,=0.0034,=0.0207,=0.0794,=0.0157,=5
="990001",中华半导体芯片,2019-03-18,=-0.0125,=17082.3900,=0.4131,=134.8746,=0.9276,=33.1780,=61.4543,=86.0299,=116.7688,=187.5449,=9.1083,=0.9427,=3.1429,=4.2830,=5.3473,=7.4880,=12.4905,=14.3232,=0.9772,=3.3238,=6.0903,=7.1251,=9.5475,=19.5120,=0.0012,=0.0200,=0.0008,=0.0016,=0.0021,=0.0028,=0.0056,=0.0177,=0.0410,=0.0101,=1384
="H30007",芯片产业,2012-12-20,=-0.0132,=4452.4800,=0.4061,=116.2065,=0.8289,=24.2382,=40.3144,=71.3773,=113.1029,=186.5687,=9.2551,=0.9604,=1.9412,=3.6288,=4.5344,=7.2662,=12.9184,=14.0087,=0.9819,=1.5871,=3.6957,=6.5573,=8.3440,=19.5328,=0.0011,=0.0153,=0.0008,=0.0017,=0.0023,=0.0046,=0.0105,=0.0230,=0.0446,=0.0109,=539
="980017",国证芯片,2015-02-17,=-0.0160,=17458.0900,=0.3761,=129.3815,=0.8877,=30.3742,=55.7523,=81.1957,=108.3975,=227.4136,=9.7405,=0.9716,=3.1638,=4.0981,=5.7706,=7.5051,=13.5798,=15.1638,=0.9781,=3.6283,=5.7908,=6.6755,=8.1162,=20.9165,=0.0011,=0.0236,=0.0008,=0.0016,=0.0021,=0.0027,=0.0044,=0.0146,=0.0397,=0.0130,=2615
="000682",科创信息,2021-08-16,=-0.0175,=2737.4600,=0.3730,=184.0058,=0.9688,=41.6131,=61.2413,=93.3516,=135.0115,=255.5918,=10.3111,=0.9638,=3.3247,=4.3580,=5.3942,=6.6769,=13.8809,=16.1545,=0.9697,=5.5790,=7.3222,=8.9134,=11.5178,=21.7670,=0.0014,=0.0253,=0.0011,=0.0020,=0.0030,=0.0038,=0.0070,=0.0200,=0.0432,=0.0072,=105
="H30318",科技传媒通信150,2014-04-15,=-0.0061,=4189.5000,=0.3626,=66.8415,=0.9447,=19.8534,=28.8631,=38.1291,=50.0485,=90.7292,=9.9387,=0.9839,=2.0037,=2.4801,=3.5037,=4.3887,=13.0479,=5.1748,=0.9790,=1.2409,=1.8640,=2.3034,=2.8297,=6.8164,=0.0041,=0.0198,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.0368,=0.1091,=0.0211,=48
="931079",5G通信,2019-04-25,=-0.0001,=2587.7400,=0.3423,=54.3242,=0.9570,=21.0709,=27.6767,=33.6198,=44.5780,=103.6981,=7.9249,=0.9678,=2.3623,=3.0445,=3.6309,=5.3238,=10.5199,=3.1342,=0.9650,=1.1916,=1.4912,=1.8814,=2.3590,=4.2354,=0.0061,=0.2538,=0.0036,=0.0056,=0.0082,=0.0121,=0.0152,=0.0389,=0.1398,=0.0276,=2283
="931461",电子50,2009-07-22,=-0.0120,=7764.6400,=0.3171,=57.0979,=0.9146,=20.3357,=30.2775,=36.3459,=48.7536,=76.5790,=7.2312,=0.9806,=2.5323,=3.1789,=3.6975,=5.3210,=9.2899,=3.5170,=0.8854,=1.1588,=1.7975,=2.0651,=3.1384,=4.5428,=0.0060,=0.1068,=0.0046,=0.0067,=0.0091,=0.0111,=0.0147,=0.0239,=0.0884,=0.0169,=443
="399363",云科技,2009-08-03,=-0.0048,=12299.7200,=0.3164,=37.1258,=0.2466,=25.0041,=36.0533,=41.5982,=48.8505,=74.9161,=4.2885,=0.3249,=3.0187,=3.9515,=4.6508,=5.5540,=10.4646,=2.9227,=0.4656,=1.6015,=2.2265,=3.0530,=3.7098,=4.3826,=0.0145,=0.9868,=0.0046,=0.0055,=0.0070,=0.0103,=0.0160,=0.0491,=0.1469,=0.0254,=286
="931087",科技龙头,2019-03-20,=-0.0068,=6916.9000,=0.3159,=57.7081,=0.9348,=22.2848,=33.6763,=40.6618,=52.3137,=78.0359,=8.6204,=0.9827,=2.8190,=4.2301,=5.3146,=6.5329,=11.1808,=7.5672,=0.9833,=2.0316,=3.3117,=3.9877,=4.9857,=9.7717,=0.0052,=0.1756,=0.0037,=0.0053,=0.0064,=0.0086,=0.0172,=0.0321,=0.1080,=0.0209,=2099
="931696",科技50策略,2021-07-12,=-0.0061,=26473.0700,=0.3142,=53.0682,=0.8793,=23.0047,=27.8555,=34.0211,=47.0324,=71.4621,=8.6980,=0.9335,=3.0567,=3.9252,=4.4775,=7.1299,=11.2899,=4.9156,=0.9092,=1.9010,=2.3681,=2.6831,=4.2646,=6.7093,=0.0055,=0.0632,=0.0042,=0.0064,=0.0097,=0.0121,=0.0167,=0.0396,=0.1271,=0.0285,=14
="950162",科创芯片设计,2024-07-26,=-0.0007,=2433.4800,=0.3080,=204.0621,=0.1215,=161.6128,=224.4588,=264.3628,=382.7765,=687.1301,=14.7202,=0.8907,=4.2582,=7.7205,=9.4342,=13.1154,=20.2102,=23.4971,=0.9109,=8.7765,=14.4791,=17.7408,=21.6192,=32.5243,=0.0013,=0.3077,=0.0010,=0.0012,=0.0015,=0.0018,=0.0029,=0.0309,=0.0713,=0.0107,=65
