指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q1),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q1),关注度
="000818",细分金融,2012-04-11,,,=-0.0851,=7.2262,=0.3255,=5.2356,=6.4974,=7.6839,=8.4810,=10.9951,=0.7831,=0.3214,=0.5930,=0.7010,=0.8722,=1.0827,=1.4303,=2.2251,=0.7594,=1.2689,=1.6354,=2.0043,=2.2666,=2.9111,=0.0377,=0.5109,=0.0239,=0.0331,=0.0375,=0.0471,=0.0625,=0.0231,=0.0956,=0.0246,=12
="HSMCHYI",恒生中国内地企业高股息率指数,2019-09-01,=-0.0011,=3005.4500,=0.0800,=7.2459,=0.8613,=3.7550,=5.0585,=5.8615,=6.9013,=7.9027,=0.7564,=0.8654,=0.4590,=0.5800,=0.6430,=0.7412,=0.8175,=1.1229,=0.9031,=0.5101,=0.6892,=0.8029,=0.9308,=1.2126,=0.0495,=0.0348,=0.0478,=0.0534,=0.0618,=0.0791,=0.1052,,=0.0995,,=286
="931479",证券保险,2020-05-06,=-0.0029,=923.9259,=-0.1306,=7.3161,=0,=7.3161,=11.6494,=13.3024,=15.4503,=21.1012,=1.2301,=0.2148,=1.0296,=1.2201,=1.3684,=1.5577,=2.2844,=1.5190,=0.5605,=1.0318,=1.2779,=1.4703,=1.7804,=2.2879,=0.0318,=0.9440,=0.0162,=0.0225,=0.0251,=0.0290,=0.0357,=0.0256,=0.1317,=0.0302,=57
="H30035",300非银,2012-12-21,=-0.0023,=9566.8852,=-0.1422,=7.4078,=0,=7.4078,=12.6998,=15.1555,=19.3628,=26.3489,=1.2443,=0.1323,=1.0544,=1.2958,=1.6024,=2.0411,=2.4387,=1.5284,=0.3239,=1.0410,=1.4185,=1.6974,=1.9729,=2.3917,=0.0311,=0.9604,=0.0124,=0.0164,=0.0222,=0.0259,=0.0352,=0.0253,=0.1294,=0.0297,=1261
="931233",港股通央企红利,2017-06-28,=0.0013,=1192.0453,=0.0213,=7.4540,=0.8031,=3.6988,=4.9815,=6.4059,=7.4456,=14.0775,=0.7007,=0.6321,=0.3929,=0.5241,=0.6472,=0.8576,=1.8161,=1.0076,=0.5750,=0.4645,=0.6262,=0.9524,=1.3872,=1.7583,=0.0504,=0.1347,=0.0394,=0.0519,=0.0569,=0.0795,=0.1038,,=0.0906,,=487
="000914",300金融,2007-07-02,=-0.0039,=6091.6500,=-0.0932,=7.5225,=0.3721,=5.2769,=6.6022,=7.8389,=8.6017,=11.3863,=0.7778,=0.3111,=0.5962,=0.7048,=0.8768,=1.1224,=1.4919,=2.0993,=0.7903,=1.1210,=1.4310,=1.8124,=2.1079,=2.7052,=0.0374,=0.4878,=0.0235,=0.0340,=0.0376,=0.0467,=0.0618,=0.0223,=0.0897,=0.0236,=347
="H11140",香港红利,2009-07-23,=0.0042,=4061.3930,=0.1116,=7.6162,=0.7866,=3.0693,=4.4554,=5.9843,=7.7040,=13.9623,=0.7215,=0.6379,=0.3833,=0.5103,=0.6298,=0.8659,=1.1652,=1.2076,=0.7100,=0.5431,=0.7464,=0.9726,=1.3224,=2.1349,=0.0516,=0.1260,=0.0382,=0.0555,=0.0632,=0.0876,=0.1281,,=0.0912,,=53
="987016",港股通红利低波,2021-11-18,,,=0.1173,=7.6901,=0.9682,=3.4544,=4.3180,=5.0377,=6.9226,=8.0054,=0.7426,=0.9914,=0.4152,=0.4893,=0.5422,=0.6700,=0.7549,=1.1427,=0.8505,=0.5827,=0.6615,=0.8053,=1.1159,=1.3012,=0.0525,=0.0541,=0.0488,=0.0587,=0.0808,=0.0923,=0.1160,,=0.0893,,=178
="HSHDYI",恒生高股息率指数,2012-12-10,=-0.0007,=1284.9400,=0.0074,=7.6922,=0.7694,=3.6777,=4.8617,=6.6099,=7.8186,=10.6953,=0.7150,=0.5883,=0.4041,=0.5047,=0.6467,=0.9016,=1.1746,=1.1222,=0.5713,=0.5013,=0.7009,=1.0619,=1.4940,=1.9871,=0.0525,=0.1953,=0.0423,=0.0527,=0.0604,=0.0808,=0.1102,,=0.0903,,=922
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=-0.0020,=2745.6900,=0.1081,=7.7302,=0.9066,=3.8979,=4.9536,=5.9605,=7.2895,=8.4533,=0.7123,=0.8715,=0.4277,=0.5184,=0.5817,=0.6880,=0.8197,=1.2294,=0.8989,=0.5333,=0.6995,=0.8878,=1.1334,=1.3442,=0.0504,=0.0238,=0.0482,=0.0561,=0.0666,=0.0838,=0.1067,,=0.0894,,=507
="HSHYLV",恒生港股通高股息低波动指数,2017-05-08,=0.0017,=4326.6900,=-0.0316,=7.7344,=0.8558,=3.5572,=4.6622,=6.0215,=7.3488,=9.5068,=0.6971,=0.6786,=0.3828,=0.4862,=0.5878,=0.8093,=1.1073,=0.9322,=0.5775,=0.4386,=0.6601,=0.8519,=1.4051,=2.0623,=0.0521,=0.1720,=0.0385,=0.0530,=0.0640,=0.0816,=0.1103,,=0.0873,,=1565
="HSCSOE",恒生中国央企指数,2023-01-01,=0.0020,=3921.1000,=0.0907,=7.7700,=0.7873,=4.9972,=5.5880,=6.2625,=7.7969,=8.5526,=0.7822,=0.8853,=0.5264,=0.5945,=0.6390,=0.7638,=0.8375,=0.9581,=0.8808,=0.5404,=0.5981,=0.6804,=0.9160,=1.0234,=0.0467,=0.0379,=0.0450,=0.0515,=0.0679,=0.0772,=0.0871,,=0.0956,,=119
="000934",中证金融,2009-07-03,=-0.0039,=5711.1300,=-0.0890,=7.7947,=0.3799,=5.7083,=6.8944,=8.0963,=8.8714,=11.5527,=0.7880,=0.3074,=0.6117,=0.7181,=0.8893,=1.1345,=1.5017,=2.1091,=0.8105,=1.1467,=1.4503,=1.8025,=2.0997,=2.6696,=0.0364,=0.4710,=0.0232,=0.0331,=0.0366,=0.0445,=0.0593,=0.0220,=0.0873,=0.0231,=1161
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0010,=4916.4900,=0.0586,=7.8198,=0.7860,=4.2457,=4.7600,=5.8766,=7.8986,=9.0746,=0.7376,=0.7897,=0.4429,=0.5021,=0.5925,=0.7380,=0.8283,=1.2100,=0.9775,=0.6036,=0.6795,=0.8870,=1.0646,=1.2508,=0.0576,=0.1164,=0.0497,=0.0604,=0.0710,=0.0877,=0.0947,,=0.0899,,=90
="931157",SHS红利成长LV,2019-04-25,=0.0006,=7205.3758,=-0.0337,=7.8842,=0.6613,=4.1261,=5.6201,=7.0050,=8.3126,=11.5318,=0.7865,=0.4489,=0.5154,=0.6292,=0.8036,=0.9178,=1.5888,=1.7113,=0.9946,=0.5018,=0.7144,=1.0439,=1.4273,=1.7619,=0.0453,=0.3140,=0.0259,=0.0420,=0.0481,=0.0556,=0.0761,,=0.0964,,=359
="399966",800证保,2012-12-21,=-0.0028,=5789.5200,=-0.1245,=7.8926,=0,=7.8926,=13.5034,=15.9945,=19.7375,=27.1945,=1.2584,=0.1368,=1.0619,=1.2976,=1.5875,=2.0345,=2.4366,=1.6641,=0.4046,=1.1634,=1.5249,=1.7796,=2.0457,=2.5211,=0.0297,=0.9679,=0.0122,=0.0160,=0.0213,=0.0244,=0.0329,=0.0247,=0.1256,=0.0286,=185
="H30588",中证证保,2015-02-02,=-0.0028,=983.0561,=-0.1246,=7.8986,=0,=7.8986,=13.4860,=16.0847,=19.5891,=27.6808,=1.2571,=0.1356,=1.0752,=1.2974,=1.5917,=2.0322,=2.4238,=1.6666,=0.4100,=1.1673,=1.5178,=1.7709,=2.0128,=2.5500,=0.0297,=0.9707,=0.0121,=0.0160,=0.0213,=0.0242,=0.0328,=0.0246,=0.1254,=0.0286,=483
="000992",全指金融,2011-08-02,=-0.0037,=5454.6800,=-0.0891,=7.9423,=0.3836,=5.9310,=7.1022,=8.2734,=9.0288,=11.6339,=0.7883,=0.3024,=0.6188,=0.7234,=0.8912,=1.1443,=1.5107,=2.1043,=0.8092,=1.1568,=1.4432,=1.8067,=2.0934,=2.6668,=0.0360,=0.4928,=0.0229,=0.0327,=0.0361,=0.0437,=0.0581,=0.0217,=0.0846,=0.0227,=2715
="H30270",红利价值,2013-12-19,=0.0032,=9683.1443,=0.0158,=7.9468,=0.7640,=4.4543,=5.4501,=6.7935,=8.6056,=13.0955,=0.8165,=0.6417,=0.5256,=0.6497,=0.7647,=1.2275,=1.7317,=1.6240,=0.9893,=0.5854,=0.8144,=1.0063,=1.3085,=1.6637,=0.0410,=0.1713,=0.0269,=0.0418,=0.0502,=0.0629,=0.0726,=0.0235,=0.0936,=0.0240,=220
="931130",红利成长低波,2018-12-04,,,=-0.0150,=7.9843,=0.5437,=4.4465,=5.5956,=7.7973,=8.7025,=11.5512,=0.8040,=0.3470,=0.5279,=0.6263,=0.8957,=1.0255,=1.5803,=2.7265,=0.9957,=0.3109,=0.8161,=1.3269,=1.9857,=2.8088,=0.0388,=0.3161,=0.0246,=0.0323,=0.0423,=0.0532,=0.0639,=0.0231,=0.0934,=0.0229,=155
="000029",180价值,2009-01-09,=-0.0015,=4168.8300,=-0.0639,=8.0265,=0.5748,=5.6894,=6.9075,=7.8742,=8.5069,=10.8138,=0.8356,=0.3688,=0.6666,=0.8014,=0.8563,=1.0632,=1.4433,=1.1197,=0.9036,=0.6198,=0.7825,=0.9448,=1.0741,=1.4032,=0.0393,=0.1899,=0.0290,=0.0396,=0.0429,=0.0522,=0.0634,=0.0228,=0.0896,=0.0243,=559
="930992",沪港深红利低波,2017-06-28,,,=-0.0194,=8.0389,=0.8828,=4.0130,=5.2198,=5.9720,=7.8598,=8.5109,=0.7595,=0.9143,=0.4277,=0.5392,=0.5953,=0.7362,=0.7950,=1.1946,=0.8180,=0.4496,=0.6023,=0.8931,=1.1882,=1.3912,=0.0485,=0.0131,=0.0476,=0.0536,=0.0713,=0.0765,=0.0949,,=0.0878,,=57
="932596",港股通红利低波,2016-02-04,,,=0.0837,=8.0786,=0.5844,=7.1792,=7.7917,=8.0184,=8.2575,=8.5745,=0.7481,=0.6667,=0.6528,=0.6961,=0.7301,=0.7559,=0.7956,=1.3902,=0.9394,=1.2161,=1.2848,=1.3329,=1.3660,=1.4305,=0.0484,=0.1039,=0.0473,=0.0491,=0.0524,=0.0547,=0.0579,,=0.0894,,=103
="930914",港股通高股息,2016-11-25,=-0.0027,=5342.0523,=0.0852,=8.2701,=0.8661,=3.4280,=4.4367,=5.9800,=7.8725,=11.1979,=0.7873,=0.7446,=0.3979,=0.5040,=0.6294,=0.8507,=1.1764,=1.2876,=0.8278,=0.5144,=0.7096,=0.9266,=1.2612,=2.2126,=0.0493,=0.0699,=0.0387,=0.0547,=0.0656,=0.0863,=0.1194,,=0.0918,,=771
="H50040",上红低波,2014-03-21,=0.0035,=10809.7536,=-0.0197,=8.4361,=0.7738,=4.6938,=5.9512,=7.1370,=9.6645,=14.3118,=0.8584,=0.5913,=0.5647,=0.6911,=0.8311,=1.3609,=1.8756,=1.6520,=0.9889,=0.6380,=0.8684,=1.2019,=1.4123,=1.6905,=0.0416,=0.2567,=0.0230,=0.0391,=0.0464,=0.0588,=0.0718,=0.0234,=0.0936,=0.0244,=375
="H30269",红利低波,2013-12-19,=0.0014,=10941.5391,=-0.0266,=8.4502,=0.7738,=4.5638,=5.5488,=6.9335,=9.4786,=14.4342,=0.8694,=0.6337,=0.5386,=0.6570,=0.7995,=1.3872,=1.9670,=1.6438,=0.9922,=0.6111,=0.8850,=1.0980,=1.4175,=1.6809,=0.0422,=0.2386,=0.0246,=0.0406,=0.0503,=0.0605,=0.0732,=0.0236,=0.0946,=0.0236,=4809
="931446",东证红利低波,2020-04-21,=0,=3327.1197,=-0.0336,=8.4728,=0.7842,=5.1478,=6.1949,=7.2095,=8.5270,=11.0216,=0.8249,=0.7205,=0.5884,=0.6981,=0.7678,=0.8690,=1.2481,=1.5136,=0.9363,=0.5909,=0.7579,=0.8982,=1.3410,=1.5979,=0.0409,=0.1461,=0.0325,=0.0415,=0.0484,=0.0563,=0.0651,=0.0224,=0.0895,=0.0240,=903
="399373",大盘价值,2010-01-04,=-0.0013,=8079.9200,=-0.0576,=8.5484,=0.5534,=5.4746,=6.8623,=8.3409,=9.1146,=11.9914,=0.9026,=0.4458,=0.6410,=0.8033,=0.9350,=1.1374,=1.5001,=1.1771,=0.8747,=0.5920,=0.7817,=0.9285,=1.1476,=1.4541,=0.0409,=0.3787,=0.0275,=0.0369,=0.0428,=0.0526,=0.0641,=0.0236,=0.0939,=0.0248,=337
="000063",上证周期,2010-02-03,=-0.0001,=3776.0600,=-0.0694,=8.5834,=0.4973,=5.4761,=7.1362,=8.5953,=9.4385,=12.4946,=0.9443,=0.4751,=0.6668,=0.8368,=0.9524,=1.1036,=1.4831,=1.5266,=0.8731,=0.8113,=1.0636,=1.2496,=1.4566,=1.7571,=0.0367,=0.2859,=0.0252,=0.0351,=0.0386,=0.0518,=0.0626,=0.0245,=0.0975,=0.0256,=210
="000922",中证红利,2008-05-26,=0.0027,=5691.5182,=0.0341,=8.6363,=0.8068,=5.1762,=6.0245,=7.6580,=8.6158,=11.2156,=0.8517,=0.5204,=0.5911,=0.7110,=0.8426,=1.1054,=1.4999,=1.2844,=0.8912,=0.6332,=0.7726,=1.0442,=1.2389,=1.7101,=0.0406,=0.1924,=0.0309,=0.0409,=0.0471,=0.0596,=0.0693,=0.0233,=0.0895,=0.0228,=20498
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0068,=4259.1800,=0.0607,=8.6829,=0.4896,=4.8859,=6.8732,=8.7632,=11.4084,=16.1208,=0.8215,=0.3995,=0.5567,=0.7305,=0.8602,=1.1497,=1.3660,=0.9379,=0.4235,=0.5555,=0.7807,=0.9768,=1.3432,=1.5178,=0.0572,=0.6159,=0.0276,=0.0364,=0.0535,=0.0663,=0.1028,,=0.0951,,=36
="399805",互联金融,2015-02-10,=-0.0070,=2925.3500,=-0.2400,=8.7818,=0.1026,=7.5943,=9.5435,=11.3329,=13.1553,=16.5816,=0.9642,=0.1286,=0.7644,=1.0303,=1.3820,=1.7129,=2.0317,=1.7344,=0.7326,=1.1667,=1.4082,=1.6147,=1.7935,=2.2636,=0.0316,=0.6716,=0.0145,=0.0186,=0.0237,=0.0339,=0.0507,=0.0238,=0.0940,=0.0248,=339
="399812",养老产业,2014-06-06,=0.0033,=5425.8700,=-0.1430,=8.8243,=0,=8.8243,=17.5225,=20.2858,=25.3815,=31.4367,=1.7203,=0.0165,=1.5864,=2.0315,=2.7909,=3.2414,=4.2954,=1.3378,=0.0429,=1.2170,=1.4499,=1.6755,=1.8719,=2.5548,=0.0288,=0.9868,=0.0096,=0.0132,=0.0172,=0.0244,=0.0306,=0.0294,=0.1459,=0.0345,=6279
="000919",300价值,2008-01-21,=0,=5096.8331,=-0.0417,=8.8309,=0.6572,=5.9577,=7.3283,=8.4456,=9.2438,=12.2376,=0.9172,=0.4433,=0.6917,=0.8489,=0.9330,=1.1318,=1.5388,=1.1299,=0.8566,=0.6314,=0.7861,=0.9060,=1.1105,=1.3421,=0.0393,=0.3552,=0.0265,=0.0367,=0.0407,=0.0490,=0.0609,=0.0228,=0.0921,=0.0242,=4341
="000821",300红利,2012-07-20,=-0.0008,=6734.4472,=0.0093,=8.8941,=0.9077,=4.9998,=6.1944,=7.5620,=8.5206,=10.9286,=0.8780,=0.5373,=0.5725,=0.7140,=0.8621,=1.0763,=1.4919,=1.4188,=0.9209,=0.6098,=0.7993,=1.0660,=1.3298,=1.6963,=0.0419,=0.1751,=0.0319,=0.0424,=0.0473,=0.0563,=0.0673,=0.0235,=0.0916,=0.0239,=1008
="000151",上国红利,2012-07-20,=-0.0011,=1725.9100,=0.1298,=8.9466,=0.9843,=4.5075,=5.3657,=6.9914,=7.9426,=10.0345,=0.7903,=0.6016,=0.5268,=0.6189,=0.7509,=0.9628,=1.3272,=1.0977,=0.5373,=0.6026,=0.8953,=1.0751,=1.3015,=1.6854,=0.0396,=0.0136,=0.0346,=0.0444,=0.0513,=0.0650,=0.0754,=0.0218,=0.0803,=0.0258,=238
="000015",红利指数,2005-01-04,=0.0015,=3372,=0.1101,=8.9580,=0.9740,=4.6646,=5.5108,=7.0887,=8.1161,=10.4439,=0.8632,=0.6465,=0.5525,=0.6398,=0.7654,=1.0137,=1.3875,=1.5079,=0.9687,=0.7277,=0.8913,=1.1481,=1.3539,=1.6890,=0.0388,=0.0470,=0.0330,=0.0427,=0.0514,=0.0644,=0.0757,=0.0233,=0.0885,=0.0212,=14284
="930740",300红利LV,2018-12-04,=-0.0004,=6954.1230,=-0.0300,=9.0248,=0.8678,=5.4153,=6.8431,=7.5544,=8.7642,=9.6903,=0.8714,=0.5426,=0.6159,=0.7741,=0.8576,=0.9447,=1.0604,=1.5746,=0.8598,=0.6725,=0.8591,=1.0826,=1.5193,=1.9253,=0.0418,=0.1972,=0.0370,=0.0419,=0.0451,=0.0510,=0.0622,=0.0239,=0.0932,=0.0223,=645
="930955",红利低波100,2017-05-26,=0.0018,=11306.0569,=-0.0412,=9.0387,=0.8426,=5.0805,=6.0808,=7.4520,=8.6755,=11.5013,=0.8856,=0.6443,=0.5792,=0.6674,=0.8320,=0.9853,=1.3722,=1.5224,=0.9569,=0.5888,=0.7807,=0.9936,=1.3781,=1.7525,=0.0426,=0.1734,=0.0270,=0.0431,=0.0470,=0.0560,=0.0683,=0.0234,=0.0928,=0.0257,=2428
="931644",800红利,2024-03-15,,,=0.0211,=9.0598,=0.8087,=6.4729,=7.3844,=8.4459,=9.0512,=9.4757,=0.8844,=0.6711,=0.7001,=0.7740,=0.8597,=0.9050,=0.9431,=1.2743,=0.7534,=0.8423,=0.9289,=1.1559,=1.2896,=1.3602,=0.0417,=0.0034,=0.0416,=0.0430,=0.0466,=0.0575,=0.0662,=0.0236,=0.0906,=0.0231,=35
="931848",800红利低波,2024-05-21,=0.0004,=3139.5721,=-0.0082,=9.1055,=0.5451,=7.4155,=8.3015,=9.0469,=9.4545,=9.7854,=0.8865,=0.3159,=0.7315,=0.8577,=0.9159,=0.9679,=1.0024,=1.6733,=0.9856,=1.1714,=1.2403,=1.3552,=1.3974,=1.7233,=0.0403,=0.0162,=0.0399,=0.0412,=0.0435,=0.0517,=0.0594,=0.0237,=0.0929,=0.0230,=159
="000824",国企红利,2012-07-20,=0.0025,=2192.5766,=0.0337,=9.1391,=0.9679,=4.8847,=5.9406,=7.3386,=8.5279,=10.7823,=0.8840,=0.6271,=0.5610,=0.6880,=0.8236,=1.0550,=1.4469,=1.3171,=0.8793,=0.5370,=0.7016,=0.9867,=1.2683,=1.6834,=0.0407,=0.1401,=0.0328,=0.0418,=0.0481,=0.0583,=0.0694,=0.0232,=0.0892,=0.0226,=967
="000968",300周期,2010-05-28,,,=-0.0679,=9.2122,=0.5208,=6.1174,=7.8172,=9.1346,=10.2832,=13.3562,=0.9689,=0.4388,=0.7021,=0.8484,=0.9954,=1.1663,=1.5550,=1.5679,=0.8772,=0.8459,=1.0834,=1.2650,=1.5083,=1.8297,=0.0352,=0.4059,=0.0230,=0.0321,=0.0360,=0.0470,=0.0569,=0.0243,=0.0922,=0.0244,=103
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0018,=8824.0600,=-0.0675,=9.2885,=0.5376,=5.7712,=7.9426,=9.1237,=10.2875,=13.0207,=1.0553,=0.4255,=0.7256,=0.9443,=1.0796,=1.2096,=1.5098,=1.7153,=0.7714,=0.9123,=1.1617,=1.4550,=1.7427,=2.4187,=0.0348,=0.3565,=0.0247,=0.0321,=0.0368,=0.0450,=0.0643,,=0.1051,,=271
="932153",港股通价值策略,2025-04-30,=0,=1136.1311,=0.0804,=9.4038,=0.1494,=8.1696,=9.5880,=10.0635,=10.3611,=10.9237,=0.8284,=0.2683,=0.7012,=0.8177,=0.8737,=0.8991,=0.9365,=0.9932,=0.2744,=0.8168,=0.9667,=1.0234,=1.0617,=1.1126,=0.0429,=0.5518,=0.0397,=0.0413,=0.0428,=0.0446,=0.0538,,=0.0812,,=16
="H30356",800价值,2014-06-09,=0.0007,=6360.7016,=-0.0430,=9.4103,=0.6208,=6.4024,=7.7145,=9.0674,=9.9393,=13.4784,=0.9627,=0.4674,=0.7030,=0.8643,=0.9828,=1.1647,=1.6287,=1.0799,=0.7908,=0.5868,=0.7416,=0.8866,=1.0826,=1.3738,=0.0382,=0.4585,=0.0239,=0.0337,=0.0386,=0.0475,=0.0589,=0.0232,=0.0908,=0.0237,=36
="000925",基本面50,2009-02-26,=-0.0016,=4290.0496,=-0.0711,=9.4344,=0.5773,=6.2635,=7.9688,=9.1822,=10.0957,=12.7955,=1.0221,=0.4446,=0.7306,=0.9013,=1.0450,=1.1921,=1.5728,=1.0732,=0.7161,=0.6037,=0.7864,=0.9668,=1.1049,=1.4866,=0.0366,=0.4091,=0.0256,=0.0338,=0.0376,=0.0468,=0.0563,=0.0227,=0.0882,=0.0241,=4564
="000825",央企红利,2012-07-20,=0.0080,=3536.0082,=0.0239,=9.4829,=0.9806,=4.7369,=6.0940,=7.3096,=8.5173,=10.5687,=0.9200,=0.6811,=0.5507,=0.6915,=0.8555,=0.9954,=1.3929,=1.2635,=0.8863,=0.6009,=0.8548,=1.0812,=1.2234,=1.7357,=0.0405,=0.0972,=0.0330,=0.0422,=0.0473,=0.0555,=0.0713,=0.0224,=0.0902,=0.0228,=391
="950090",50AH优选,2015-12-10,=-0.0025,=6029.2191,=-0.0257,=9.5061,=0.7058,=6.3188,=7.9172,=8.7097,=9.8650,=13.5010,=1.0707,=0.6366,=0.7914,=0.9506,=1.0319,=1.1228,=1.5403,=1.3826,=0.9569,=0.6574,=0.8491,=0.9568,=1.0781,=1.4553,=0.0354,=0.2478,=0.0256,=0.0346,=0.0397,=0.0476,=0.0655,,=0.1007,,=2000
