指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),股息率(当前值),股息率(分位点%),股息率(最小值),股息率(20%分位点值),股息率(50%分位点值),股息率(80%分位点值),股息率(最大正值),净资产收益率(ROE)(2026Q2),净资产收益率(ROE)(2025Q4),净资产收益率(ROE)(2025Q2),关注度
="950125",科创半导体材料设备,2024-07-26,=-0.0157,=3950.1600,=0.8387,=171.1019,=0.7977,=70.4245,=117.4508,=135.3705,=171.4152,=348.7588,=10.2030,=0.8872,=2.8469,=4.8039,=5.5951,=7.1484,=17.6268,=22.9453,=0.8872,=7.2923,=10.9960,=13.0657,=15.9180,=37.4011,=0.0011,=0.4786,=0.0006,=0.0008,=0.0013,=0.0016,=0.0028,=0.0401,=0.0371,=0.0180,=156
="931743",半导体材料设备,2012-12-21,=-0.0158,=9016.8200,=0.7511,=127.2693,=0.8966,=30.1973,=40.3452,=61.7391,=92.4160,=224.0742,=10.1431,=0.9029,=2.5588,=3.4568,=4.3443,=7.2653,=17.1334,=16.1268,=0.9180,=2.5903,=3.1891,=3.8727,=11.4590,=25.3851,=0.0013,=0.0870,=0.0009,=0.0020,=0.0028,=0.0045,=0.0073,=0.0498,=0.0706,=0.0390,=308
="931144",通信技术,2019-05-30,=-0.0074,=3777.6600,=0.6226,=62.7566,=0.8970,=22.8153,=30.5283,=37.2602,=52.8213,=113.1406,=10.6534,=0.9570,=2.5671,=3.1138,=3.7512,=4.8500,=15.3977,=6.4166,=0.9536,=1.6428,=2.1096,=2.5107,=3.4343,=9.4991,=0.0032,=0.0458,=0.0021,=0.0043,=0.0064,=0.0100,=0.0166,=0.1157,=0.1354,=0.0739,=261
="931865",中证半导,2019-03-20,=-0.0186,=7912.9800,=0.5989,=141.9350,=0.8594,=32.8138,=46.1432,=74.1903,=132.3259,=255.0466,=10.4495,=0.9176,=3.3892,=4.1537,=5.3134,=8.6377,=15.8034,=18.4867,=0.9166,=6.4190,=7.7170,=8.8411,=15.3820,=28.9040,=0.0010,=0.1484,=0.0006,=0.0010,=0.0020,=0.0024,=0.0032,=0.0432,=0.0580,=0.0301,=222
="000685",科创芯片,2022-06-13,=-0.0163,=3764.4100,=0.4404,=146.2548,=0.5577,=42.1555,=71.3843,=119.9990,=181.3574,=335.4323,=9.9873,=0.9156,=3.1235,=4.1011,=5.2230,=7.8463,=15.4697,=19.3830,=0.9146,=7.4796,=10.1020,=12.3530,=16.0600,=31.9311,=0.0009,=0.1552,=0.0005,=0.0010,=0.0015,=0.0021,=0.0026,=0.0456,=0.0415,=0.0173,=523
="931079",5G通信,2019-04-25,=-0.0070,=2647.5000,=0.3733,=46.8581,=0.8491,=21.0709,=27.7474,=33.8316,=44.7764,=103.6981,=7.4885,=0.9547,=2.3623,=3.0521,=3.6487,=5.3975,=10.5199,=2.9387,=0.9503,=1.1916,=1.4940,=1.8917,=2.3751,=4.2354,=0.0062,=0.2778,=0.0036,=0.0056,=0.0081,=0.0121,=0.0152,=0.0942,=0.1398,=0.0637,=2294
="H30184",半导体,2013-07-15,=-0.0146,=12454.9900,=0.3535,=87.2584,=0.5695,=33.2056,=51.9470,=79.4079,=107.9511,=186.6477,=8.0822,=0.8660,=2.5082,=3.4554,=4.9274,=7.5185,=12.7528,=12.4069,=0.9468,=1.3963,=2.6456,=7.0619,=9.6986,=20.0377,=0.0016,=0.1262,=0.0010,=0.0017,=0.0024,=0.0034,=0.0070,=0.0588,=0.0527,=0.0230,=3417
="932066",半导体行业精选,2023-11-10,=-0.0143,=5394.5900,=0.3281,=72.7311,=0.3003,=50.1901,=65.4730,=83.2986,=99.6683,=142.8699,=7.9477,=0.7012,=3.1655,=4.1687,=6.8244,=8.4332,=12.2533,=11.8239,=0.6618,=6.6489,=8.4255,=10.9746,=12.6126,=18.4956,=0.0018,=0.3149,=0.0012,=0.0017,=0.0022,=0.0028,=0.0034,=0.0665,=0.0794,=0.0376,=8
="H30318",科技传媒通信150,2014-04-15,=-0.0107,=4076.5300,=0.3258,=52.9370,=0.8404,=19.8534,=28.8631,=38.1291,=50.1292,=90.7292,=8.8037,=0.9662,=2.0037,=2.4801,=3.5037,=4.4328,=13.0479,=4.6212,=0.9513,=1.2409,=1.8640,=2.3034,=2.8581,=6.8164,=0.0046,=0.0421,=0.0031,=0.0058,=0.0072,=0.0165,=0.0244,=0.1033,=0.1091,=0.0497,=50
="931688",中证算力,2022-07-21,=-0.0123,=4117.2400,=0.3099,=35.3411,=0.8852,=18.0036,=20.8447,=24.0982,=32.7159,=44.9092,=3.8345,=0.9037,=1.6529,=1.9037,=2.2904,=3.3914,=4.7747,=2.6799,=0.8864,=1.3731,=1.5969,=1.8248,=2.5198,=3.3716,=0.0155,=0.0827,=0.0131,=0.0190,=0.0261,=0.0299,=0.0338,=0.0631,=0.1011,=0.0578,=111
