指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="HSHDYI",恒生高股息率指数,2012-12-10,=0.0008,=1285.7700,=0.2969,=7.5993,=0.8006,=3.6777,=4.8617,=6.5437,=7.5957,=10.6953,=0.7095,=0.5550,=0.4041,=0.5047,=0.6486,=0.9071,=1.1746,=1.1214,=0.5713,=0.5013,=0.7009,=1.0571,=1.4996,=1.9871,,=0.0974,,=0.0582,=862
="HSSCHKY",恒生港股通高股息率指数,2019-11-01,=0.0023,=2502.7200,=0.2142,=7.6077,=0.9670,=3.8979,=4.9331,=5.7503,=7.0129,=8.1550,=0.6881,=0.8707,=0.4277,=0.5140,=0.5699,=0.6582,=0.8197,=1.1716,=0.9241,=0.5333,=0.6917,=0.8597,=1.0880,=1.3442,,=0.0939,,=0.0559,=430
="930914",港股通高股息,2016-11-25,=0.0014,=4958.2300,=0.1684,=7.7177,=0.8178,=3.4280,=4.3883,=5.8083,=7.5836,=11.1979,=0.7300,=0.6775,=0.3979,=0.4987,=0.6037,=0.8599,=1.1764,=1.2019,=0.7937,=0.5144,=0.6880,=0.9121,=1.2174,=2.2126,,=0.1031,,=0.0574,=542
="HSCSOE",恒生中国央企指数,2023-01-01,=0,=3586.3800,=0.2386,=7.7485,=0.9345,=4.9972,=5.5012,=5.9456,=6.9350,=8.3212,=0.7476,=0.8990,=0.5264,=0.5849,=0.6227,=0.7021,=0.8025,=0.8880,=0.9591,=0.5404,=0.5902,=0.6507,=0.7737,=0.9532,,=0.0979,,=0.0525,=97
="932596",港股通红利低波,2016-02-04,=0.0025,=3876.3900,=0.2074,=7.8245,=0.4242,=7.4451,=7.5585,=7.9741,=8.3006,=8.5745,=0.7123,=0.9091,=0.6528,=0.6628,=0.6961,=0.7078,=0.7309,=1.2776,=0.4242,=1.2161,=1.2346,=1.3029,=1.3648,=1.4099,,,,=0.0543,=26
="399809",保险主题,2015-02-13,=0.0092,=2701.4200,=0.2205,=7.8491,=0.3215,=5.4537,=6.8119,=10.6881,=15.0228,=22.8725,=0.8816,=0.3409,=0.6352,=0.7669,=1.2354,=1.4853,=1.9794,=2.3070,=0.9819,=0.5239,=0.8689,=1.0929,=1.3106,=2.3772,=0.0826,=0.0985,=0.0781,=0.0355,=1402
="000018",180金融,2007-12-10,=0.0044,=5945.9900,=0.0979,=7.8862,=0.6542,=5.2016,=6.4226,=7.4770,=8.3000,=10.8609,=0.8378,=0.4055,=0.5902,=0.6966,=0.9207,=1.0791,=1.4199,=2.3906,=0.9086,=1.2355,=1.5826,=1.9106,=2.1576,=2.8772,=0.0787,=0.0991,=0.0776,=0.0360,=754
="H30270",红利价值,2013-12-19,=0.0023,=9500.5600,=0.0024,=7.9307,=0.7686,=4.4543,=5.3992,=6.7026,=8.8591,=13.0955,=0.8242,=0.6457,=0.5256,=0.6466,=0.7534,=1.2692,=1.7317,=1.5998,=1,=0.5854,=0.8026,=0.9864,=1.2245,=1.5998,=0.0710,=0.0973,=0.0746,=0.0419,=121
="HSSCHYS",恒生港股通红利优选指数,2023-06-01,=0.0020,=4684.4000,=0.2899,=7.9925,=0.9558,=4.2457,=4.6734,=5.6089,=7.2773,=8.5630,=0.7331,=0.9038,=0.4429,=0.4935,=0.5692,=0.6994,=0.7859,=1.0358,=0.9322,=0.6036,=0.6668,=0.8582,=0.9748,=1.1099,,=0.0975,,=0.0610,=60
="000818",细分金融,2012-04-11,=0.0039,=7388.8900,=0.0890,=8.0102,=0.6208,=5.2356,=6.4985,=7.6687,=8.4792,=10.9951,=0.8505,=0.4002,=0.5930,=0.7010,=0.9355,=1.1061,=1.4303,=2.4457,=0.9053,=1.2689,=1.6360,=1.9651,=2.2130,=2.9111,=0.0780,=0.0967,=0.0768,=0.0353,=4
="931157",SHS红利成长LV,2019-04-25,=0.0004,=7488.4700,=0.0862,=8.0419,=0.7253,=4.1261,=5.5436,=6.8092,=8.3758,=11.5318,=0.8183,=0.5506,=0.5154,=0.6205,=0.8004,=0.9385,=1.5888,=1.5884,=1,=0.5018,=0.6990,=0.9758,=1.3278,=1.5884,,=0.1050,,=0.0482,=210
="000914",300金融,2007-07-02,=0.0036,=6726.2000,=0.0769,=8.3034,=0.6739,=5.2769,=6.6035,=7.7824,=8.6042,=11.3863,=0.8462,=0.3895,=0.5962,=0.7048,=0.9574,=1.1476,=1.4919,=2.2842,=0.9193,=1.1210,=1.4313,=1.8124,=2.0450,=2.7052,=0.0752,=0.0912,=0.0734,=0.0350,=333
="000151",上国红利,2012-07-20,=-0.0002,=1526.4600,=-0.0569,=8.3834,=0.9559,=4.5075,=5.3671,=6.8302,=7.5085,=10.0345,=0.7909,=0.5438,=0.5268,=0.6196,=0.7569,=0.9718,=1.3272,=1.0696,=0.4487,=0.6026,=0.8954,=1.1310,=1.3144,=1.6854,=0.0643,=0.0941,=0.0692,=0.0509,=157
="931024",港股通非银,2017-11-06,=0.0022,=4381.6100,=0.5076,=8.4013,=0.1459,=6.7549,=8.8687,=11.5246,=13.4108,=22.4310,=1.2069,=0.7754,=0.6237,=0.8430,=1.0372,=1.2203,=1.7592,=1.4212,=0.9577,=0.5870,=0.8701,=0.9994,=1.1798,=2.2002,,=0.1307,,=0.0305,=145
="000029",180价值,2009-01-09,=0.0042,=4453.2500,=0.0601,=8.4019,=0.7736,=5.6894,=6.9094,=7.8633,=8.4890,=10.8138,=0.8476,=0.3932,=0.6666,=0.8069,=0.8727,=1.0705,=1.4433,=1.0933,=0.8835,=0.6198,=0.7826,=0.9443,=1.0563,=1.4032,=0.0706,=0.0955,=0.0778,=0.0417,=547
="H30269",红利低波,2013-12-19,=0.0019,=11244.5300,=0.0048,=8.4256,=0.7855,=4.5638,=5.5488,=6.7471,=9.4763,=14.4342,=0.8819,=0.5904,=0.5386,=0.6570,=0.8018,=1.3862,=1.9670,=1.6297,=0.9971,=0.6111,=0.8850,=1.0985,=1.4088,=1.6796,=0.0719,=0.1026,=0.0729,=0.0426,=3107
="H50040",上红低波,2014-03-21,=0.0025,=11024.5700,=0.0304,=8.4438,=0.7925,=4.6938,=5.9513,=6.9471,=9.6317,=14.3118,=0.8720,=0.5681,=0.5647,=0.6911,=0.8389,=1.3563,=1.8756,=1.6441,=0.9996,=0.6380,=0.8693,=1.2019,=1.3864,=1.6452,=0.0726,=0.1018,=0.0748,=0.0421,=303
="000922",中证红利,2008-05-26,=0.0002,=5459.1300,=-0.0219,=8.4633,=0.7876,=5.1762,=6.0261,=7.6528,=8.5586,=11.2156,=0.8567,=0.4804,=0.5911,=0.7113,=0.8736,=1.1136,=1.4999,=1.2631,=0.8781,=0.6332,=0.7731,=1.0381,=1.1957,=1.7101,=0.0685,=0.0960,=0.0701,=0.0448,=19150
="000015",红利指数,2005-01-04,=0.0013,=3019.2200,=-0.0571,=8.4796,=0.9201,=4.6646,=5.5109,=7.0911,=7.9151,=10.4439,=0.8425,=0.5895,=0.5525,=0.6399,=0.7661,=1.0240,=1.3875,=1.4424,=0.9378,=0.7277,=0.8915,=1.1060,=1.3038,=1.6890,=0.0663,=0.0968,=0.0697,=0.0451,=13927
="000934",中证金融,2009-07-03,=0.0029,=6270.7500,=0.0715,=8.6064,=0.7028,=5.7083,=6.8952,=8.0185,=8.8754,=11.5527,=0.8567,=0.3853,=0.6117,=0.7182,=0.9629,=1.1662,=1.5017,=2.2688,=0.9238,=1.1467,=1.4503,=1.8026,=2.0433,=2.6696,=0.0733,=0.0882,=0.0717,=0.0341,=1131
="000821",300红利,2012-07-20,=0.0031,=6652.8300,=0.0128,=8.6968,=0.8678,=4.9998,=6.1945,=7.5485,=8.3174,=10.9286,=0.8840,=0.4986,=0.5725,=0.7149,=0.8844,=1.0843,=1.4919,=1.4160,=0.9378,=0.6098,=0.7997,=1.0571,=1.2675,=1.6963,=0.0718,=0.0978,=0.0729,=0.0445,=949
="931130",红利成长低波,2018-12-04,=0.0009,=23779.5500,=0.0136,=8.7298,=0.7925,=4.4465,=5.5458,=7.5878,=8.7702,=11.5512,=0.8903,=0.4348,=0.5279,=0.6220,=0.9097,=1.0377,=1.5803,=1.9463,=0.8077,=0.3109,=0.8086,=1.3002,=1.8781,=2.5957,=0.0669,=0.1158,=0.0589,=0.0417,=108
="399995",基建工程,2015-03-12,=0.0027,=3887.8400,=0.0277,=8.7348,=0.5994,=5.8673,=7.3449,=8.2832,=13.1658,=18.8590,=0.6938,=0.0840,=0.5815,=0.7531,=0.9204,=1.5564,=2.1834,=0.1870,=0.3018,=0.1368,=0.1788,=0.2098,=0.3719,=0.5478,=0.0443,=0.0702,=0.0519,=0.0297,=2654
="931446",东证红利低波,2020-04-21,=0.0004,=3453.6100,=-0.0058,=8.7781,=0.8867,=5.1478,=6.1449,=6.8965,=8.5225,=11.0216,=0.8666,=0.7688,=0.5884,=0.6888,=0.7523,=0.8811,=1.2481,=1.5926,=0.9993,=0.5909,=0.7475,=0.8631,=1.1898,=1.5952,=0.0722,=0.0935,=0.0745,=0.0417,=572
="000824",国企红利,2012-07-20,=-0.0007,=2116.4100,=-0.0067,=8.7827,=0.9119,=4.8847,=5.9432,=7.3221,=8.2075,=10.7823,=0.8786,=0.5653,=0.5610,=0.6881,=0.8282,=1.0615,=1.4469,=1.2929,=0.8720,=0.5370,=0.7018,=0.9868,=1.2105,=1.6834,=0.0703,=0.0950,=0.0723,=0.0452,=878
="000992",全指金融,2011-08-02,=0.0023,=5981.3600,=0.0699,=8.8020,=0.7209,=5.9310,=7.1035,=8.1855,=9.0337,=11.6339,=0.8580,=0.3845,=0.6188,=0.7236,=0.9719,=1.1818,=1.5107,=2.2401,=0.8963,=1.1568,=1.4434,=1.8068,=2.0469,=2.6668,=0.0717,=0.0849,=0.0695,=0.0337,=2664
="931644",800红利,2024-03-15,=0.0011,=2544.3000,=0.0217,=8.9530,=0.7587,=6.4729,=7.2139,=8.0676,=9.0325,=9.4757,=0.9070,=0.8005,=0.7001,=0.7601,=0.8489,=0.9070,=0.9431,=1.3158,=0.9861,=0.8423,=0.9149,=1.0902,=1.2527,=1.3248,=0.0724,,,=0.0446,=22
="399373",大盘价值,2010-01-04,=0.0038,=8606.1700,=0.0659,=9.0352,=0.7802,=5.4746,=6.8624,=8.3080,=9.0957,=11.9914,=0.9586,=0.5060,=0.6410,=0.8034,=0.9559,=1.1436,=1.5001,=1.1616,=0.8621,=0.5920,=0.7822,=0.9285,=1.1228,=1.4541,=0.0742,=0.0969,=0.0767,=0.0435,=316
="000919",300价值,2008-01-21,=0.0035,=5310.2500,=0.0625,=9.1254,=0.7604,=5.9577,=7.3294,=8.4223,=9.2346,=12.2376,=0.9513,=0.5101,=0.6917,=0.8498,=0.9482,=1.1561,=1.5388,=1.1284,=0.8711,=0.6314,=0.7862,=0.9061,=1.0883,=1.3421,=0.0754,=0.0956,=0.0764,=0.0402,=4264
="930740",300红利LV,2018-12-04,=0.0021,=7176.4300,=-0.0536,=9.1275,=0.9106,=5.4153,=6.7876,=7.4475,=8.3828,=9.6903,=0.9516,=0.8258,=0.6159,=0.7644,=0.8492,=0.9446,=1.0604,=1.3908,=0.7475,=0.6725,=0.8503,=1.0710,=1.5193,=1.9253,=0.0724,=0.1016,=0.0768,=0.0432,=521
="000063",上证周期,2010-02-03,=0.0033,=4017.3100,=0.1672,=9.1331,=0.7238,=5.4761,=7.1368,=8.5044,=9.4535,=12.4946,=0.9742,=0.5060,=0.6668,=0.8369,=0.9706,=1.1118,=1.4831,=1.6324,=0.9897,=0.8113,=1.0639,=1.2461,=1.4012,=1.7571,=0.0802,=0.1040,=0.0825,=0.0373,=204
="932305",智选高股息,2024-09-30,=-0.0004,=11076.8500,=0.0450,=9.2163,=0.9161,=7.0143,=7.4337,=8.2057,=8.4310,=9.6067,=1.0593,=0.7013,=0.8750,=0.9175,=1.0295,=1.0763,=1.1156,=0.7623,=0.4195,=0.7106,=0.7276,=0.7907,=1.2830,=1.3342,=0.0585,,,=0.0710,=141
="HSCCI",恒生香港中资企业指数,1997-06-16,=-0.0019,=4067.5300,=0.0758,=9.2184,=0.5566,=4.8859,=6.8732,=8.8788,=12.1555,=16.1208,=0.8594,=0.4746,=0.5567,=0.7305,=0.8716,=1.1854,=1.3660,=0.9648,=0.4527,=0.5555,=0.7807,=0.9941,=1.3643,=1.5178,,=0.0943,,=0.0578,=25
="000825",央企红利,2012-07-20,=0.0003,=3443.2600,=0.0537,=9.2472,=0.9757,=4.7369,=6.0989,=7.3072,=8.2429,=10.5687,=0.9199,=0.6295,=0.5507,=0.6916,=0.8603,=1.0083,=1.3929,=1.2284,=0.8460,=0.6009,=0.8549,=1.0418,=1.2020,=1.7357,=0.0699,=0.0980,=0.0727,=0.0429,=229
="980081",价值100,2012-12-28,,,=0.1113,=9.2789,=0.8710,=7.7317,=8.2674,=8.4713,=8.9084,=9.8012,=1.0362,=0.8185,=0.8413,=0.8784,=0.8994,=1.0302,=1.1153,=0.9389,=0.7298,=0.7580,=0.7999,=0.8389,=1.0259,=1.0480,=0.0810,,,=0.0496,=124
="931848",800红利低波,2024-05-21,=0.0009,=3176.4000,=-0.0185,=9.4060,=0.7661,=7.4155,=8.0859,=8.8469,=9.4336,=9.7854,=0.9747,=0.8638,=0.7315,=0.8533,=0.9105,=0.9661,=1.0001,=1.3717,=0.7506,=1.1714,=1.2240,=1.3133,=1.3784,=1.5428,=0.0743,,,=0.0429,=94
="931722",国新港股通央企红利,2023-09-13,=-0.0005,=1320.0700,=0.1152,=9.4405,=0.9431,=5.5040,=6.5838,=7.4014,=8.5926,=10.0834,=0.9092,=0.9395,=0.6213,=0.7141,=0.7978,=0.8674,=0.9570,=0.6109,=0.9466,=0.3100,=0.3699,=0.4478,=0.5627,=0.6473,,=0.1085,,=0.0588,=232
="930955",红利低波100,2017-05-26,=-0.0007,=11851.0400,=-0.0020,=9.5554,=0.8920,=5.0805,=6.0408,=7.3355,=8.4293,=11.5013,=1.0056,=0.8340,=0.5792,=0.6639,=0.8178,=0.9793,=1.3722,=1.2208,=0.7524,=0.5888,=0.7732,=0.9825,=1.2922,=1.7525,=0.0696,=0.1071,=0.0823,=0.0457,=1481
="930608",中证基建,2015-03-31,=-0.0018,=8429.1800,=0.0531,=9.6718,=0.3462,=6.6667,=8.6242,=10.6891,=17.9174,=29.3524,=0.8030,=0.1441,=0.6550,=0.8305,=1.1364,=1.6914,=2.4629,=0.2306,=0.2289,=0.1701,=0.2221,=0.3468,=0.5144,=0.7367,=0.0482,=0.0717,=0.0544,=0.0305,=628
="H30356",800价值,2014-06-09,=0.0022,=6612.8400,=0.0748,=9.7643,=0.7608,=6.4024,=7.6709,=9.0053,=9.9531,=13.4784,=1.0071,=0.5577,=0.7030,=0.8592,=0.9828,=1.1874,=1.6287,=1.0944,=0.8428,=0.5868,=0.7352,=0.8765,=1.0460,=1.3738,=0.0743,=0.0930,=0.0741,=0.0388,=20
="000968",300周期,2010-05-28,=0.0028,=4500.0200,=0.1426,=9.7955,=0.7081,=6.1174,=7.8172,=9.1233,=10.3106,=13.3562,=1.0039,=0.4702,=0.7021,=0.8488,=1.0221,=1.1904,=1.5550,=1.6292,=0.9852,=0.8459,=1.0847,=1.2615,=1.4373,=1.8297,=0.0768,=0.0960,=0.0775,=0.0354,=95
="931069",中金300,2018-02-14,=0.0029,=4979.1800,=0.1577,=9.8035,=0.6366,=5.9518,=7.4666,=9.2168,=10.5443,=13.6164,=1.0281,=0.3986,=0.7377,=0.9172,=1.1193,=1.3636,=1.8328,=1.4297,=0.8997,=0.6656,=0.8507,=1.1065,=1.2827,=1.7542,=0.0705,=0.1122,=0.0821,=0.0385,=65
="000042",上证央企,2009-03-30,=0.0013,=1805.9700,=0.0150,=10.0329,=0.8098,=6.3284,=7.8865,=9.0883,=10.0001,=12.9577,=1.0273,=0.6044,=0.7230,=0.8874,=0.9898,=1.1213,=1.4812,=1.3162,=0.9955,=0.6569,=0.8569,=0.9728,=1.1106,=1.3891,=0.0743,=0.0973,=0.0775,=0.0368,=378
="000859",国企一带一路,2019-05-16,=0.0013,=1793.4100,=0.1021,=10.0514,=0.0567,=9.4709,=11.1738,=12.6577,=14.6039,=21.0714,=1.0122,=0.0168,=0.9854,=1.2470,=1.4660,=1.7919,=2.1877,=1.0958,=1,=0.4715,=0.5567,=0.7295,=0.8079,=1.0958,=0.0831,=0.1174,=0.0935,=0.0371,=225
="399371",国证价值,2010-01-04,=0.0020,=7162.4200,=0.0985,=10.0547,=0.7435,=6.4728,=7.8374,=9.0982,=10.3407,=13.0475,=1.0257,=0.5315,=0.7249,=0.8967,=1.0118,=1.2465,=1.5675,=1.0625,=0.7641,=0.5764,=0.7536,=0.8694,=1.0975,=1.3812,=0.0722,=0.0912,=0.0751,=0.0406,=102
="932422",A500红利低波,2025-04-09,=0.0017,=3100.4600,,=10.0790,=0.4425,=9.5190,=9.9132,=10.1276,=10.2915,=10.5846,=1.0672,=0.9828,=0.9943,=1.0259,=1.0397,=1.0515,=1.0710,=1.3077,=0.0287,=1.2911,=1.4268,=1.4526,=1.4836,=1.5336,,,,=0.0423,=109
="950090",50AH优选,2015-12-10,=0.0018,=6195.3600,=0.2142,=10.0886,=0.8924,=6.3188,=7.8902,=8.5693,=9.6724,=13.5010,=1.0702,=0.6498,=0.7914,=0.9464,=1.0224,=1.1249,=1.5403,=1.3615,=0.9882,=0.6574,=0.8434,=0.9433,=1.0446,=1.4194,,=0.1094,,=0.0380,=1968
="930723",沪港深F100,2015-08-05,=0.0032,=5088.8400,=0.0936,=10.1072,=0.7983,=5.4557,=7.5603,=8.8601,=10.1113,=13.1279,=1.0284,=0.5688,=0.6469,=0.8477,=1.0045,=1.1164,=1.4626,=1.3235,=0.8829,=0.6039,=0.8635,=1.0637,=1.2597,=1.6654,,=0.0984,,=0.0389,=149
="399550",央视50,2012-06-06,=0.0003,=8022.3700,=0.0928,=10.1200,=0.7962,=6.8960,=8.2108,=9.1662,=10.1323,=13.0561,=1.0571,=0.3108,=0.8649,=1.0190,=1.2433,=1.4262,=1.8564,=2.1144,=0.8942,=1.3448,=1.6354,=1.7824,=2.0218,=2.5217,=0.0768,=0.1002,=0.0803,=0.0402,=2228
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=-0.0034,=9481.7900,=0.2483,=10.1428,=0.7824,=5.7712,=7.7891,=8.8610,=10.2183,=13.0207,=1.0934,=0.5745,=0.7256,=0.9335,=1.0672,=1.2096,=1.5098,=1.5867,=0.6927,=0.9123,=1.1300,=1.3733,=1.7090,=2.4187,,=0.1200,,=0.0346,=258
="000925",基本面50,2009-02-26,=0.0039,=4639.5800,=0.0196,=10.2117,=0.8427,=6.2635,=7.9688,=9.0032,=10.0297,=12.7955,=1.0591,=0.4726,=0.7306,=0.9013,=1.0753,=1.1942,=1.5728,=1.1217,=0.8263,=0.6037,=0.7873,=0.9637,=1.1011,=1.4866,=0.0750,=0.0942,=0.0767,=0.0373,=4495
="931052",国信价值,2017-12-08,=0.0012,=3420.8900,=0.1192,=10.2799,=0.9759,=5.3831,=6.5556,=7.3420,=8.5984,=10.7705,=1.3755,=0.9877,=0.7343,=0.9094,=1.0227,=1.1334,=1.5208,=1.7317,=0.9708,=0.6105,=0.9332,=1.2068,=1.4231,=2.0196,=0.0941,=0.1244,=0.0834,=0.0423,=464
="930839",港股通高息精选,2016-06-08,=-0.0004,=3470.4200,=0.1984,=10.3381,=0.5983,=4.9918,=7.0752,=9.2482,=13.3839,=31.7979,=1.4989,=0.8004,=0.7294,=0.9237,=1.0622,=1.4988,=4.8768,=1.2380,=0.5062,=0.3418,=0.5545,=1.2308,=1.9247,=6.3245,,=0.1218,,=0.0561,=309
="000056",上证国企,2010-01-04,=0.0013,=1241.9000,=0.0993,=10.4006,=0.7328,=7.2538,=8.8734,=9.6289,=10.8108,=13.3187,=1.2052,=0.7645,=0.8518,=1.0315,=1.1223,=1.2196,=1.5455,=1.7204,=0.9992,=0.7909,=0.9970,=1.0947,=1.2126,=1.7275,=0.0856,=0.1002,=0.0788,=0.0369,=194
="HSCESI",恒生中国企业精明指数,2015-06-08,=-0.0030,=12848.4100,=0.2270,=10.4360,=0.8708,=5.5897,=7.7761,=8.5469,=9.7817,=15.8114,=1.1225,=0.7605,=0.6924,=0.8810,=0.9903,=1.1525,=1.7191,=1.5029,=0.8814,=0.6938,=0.9833,=1.0693,=1.3884,=2.0876,,=0.1080,,=0.0336,=91
="HSCEI",恒生中国企业指数,1994-08-08,=-0.0029,=8913.8300,=0.2228,=10.4971,=0.8727,=5.5897,=7.7778,=8.5573,=9.7928,=15.8114,=1.1269,=0.7654,=0.6924,=0.8808,=0.9915,=1.1531,=1.7191,=1.5094,=0.8837,=0.6938,=0.9834,=1.0699,=1.3893,=2.0876,,=0.1080,,=0.0334,=4688
="930846",300SNLV,2016-06-24,=0.0014,=6592.8700,=0.0297,=10.5175,=0.6906,=7.7900,=9.1874,=10.0309,=10.7675,=12.6275,=1.0851,=0.4337,=0.8340,=1.0369,=1.1018,=1.2326,=1.5027,=1.4964,=0.9346,=0.7711,=0.9481,=1.1451,=1.3106,=1.6864,=0.0686,=0.1035,=0.0757,=0.0402,=147
="H30035",300非银,2012-12-21,=0.0036,=11198.8900,=0.1155,=10.5420,=0.0152,=9.6261,=13.1476,=15.1745,=19.3481,=26.3489,=1.5358,=0.3734,=1.0544,=1.3281,=1.6727,=2.0548,=2.5997,=1.9478,=0.7703,=1.0410,=1.4193,=1.7228,=1.9705,=2.3917,=0.1224,=0.1114,=0.0952,=0.0213,=1082
="000021",180治理,2008-09-10,=0.0022,=1083.8000,=0.0891,=10.5646,=0.8209,=6.3364,=8.4310,=9.6344,=10.4692,=13.6109,=1.1631,=0.6871,=0.7542,=0.9755,=1.0990,=1.2235,=1.5847,=1.4534,=1,=0.6625,=0.8520,=0.9528,=1.1315,=1.4534,=0.0797,=0.1012,=0.0804,=0.0381,=160
="931375",300质量低波,2019-11-25,=0.0022,=16821.2100,=0.1989,=10.6208,=0.4271,=6.4946,=8.0926,=11.5960,=13.5997,=22.0532,=1.3949,=0.4231,=0.8054,=1.0694,=1.5882,=2.0955,=3.3245,=1.8921,=0.6671,=1.0044,=1.3082,=1.6233,=2.0990,=2.5370,=0.1077,=0.1378,=0.0968,=0.0288,=95
="399805",互联金融,2015-02-10,=-0.0132,=3664.4600,=0.1475,=10.8166,=0.3487,=7.5943,=9.8199,=11.6340,=13.2346,=16.5816,=1.1656,=0.3318,=0.7644,=1.0567,=1.4987,=1.7510,=2.3865,=1.9954,=0.9609,=1.1667,=1.4082,=1.6148,=1.7725,=2.3090,=0.0834,=0.0941,=0.0808,=0.0317,=325
