指数代码,指数名称,发布时间,涨跌幅,收盘点位,今年以来涨跌幅,PE-TTM(当前值),PE-TTM(分位点%),PE-TTM(最小值),PE-TTM(20%分位点值),PE-TTM(50%分位点值),PE-TTM(80%分位点值),PE-TTM(最大正值),PB(当前值),PB(分位点%),PB(最小值),PB(20%分位点值),PB(50%分位点值),PB(80%分位点值),PB(最大正值),PS-TTM(当前值),PS-TTM(分位点%),PS-TTM(最小值),PS-TTM(20%分位点值),PS-TTM(50%分位点值),PS-TTM(80%分位点值),PS-TTM(最大正值),净资产收益率(ROE)(2025Q3),净资产收益率(ROE)(2024Q4),净资产收益率(ROE)(2024Q3),股息率,关注度
="931157",SHS红利成长LV,2019-04-25,=-0.0028,=7485.3600,=0.0857,=8.0143,=0.7192,=4.1261,=5.5436,=6.8061,=8.3758,=11.5318,=0.8155,=0.5456,=0.5154,=0.6205,=0.8003,=0.9385,=1.5888,=1.5829,=0.9982,=0.5018,=0.6990,=0.9736,=1.3272,=1.5844,,=0.1050,,=0.0483,=209
="000914",300金融,2007-07-02,=-0.0022,=6701.9100,=0.0730,=8.2681,=0.6620,=5.2769,=6.6035,=7.7824,=8.6054,=11.3863,=0.8426,=0.3821,=0.5962,=0.7048,=0.9581,=1.1476,=1.4919,=2.2745,=0.9107,=1.1210,=1.4313,=1.8124,=2.0450,=2.7052,=0.0752,=0.0912,=0.0734,=0.0351,=333
="000029",180价值,2009-01-09,=-0.0020,=4434.4500,=0.0556,=8.3498,=0.7604,=5.6894,=6.9094,=7.8633,=8.4891,=10.8138,=0.8423,=0.3565,=0.6666,=0.8069,=0.8729,=1.0706,=1.4433,=1.0866,=0.8728,=0.6198,=0.7826,=0.9443,=1.0563,=1.4032,=0.0706,=0.0955,=0.0778,=0.0420,=547
="000151",上国红利,2012-07-20,=-0.0037,=1526.7100,=-0.0567,=8.3536,=0.9535,=4.5075,=5.3671,=6.8302,=7.5072,=10.0345,=0.7881,=0.5410,=0.5268,=0.6196,=0.7569,=0.9719,=1.3272,=1.0658,=0.4446,=0.6026,=0.8954,=1.1315,=1.3148,=1.6854,=0.0643,=0.0941,=0.0692,=0.0511,=157
="H30269",红利低波,2013-12-19,=-0.0059,=11223.6000,=0.0029,=8.3758,=0.7785,=4.5638,=5.5488,=6.7471,=9.4763,=14.4342,=0.8767,=0.5883,=0.5386,=0.6570,=0.8018,=1.3862,=1.9670,=1.6201,=0.9963,=0.6111,=0.8850,=1.0985,=1.4088,=1.6851,=0.0719,=0.1026,=0.0729,=0.0429,=3103
="H50040",上红低波,2014-03-21,=-0.0029,=10997.4300,=0.0279,=8.3898,=0.7888,=4.6938,=5.9513,=6.9471,=9.6317,=14.3118,=0.8664,=0.5615,=0.5647,=0.6911,=0.8389,=1.3563,=1.8756,=1.6336,=0.9992,=0.6380,=0.8693,=1.2019,=1.3864,=1.6452,=0.0726,=0.1018,=0.0748,=0.0424,=303
="931024",港股通非银,2017-11-06,=0.0008,=4372.1100,=0.5043,=8.3910,=0.1445,=6.7549,=8.8687,=11.5253,=13.4117,=22.4310,=1.2054,=0.7718,=0.6237,=0.8424,=1.0370,=1.2205,=1.7592,=1.4195,=0.9557,=0.5870,=0.8695,=0.9992,=1.1798,=2.2002,,=0.1307,,=0.0305,=145
="000922",中证红利,2008-05-26,=-0.0046,=5458.2300,=-0.0221,=8.4091,=0.7806,=5.1762,=6.0261,=7.6528,=8.5615,=11.2156,=0.8512,=0.4730,=0.5911,=0.7113,=0.8740,=1.1137,=1.4999,=1.2550,=0.8687,=0.6332,=0.7731,=1.0381,=1.1957,=1.7101,=0.0685,=0.0960,=0.0701,=0.0451,=19149
="000015",红利指数,2005-01-04,=-0.0045,=3015.1700,=-0.0584,=8.4217,=0.9131,=4.6646,=5.5109,=7.0911,=7.9151,=10.4439,=0.8367,=0.5875,=0.5525,=0.6399,=0.7661,=1.0246,=1.3875,=1.4326,=0.9341,=0.7277,=0.8915,=1.1060,=1.3032,=1.6890,=0.0663,=0.0968,=0.0697,=0.0454,=13925
="000934",中证金融,2009-07-03,=-0.0025,=6252.8100,=0.0685,=8.5736,=0.6933,=5.7083,=6.8952,=8.0185,=8.8757,=11.5527,=0.8535,=0.3800,=0.6117,=0.7182,=0.9633,=1.1666,=1.5017,=2.2602,=0.9131,=1.1467,=1.4503,=1.8026,=2.0433,=2.6696,=0.0733,=0.0882,=0.0717,=0.0343,=1131
="000821",300红利,2012-07-20,=-0.0040,=6632.5700,=0.0097,=8.6473,=0.8629,=4.9998,=6.1945,=7.5485,=8.3174,=10.9286,=0.8789,=0.4874,=0.5725,=0.7149,=0.8845,=1.0846,=1.4919,=1.4079,=0.9329,=0.6098,=0.7997,=1.0571,=1.2671,=1.6963,=0.0718,=0.0978,=0.0729,=0.0448,=949
="931130",红利成长低波,2018-12-04,=-0.0054,=23757.6200,=0.0126,=8.6928,=0.7871,=4.4465,=5.5458,=7.5873,=8.7702,=11.5512,=0.8865,=0.4216,=0.5279,=0.6220,=0.9098,=1.0377,=1.5803,=1.9380,=0.8053,=0.3109,=0.8086,=1.2998,=1.8765,=2.5957,=0.0669,=0.1158,=0.0589,=0.0419,=108
="399995",基建工程,2015-03-12,=0.0044,=3877.4000,=0.0249,=8.7113,=0.5953,=5.8673,=7.3449,=8.2832,=13.1942,=18.8590,=0.6913,=0.0770,=0.5815,=0.7535,=0.9207,=1.5564,=2.1845,=0.1865,=0.2964,=0.1368,=0.1788,=0.2098,=0.3720,=0.5478,=0.0443,=0.0702,=0.0519,=0.0298,=2654
="000824",国企红利,2012-07-20,=-0.0036,=2117.9600,=-0.0059,=8.7362,=0.8954,=4.8847,=5.9432,=7.3221,=8.2075,=10.7823,=0.8739,=0.5583,=0.5610,=0.6881,=0.8282,=1.0621,=1.4469,=1.2860,=0.8670,=0.5370,=0.7018,=0.9868,=1.2105,=1.6834,=0.0703,=0.0950,=0.0723,=0.0455,=879
="931446",东证红利低波,2020-04-21,=-0.0058,=3452.1166,=-0.0062,=8.7424,=0.8716,=5.1478,=6.1449,=6.8939,=8.5216,=11.0216,=0.8631,=0.7619,=0.5884,=0.6888,=0.7522,=0.8811,=1.2481,=1.5861,=0.9985,=0.5909,=0.7475,=0.8630,=1.1897,=1.5952,=0.0722,=0.0935,=0.0745,=0.0419,=570
="000992",全指金融,2011-08-02,=-0.0021,=5967.7000,=0.0674,=8.7704,=0.7081,=5.9310,=7.1035,=8.1855,=9.0342,=11.6339,=0.8549,=0.3796,=0.6188,=0.7236,=0.9720,=1.1825,=1.5107,=2.2320,=0.8921,=1.1568,=1.4434,=1.8068,=2.0469,=2.6668,=0.0717,=0.0849,=0.0695,=0.0338,=2663
="931644",800红利,2024-03-15,,,=0.0253,=8.9087,=0.7512,=6.4729,=7.2139,=8.0668,=9.0325,=9.4757,=0.9025,=0.7791,=0.7001,=0.7601,=0.8486,=0.9069,=0.9431,=1.3093,=0.9744,=0.8423,=0.9149,=1.0900,=1.2523,=1.3248,=0.0724,,,=0.0449,=22
="399373",大盘价值,2010-01-04,=-0.0023,=8573.9600,=0.0619,=8.9923,=0.7649,=5.4746,=6.8624,=8.3080,=9.0973,=11.9914,=0.9540,=0.4949,=0.6410,=0.8034,=0.9559,=1.1441,=1.5001,=1.1561,=0.8547,=0.5920,=0.7822,=0.9285,=1.1228,=1.4541,=0.0742,=0.0969,=0.0767,=0.0437,=315
="930740",300红利LV,2018-12-04,=-0.0043,=7161.2100,=-0.0556,=9.0807,=0.9064,=5.4153,=6.7876,=7.4471,=8.3764,=9.6903,=0.9466,=0.8094,=0.6159,=0.7644,=0.8490,=0.9446,=1.0604,=1.3837,=0.7439,=0.6725,=0.8503,=1.0708,=1.5193,=1.9253,=0.0724,=0.1016,=0.0768,=0.0435,=521
="000063",上证周期,2010-02-03,=0.0044,=4004.1900,=0.1634,=9.0814,=0.7069,=5.4761,=7.1368,=8.5044,=9.4576,=12.4946,=0.9687,=0.4969,=0.6668,=0.8369,=0.9706,=1.1119,=1.4831,=1.6231,=0.9864,=0.8113,=1.0639,=1.2461,=1.4012,=1.7571,=0.0802,=0.1040,=0.0825,=0.0375,=204
="000919",300价值,2008-01-21,=-0.0019,=5291.9900,=0.0588,=9.0858,=0.7464,=5.9577,=7.3294,=8.4223,=9.2347,=12.2376,=0.9471,=0.4965,=0.6917,=0.8498,=0.9482,=1.1563,=1.5388,=1.1235,=0.8654,=0.6314,=0.7862,=0.9061,=1.0883,=1.3421,=0.0754,=0.0956,=0.0764,=0.0403,=4264
="932305",智选高股息,2024-09-30,=-0.0039,=11081.3400,=0.0455,=9.1953,=0.9024,=7.0143,=7.4295,=8.2037,=8.4310,=9.6067,=1.0568,=0.6700,=0.8750,=0.9172,=1.0286,=1.0764,=1.1156,=0.7605,=0.3973,=0.7106,=0.7274,=0.7910,=1.2831,=1.3342,=0.0585,,,=0.0712,=139
="000825",央企红利,2012-07-20,=0.0010,=3442.2900,=0.0534,=9.1988,=0.9728,=4.7369,=6.0989,=7.3072,=8.2429,=10.5687,=0.9150,=0.6126,=0.5507,=0.6916,=0.8603,=1.0087,=1.3929,=1.2220,=0.8370,=0.6009,=0.8549,=1.0418,=1.2019,=1.7357,=0.0699,=0.0980,=0.0727,=0.0432,=229
="980081",价值100,2012-12-28,,,=0.1112,=9.2359,=0.8583,=7.7317,=8.2559,=8.4706,=8.9084,=9.8012,=1.0314,=0.8057,=0.8413,=0.8783,=0.8993,=1.0302,=1.1153,=0.9345,=0.7206,=0.7580,=0.7998,=0.8385,=1.0264,=1.0480,=0.0810,,,=0.0499,=122
="HSCCI",恒生香港中资企业指数,1997-06-16,=0.0059,=4075.4000,=0.0779,=9.2830,=0.5696,=4.8859,=6.8732,=8.8788,=12.1555,=16.1208,=0.8654,=0.4884,=0.5567,=0.7305,=0.8719,=1.1856,=1.3660,=0.9715,=0.4637,=0.5555,=0.7807,=0.9942,=1.3643,=1.5178,,=0.0943,,=0.0574,=25
="931848",800红利低波,2024-05-21,=-0.0049,=3173.4400,=-0.0194,=9.3650,=0.7345,=7.4155,=8.0859,=8.8466,=9.4336,=9.7854,=0.9704,=0.8325,=0.7315,=0.8533,=0.9104,=0.9655,=1.0001,=1.3658,=0.6933,=1.1714,=1.2240,=1.3124,=1.3784,=1.5428,=0.0743,,,=0.0430,=94
="931722",国新港股通央企红利,2023-09-13,=0.0032,=1320.7000,=0.1157,=9.4444,=0.9447,=5.5040,=6.5838,=7.4000,=8.5816,=10.0834,=0.9096,=0.9412,=0.6213,=0.7141,=0.7977,=0.8674,=0.9570,=0.6111,=0.9483,=0.3100,=0.3699,=0.4477,=0.5623,=0.6473,,=0.1085,,=0.0588,=231
="930955",红利低波100,2017-05-26,=-0.0048,=11858.8600,=-0.0014,=9.5136,=0.8881,=5.0805,=6.0408,=7.3346,=8.4236,=11.5013,=1.0011,=0.8233,=0.5792,=0.6639,=0.8176,=0.9791,=1.3722,=1.2154,=0.7475,=0.5888,=0.7732,=0.9825,=1.2922,=1.7525,=0.0696,=0.1071,=0.0823,=0.0459,=1479
="930608",中证基建,2015-03-31,=-0.0038,=8444.2200,=0.0550,=9.6885,=0.3483,=6.6667,=8.6242,=10.6913,=17.9270,=29.4433,=0.8037,=0.1449,=0.6550,=0.8312,=1.1380,=1.6938,=2.4728,=0.2310,=0.2326,=0.1701,=0.2221,=0.3470,=0.5148,=0.7390,=0.0482,=0.0717,=0.0544,=0.0304,=628
="H30356",800价值,2014-06-09,=-0.0015,=6598.5200,=0.0724,=9.7309,=0.7483,=6.4024,=7.6709,=9.0036,=9.9531,=13.4784,=1.0036,=0.5493,=0.7030,=0.8592,=0.9828,=1.1874,=1.6287,=1.0906,=0.8400,=0.5868,=0.7352,=0.8765,=1.0459,=1.3738,=0.0743,=0.0930,=0.0741,=0.0389,=20
="000968",300周期,2010-05-28,=0.0035,=4487.4800,=0.1394,=9.7496,=0.6933,=6.1174,=7.8172,=9.1233,=10.3142,=13.3562,=0.9992,=0.4607,=0.7021,=0.8488,=1.0222,=1.1905,=1.5550,=1.6215,=0.9802,=0.8459,=1.0847,=1.2615,=1.4373,=1.8297,=0.0768,=0.0960,=0.0775,=0.0356,=95
="931069",中金300,2018-02-14,=-0.0007,=4964.5800,=0.1543,=9.7786,=0.6290,=5.9518,=7.4666,=9.2167,=10.5443,=13.6164,=1.0255,=0.3920,=0.7377,=0.9172,=1.1197,=1.3636,=1.8328,=1.4261,=0.8970,=0.6656,=0.8507,=1.1065,=1.2821,=1.7542,=0.0705,=0.1122,=0.0821,=0.0386,=65
="000042",上证央企,2009-03-30,=0.0031,=1803.5900,=0.0136,=9.9957,=0.7987,=6.3284,=7.8865,=9.0883,=10.0001,=12.9577,=1.0234,=0.5895,=0.7230,=0.8874,=0.9898,=1.1213,=1.4812,=1.3113,=0.9951,=0.6569,=0.8569,=0.9728,=1.1106,=1.3891,=0.0743,=0.0973,=0.0775,=0.0370,=378
="000859",国企一带一路,2019-05-16,=0.0051,=1791.1700,=0.1007,=10.0003,=0.0524,=9.4709,=11.1893,=12.6595,=14.6039,=21.0714,=1.0070,=0.0118,=0.9854,=1.2472,=1.4672,=1.7919,=2.1877,=1.0902,=0.9994,=0.4715,=0.5567,=0.7294,=0.8079,=1.0906,=0.0831,=0.1174,=0.0935,=0.0373,=225
="399371",国证价值,2010-01-04,=0,=7148.3600,=0.0963,=10.0198,=0.7345,=6.4728,=7.8374,=9.0982,=10.3412,=13.0475,=1.0220,=0.5249,=0.7249,=0.8967,=1.0118,=1.2473,=1.5675,=1.0588,=0.7579,=0.5764,=0.7536,=0.8694,=1.0977,=1.3812,=0.0722,=0.0912,=0.0751,=0.0407,=102
="932422",A500红利低波,2025-04-09,=-0.0027,=3095.2700,,=10.0261,=0.3584,=9.5190,=9.9132,=10.1299,=10.2915,=10.5846,=1.0615,=0.9480,=0.9943,=1.0259,=1.0396,=1.0514,=1.0710,=1.3009,=0.0173,=1.2911,=1.4273,=1.4528,=1.4836,=1.5336,,,,=0.0426,=106
="950090",50AH优选,2015-12-10,=0.0052,=6184.2800,=0.2121,=10.0538,=0.8881,=6.3188,=7.8902,=8.5689,=9.6717,=13.5010,=1.0665,=0.6387,=0.7914,=0.9464,=1.0224,=1.1249,=1.5403,=1.3568,=0.9869,=0.6574,=0.8434,=0.9433,=1.0443,=1.4194,,=0.1094,,=0.0381,=1968
="930723",沪港深F100,2015-08-05,=0.0014,=5072.5600,=0.0901,=10.0794,=0.7896,=5.4557,=7.5603,=8.8601,=10.1113,=13.1279,=1.0256,=0.5613,=0.6469,=0.8477,=1.0045,=1.1165,=1.4626,=1.3199,=0.8801,=0.6039,=0.8635,=1.0637,=1.2597,=1.6654,,=0.0984,,=0.0390,=149
="399550",央视50,2012-06-06,=0.0033,=8019.8000,=0.0924,=10.0924,=0.7892,=6.8960,=8.2108,=9.1657,=10.1323,=13.0561,=1.0543,=0.3038,=0.8649,=1.0190,=1.2436,=1.4266,=1.8564,=2.1086,=0.8864,=1.3448,=1.6354,=1.7824,=2.0214,=2.5217,=0.0768,=0.1002,=0.0803,=0.0403,=2228
="000925",基本面50,2009-02-26,=-0.0025,=4621.7200,=0.0156,=10.1441,=0.8267,=6.2635,=7.9688,=9.0032,=10.0257,=12.7955,=1.0520,=0.4533,=0.7306,=0.9013,=1.0755,=1.1943,=1.5728,=1.1143,=0.8168,=0.6037,=0.7873,=0.9637,=1.1011,=1.4866,=0.0750,=0.0942,=0.0767,=0.0375,=4494
="HSML25",恒生中国(香港上市)30指数,2003-01-20,=0.0034,=9514.0400,=0.2525,=10.1647,=0.7881,=5.7712,=7.7891,=8.8581,=10.2183,=13.0207,=1.0958,=0.5830,=0.7256,=0.9335,=1.0670,=1.2096,=1.5098,=1.5901,=0.6951,=0.9123,=1.1300,=1.3731,=1.7090,=2.4187,,=0.1200,,=0.0345,=258
="931052",国信价值,2017-12-08,=-0.0004,=3416.8700,=0.1178,=10.2242,=0.9749,=5.3831,=6.5556,=7.3417,=8.5901,=10.7705,=1.3681,=0.9856,=0.7343,=0.9094,=1.0226,=1.1331,=1.5208,=1.7223,=0.9708,=0.6105,=0.9332,=1.2068,=1.4230,=2.0196,=0.0941,=0.1244,=0.0834,=0.0425,=464
="000056",上证国企,2010-01-04,=0.0044,=1240.3000,=0.0978,=10.3626,=0.7196,=7.2538,=8.8734,=9.6289,=10.8146,=13.3187,=1.2008,=0.7567,=0.8518,=1.0315,=1.1223,=1.2198,=1.5455,=1.7141,=0.9971,=0.7909,=0.9970,=1.0947,=1.2126,=1.7275,=0.0856,=0.1002,=0.0788,=0.0370,=194
="930839",港股通高息精选,2016-06-08,=0.0045,=3471.8300,=0.1989,=10.3667,=0.6020,=4.9918,=7.0752,=9.2479,=13.3839,=31.7979,=1.5031,=0.8012,=0.7294,=0.9237,=1.0621,=1.4951,=4.8768,=1.2414,=0.5098,=0.3418,=0.5545,=1.2308,=1.9247,=6.3245,,=0.1218,,=0.0559,=308
="HSCESI",恒生中国企业精明指数,2015-06-08,=0.0042,=12886.7100,=0.2306,=10.4638,=0.8731,=5.5897,=7.7760,=8.5454,=9.7803,=15.8114,=1.1254,=0.7660,=0.6924,=0.8810,=0.9902,=1.1525,=1.7191,=1.5069,=0.8850,=0.6938,=0.9833,=1.0692,=1.3828,=2.0876,,=0.1080,,=0.0335,=91
="930846",300SNLV,2016-06-24,=0.0011,=6583.7100,=0.0282,=10.4916,=0.6810,=7.7900,=9.1866,=10.0308,=10.7689,=12.6275,=1.0823,=0.4192,=0.8340,=1.0368,=1.1018,=1.2329,=1.5027,=1.4927,=0.9332,=0.7711,=0.9478,=1.1449,=1.3106,=1.6864,=0.0686,=0.1035,=0.0757,=0.0403,=147
="H30035",300非银,2012-12-21,=-0.0002,=11158.3400,=0.1115,=10.5117,=0.0140,=9.6261,=13.1530,=15.1767,=19.3481,=26.3489,=1.5314,=0.3672,=1.0544,=1.3281,=1.6730,=2.0551,=2.6482,=1.9422,=0.7645,=1.0410,=1.4193,=1.7228,=1.9713,=2.3917,=0.1224,=0.1114,=0.0952,=0.0214,=1082
="HSCEI",恒生中国企业指数,1994-08-08,=0.0043,=8939.6800,=0.2263,=10.5227,=0.8760,=5.5897,=7.7775,=8.5563,=9.7927,=15.8114,=1.1297,=0.7674,=0.6924,=0.8808,=0.9913,=1.1531,=1.7191,=1.5131,=0.8865,=0.6938,=0.9833,=1.0697,=1.3889,=2.0876,,=0.1080,,=0.0333,=4688
="000021",180治理,2008-09-10,=0.0042,=1081.3700,=0.0867,=10.5229,=0.8114,=6.3364,=8.4310,=9.6344,=10.4692,=13.6109,=1.1584,=0.6764,=0.7542,=0.9755,=1.0990,=1.2236,=1.5847,=1.4476,=0.9996,=0.6625,=0.8520,=0.9528,=1.1315,=1.4497,=0.0797,=0.1012,=0.0804,=0.0382,=160
="931375",300质量低波,2019-11-25,=0.0057,=16783.9600,=0.1962,=10.5818,=0.4233,=6.4946,=8.0926,=11.5970,=13.5997,=22.0532,=1.3898,=0.4227,=0.8054,=1.0694,=1.5884,=2.0955,=3.3245,=1.8852,=0.6669,=1.0044,=1.3082,=1.6226,=2.0990,=2.5370,=0.1077,=0.1378,=0.0968,=0.0289,=95
="931373",股息龙头,2019-11-15,=-0.0004,=2779.3400,=0.0572,=10.7794,=0.9628,=5.4295,=6.8307,=8.1627,=9.4004,=11.4004,=1.1966,=0.9466,=0.6697,=0.8409,=0.9886,=1.1086,=1.2586,=1.5952,=0.9993,=0.5706,=0.8057,=0.9590,=1.3410,=1.5975,=0.0792,=0.1085,=0.0840,=0.0396,=316
